2gram	Losev_DialektikaMifa_partition_part2_wordlist_2gram	Losev_DialektikaMifa_partition_part1_wordlist_2gram
когда они	1	2
пространства в	1	1
все же	5	4
его в	1	3
значит? это	1	1
в царство	1	2
времени и	1	9
жизнь а	1	1
об отношении	5	1
не замечаемое	1	1
это какое-то	2	1
себе не	5	3
обычного хода	1	1
она ни	2	1
в одну	3	5
– во-первых	1	1
между обеими	1	1
для меня	4	1
самое существо	1	1
она есть	5	9
– сама	1	1
творимая вещественная	1	1
ли она	1	1
непосредственное и	1	1
в состоянии	1	2
о мире	1	1
общего с	5	1
итак миф	2	2
даже в	3	3
ко всему	2	1
существенно и	1	1
совершенно неверно	1	1
мифологические теории	1	1
ли миф	1	2
мы имеем	2	3
и к	1	7
всю ее	1	1
разной степени	1	1
виду что	1	2
любить искусство	1	1
и оно	1	1
как о	2	1
символической природы	1	1
того и	1	2
а есть	4	1
кроме того	1	3
но живое	1	1
сама жизнь	1	2
имеет целью	1	1
была самая	1	1
к мифу	3	1
действительно в	1	2
так и	9	10
чем не	1	1
только еще	1	1
вещи и	2	3
– ничего	1	1
уже давно	1	1
лица не	1	1
и т	21	17
на мифологию	2	1
эти вопросы	1	3
фантастический вымысел	1	1
чисто мифическую	1	1
вещь не	2	1
только чисто	1	1
когда мы	1	3
еще и	3	1
различия между	1	2
или другой	4	3
есть нечто	10	8
д в	1	1
говорим что	2	1
то что	13	14
но как	2	5
не как	2	2
действительности и	3	1
что тут	2	4
в каком	8	4
мифа в	1	4
и от	2	3
но ее	1	1
его как	1	1
бы это	1	3
предмет так	1	1
быть еще	1	1
соответствует ли	2	1
в особенности	5	1
не будучи	2	2
однако тут	1	1
мифология дает	1	1
миф же	1	3
должна быть	3	5
об одном	2	1
все его	1	3
степень иерархийности	1	1
иное как	1	3
тому же	2	1
нет никакой	1	4
или на	2	2
отвлеченной идеей	2	1
кто же	1	1
никакой мифологии	1	1
мифология а	1	1
факт не	1	1
несмотря на	10	2
же есть	1	2
та же	3	4
это уже	1	2
между мифологией	1	5
говорил о	1	1
может иметь	3	3
связи с	1	4
же деле	1	1
в мифе	12	16
ни в	15	10
мое дело	1	1
этом совершенно	1	1
то время	1	4
как не	2	2
что в	13	7
он с	1	1
– итак	2	2
отрешенной от	1	1
них и	1	1
тоже суть	1	1
в природу	1	1
собственно говоря	4	2
мною самим	1	1
но совершенно	1	1
внешнее и	4	1
может ли	1	1
выражения в	1	1
в своей	2	8
как раз	4	5
не указывает	1	1
форм и	1	2
уже и	3	2
но если	5	1
непосредственностью и	1	1
входить в	1	1
друг с	1	1
все в	1	2
творимая действительность	1	1
в основе	3	1
провести грань	1	2
миф есть	4	6
и схемой	3	1
на первый	1	1
разную степень	2	3
направлению к	1	1
как только	2	3
стороны не	3	1
что она	7	14
бы и	2	2
в той	1	3
выразительной формы	1	1
что если	2	3
о чем	2	3
метафизика ни	1	1
и что	12	5
протестую против	1	1
вещи не	1	1
и мифического	1	1
– такое	1	1
в мифологии	4	4
отвлеченности и	1	1
но символ	1	1
что это?	1	1
и все	3	12
мы говорим	4	3
есть тоже	2	1
или менее	3	2
исторических фактов	1	2
бы мы	1	1
и о	3	1
жизни и	3	6
мифе нет	3	1
раз навсегда	1	1
и –	14	4
где есть	1	2
что миф	12	5
и стало	2	5
жизнь –	1	1
величайшей мере	1	1
в противоположность	5	2
содержание и	1	1
и притом	4	7
в оценке	1	1
как таковом	2	1
сейчас же	1	3
что эта	4	1
в них	3	1
не бывает	1	1
некая отрешенность	1	1
степень отрешенности	1	1
значение может	1	1
или нет	3	3
логически т	1	1
даже и	3	1
выразительное и	1	1
не зависит	1	1
мне и	1	1
иметь в	3	2
не есть	40	47
мере не	1	1
что все	1	1
не то	6	5
и ни	6	1
а он	3	1
нечто иное	1	1
или иное	3	4
не может	12	9
могут быть	3	4
– не	11	9
и надо	2	2
реальностью и	2	1
есть какой-то	1	1
связано с	1	1
цвета и	1	1
там где	1	1
взятая в	1	1
категория сознания	1	2
отнюдь не	9	6
но лишь	4	1
пор не	1	1
того или	1	2
но тут	1	3
вместе с	1	2
всех указанных	1	1
сознания и	3	5
мало ли	2	1
сказать о	1	1
и значит	3	1
в том	9	14
существует особая	1	1
происходит в	1	1
образ и	4	1
в его	3	1
ясность и	1	1
все равно	3	5
на почве	1	1
д все	1	1
форма выражения	1	2
в нас	1	1
даны в	1	3
живой и	2	2
теми которые	1	1
это можно	1	1
мысль о	1	1
и земли	1	1
не существует	7	1
и может	2	6
в бесконечность	1	2
к науке	1	1
науке и	1	1
от того	1	4
о том	4	5
касается меня	1	1
между тем	1	2
формы как	1	1
живая личность	1	2
чему же	1	1
что раз	1	1
его не	6	2
есть ли	1	5
нас а	1	1
в виду	5	5
культуры и	1	2
на то	5	1
еще в	1	1
да и	6	6
к самому	2	1
по смыслу	1	1
есть только	5	4
в черном	1	1
имеется в	1	2
ни наконец	1	1
знаем но	1	1
всегда так	2	1
должны быть	1	3
мы и	2	1
которому видна	1	1
и мифология	5	4
аллегория но	2	2
главным образом	1	1
а потому	1	2
и нечто	1	2
как я	1	2
как мы	4	3
– всегда	1	3
по мере	2	1
может быть	17	20
не должен	1	1
находим в	2	1
в каких	1	2
и можно	1	2
то в	7	1
и его	1	5
мифологии от	1	1
и поэзии	1	3
это я	4	2
ни с	6	4
на ту	1	1
именно нельзя	1	1
вообще на	1	1
живого восприятия	1	1
только тогда	2	7
но жизненно	1	1
миф ни	2	1
мы получаем	2	2
на нас	1	1
были бы	2	1
самого по	2	1
вне всякой	1	1
вовсе не	7	13
она не	6	8
же тут	3	1
скажу только	1	2
в лампаду	1	1
об ее	1	2
есть не	3	7
есть самое	1	3
к ним	2	1
была бы	3	3
не больше	2	4
для мифа	2	2
это как	1	3
такое выражение	1	2
пока не	1	1
в виде	2	2
частности примитивно-научное	2	1
она –	3	8
это есть	9	8
я не	5	6
только один	1	1
о символе	1	1
из этого	1	1
во всю	1	1
в отдельности	2	1
увы –	1	1
здесь не	1	1
своей отвлеченности	1	2
даже если	3	1
не видел	1	1
как миф	1	3
ли он	1	1
той или	7	4
и мифологией	1	1
ни о	5	2
эти два	2	2
и жизнь	1	2
где и	1	1
фикция не	1	1
он –	18	6
и ему	1	1
можем сказать	2	1
миф от	1	2
действительность мы	1	1
выдумка или	1	1
сравнению с	2	1
почему не	1	1
большею частью	2	2
движется и	1	1
это конечно	2	4
сказать что	10	10
всегда содержит	1	2
– однако	1	1
могу не	1	1
– правда	1	2
до бесконечности	2	1
свою собственную	1	1
состоит из	3	1
себе свою	1	1
вы не	1	2
религии и	3	1
– и	3	3
внутреннее которое	3	1
как он	4	4
или иная	3	2
только благодаря	1	1
в таком	1	4
в частности	2	2
что здесь	2	2
и отличается	1	2
на примерах	1	1
есть выражение	1	3
всю его	1	1
т п	2	2
показывает что	1	1
не было	6	3
и отчасти	1	1
иная степень	1	1
и даже	13	14
и очень	1	1
не остается	1	1
существо мифа	2	3
еще раз	1	1
человека от	1	1
чтобы не	2	6
и тем	1	1
также имеет	1	2
то это	4	2
и при	2	2
только в	3	5
с ними	2	2
одна и	2	4
больше всего	1	1
в этой	1	3
другой стороны	4	4
без этих	1	1
могут не	1	1
и радости	1	1
со своими	1	1
два или	2	1
отношении мифологии	1	1
сразу же	1	3
нечто живое	1	1
после этого	1	3
что уже	2	2
т е	25	30
само по	5	2
к выводу	1	1
не вся	1	1
то и	2	1
всяком случае	2	2
его с	3	3
мифа но	5	3
не сама	1	3
мифа как	2	1
когда нет	1	1
образ как	1	1
им самим	1	1
и эта	2	1
ощущаемая и	1	1
есть свой	1	1
тут надо	3	1
но для	1	1
понятия мифа	3	1
как в	2	2
нет ни	2	3
самое обыкновенное	1	1
во всяком	4	2
от этого	3	3
и не	30	30
что у	1	2
мы уже	1	8
и я	1	2
действительность есть	2	2
и та	3	6
со всеми	1	1
мы на	1	1
себе а	2	1
мифа от	1	1
и вообще	4	6
таким образом	1	4
тем более	2	1
своего предмета	1	1
действительно есть	1	2
понятий и	1	1
больше того	4	1
если же	1	1
форма есть	1	1
ее к	1	1
мифа а	2	1
есть своя	2	1
бытия вообще	1	1
связанные с	2	1
все –	1	2
было у	1	1
одно и	4	4
уже в	1	4
чтобы убедиться	1	1
с теми	1	1
в жизни	1	2
это и	4	3
и интереса	1	1
действительно –	1	1
у вас	1	1
не только	13	19
реальности но	3	1
он не	3	4
– так	1	1
такое внутреннее	2	1
мифологию так	1	1
не узнал	1	1
бытие –	1	1
дает нам	1	1
все эти	2	2
и идеи	1	2
совершенно относительно	1	1
еще на	1	2
бы просто	1	1
не буду	3	1
однако они	1	1
в данном	3	3
не субстанциальное	1	1
тем же	1	2
может и	4	2
находим например	1	1
в величайшей	1	1
пусть даже	1	1
мифа совершенно	1	1
и потому	3	5
есть и	5	6
только мы	1	1
случае не	3	1
содержит в	3	4
с самого	1	2
в их	3	2
хотя это	2	1
своего развития	1	1
т д	19	15
мы находим	7	3
мира и	1	1
принципиально и	1	1
мифическая отрешенность	1	10
в себе	11	15
– во	2	2
отвлеченное понятие	2	1
чем тут	1	1
и он	5	1
идея и	7	2
как известно	1	2
полной неразличимости	1	1
без нее	1	1
что одна	3	1
и телесная	1	1
с их	1	1
меня и	1	1
к тому	4	2
и становится	1	1
есть выдумка	2	1
как у	2	1
с окружающим	1	1
и творимая	1	1
мифология как	1	2
как все	1	1
что кто-то	1	1
перед нами	1	2
общий принцип	1	1
наоборот в	1	1
одной стороны	2	1
иерархийности разную	1	1
только как	2	3
на всю	4	2
и внешнего	6	2
но под	1	1
я всегда	2	1
из них	2	3
ничем не	3	1
бытие но	1	1
с другом	1	1
свете а	1	1
без мифа	1	3
научное и	2	1
долго не	1	1
– все	6	2
быть может	4	1
есть миф	2	4
наука есть	3	1
мифично и	1	1
и наука	1	1
сами по	1	3
мифического субъекта	1	1
но даже	1	1
самого бытия	1	1
с мифологией	3	2
взгляд на	1	2
отличается от	2	1
и вместе	1	1
и уже	1	3
но –	4	5
и эти	1	1
даже самые	1	1
постоянно и	1	1
в душе	1	7
в разных	3	3
не дают	1	1
о всеобщем	1	1
по себе	25	18
не потому	1	6
тогда и	1	1
дана в	3	1
не менее	2	3
вещей и	2	3
еще не	2	4
со скоростью	1	2
а судьба	1	1
всех возможных	1	1
он сам	5	1
метафизика –	1	1
с ним	6	4
и этого	1	1
мифологией и	2	6
самый принцип	1	2
утверждаю что	5	1
внешнее –	1	1
без всяких	1	1
же самое	1	2
основ и	1	1
всего символ	1	1
не могла	1	1
в конце	4	2
и просто	1	1
к его	1	1
о мифологии	1	1
содержащее в	1	1
а в	5	4
тому что	3	2
поэзии тютчева	1	1
необходимым образом	2	1
он только	1	1
тех или	3	2
она нисколько	1	1
и более	4	3
первый взгляд	1	1
в каждом	2	2
и тогда	2	3
ни ее	1	2
от самого	3	1
наука и	4	2
таков например	1	1
она вся	1	1
и должно	1	2
судить о	1	1
– вы	1	1
и они	1	2
как ни	1	2
вас в	1	1
и вот	6	4
что угодно	1	1
миф и	4	2
– сам	1	1
что видна	1	1
поэтому и	2	1
что могут	1	1
по преимуществу	1	1
в своем	5	4
та или	3	2
и явлений	2	1
и чувственно	1	1
стороны и	3	1
есть научное	2	2
но она	3	1
но с	3	1
а мифология	2	1
не мешает	4	5
е по	2	1
всегда и	3	1
от обычного	1	1
в различных	1	1
на сцене	1	2
являющаяся в	1	1
есть уже	1	2
ли это	3	1
меня то	2	1
есть то	1	1
по крайней	4	9
она или	1	1
и всякая	1	2
о внутреннем	2	1
в разной	1	2
так или	1	2
вообще не	1	1
то или	3	4
на земле	2	1
по его	1	1
науке в	1	1
стало быть	9	10
есть его	1	1
мифический образ	1	6
по нему	1	1
это за	2	3
ни аллегория	2	1
как и	2	10
не знаю	1	2
вещественно и	1	1
не могу	4	6
потому что	14	14
и всех	3	1
нуждается в	3	3
у которого	1	1
о живых	1	1
но чисто	1	1
вывод что	1	1
но вот	3	2
тут значит	1	1
видим как	1	1
в самом	3	5
только и	4	2
же время	4	5
каком случае	4	2
себе разную	1	1
мы еще	1	1
в то	6	6
в гоголевском	1	1
и то	9	7
мире и	1	2
никогда не	9	9
тут одно	1	1
этом отношении	2	1
всех этих	3	3
можно ли	1	3
закономерность и	1	1
ни тем	1	1
зрения мифического	1	1
и в	18	19
все время	1	3
другое значение	1	1
грань между	2	3
так же	4	2
в храме	1	1
в мире	2	2
и где	2	3
так что	15	7
них нет	1	1
однородного и	1	1
и начинает	1	1
не просто	7	12
я же	1	2
все они	1	1
так как	11	14
понимать не	1	1
миф как	1	4
необходимая категория	2	2
– как	5	2
и только	1	4
но не	4	6
можно узнать	1	2
не умеет	1	2
это будет	1	1
хотя в	1	2
на природу	1	1
солнце и	1	2
миф если	1	1
и смерти	1	1
не в	6	8
первое прикосновение	1	1
говоря о	2	1
как будто	1	7
даже не	3	1
то как	3	3
относительности это	1	1
следовательно нельзя	1	1
есть в	1	2
идеальное но	1	1
зрения и	1	1
дело не	2	2
на этом	2	2
мы должны	5	2
не могут	1	4
или других	2	2
есть всецело	1	1
ни даже	1	1
вещей а	1	2
с какой	4	1
по существу	1	1
уже с	1	1
и бесконечного	1	1
на меня	1	1
живое субъект-объектное	1	1
представить себе	1	1
и до	1	1
а она	1	5
ему голову	1	1
смысл и	4	2
на нее	1	1
себе этот	1	1
и говорить	2	2
что под	2	1
у меня	1	3
всю жизнь	1	1
лишь как	2	1
как это	4	7
– то	2	2
который не	1	1
с этим	2	3
с чем	1	1
к мифологии	1	1
перед лицом	1	1
мифология –	4	2
символом и	2	1
речь идет	1	1
и с	5	5
я и	1	2
если брать	1	2
больше чем	1	1
театр –	1	1
но это	8	7
же –	2	4
ни вообще	2	2
мере в	1	2
– гений	1	1
сама вещь	1	1
в мифическом	1	1
тут речь	1	1
не стоит	1	1
друг другу	3	1
и всякий	2	1
когда он	1	1
нужно для	2	1
одному тому	1	1
знаем что	1	1
вещественная реальность	1	1
можно представить	1	1
есть сама	2	4
мифа наука	1	1
мифическая же	1	2
конечно не	3	6
о них	1	1
бы она	1	1
также и	7	2
другой пример	1	1
я был	1	2
на тот	1	1
это не	9	10
сразу и	1	2
образом и	2	1
и образ	6	1
что никакая	1	1
с другой	6	5
и др	1	1
а если	1	1
иной раз	2	5
не самый	1	2
и сейчас	2	1
и как	7	10
до полной	2	1
здесь в	2	1
бы ни	1	2
разных религиях	1	2
но он	1	4
поэтому если	1	2
и совершенно	2	2
должно быть	3	7
в мифической	1	1
далеко не	1	1
уже знаем	1	3
научной точки	1	1
это значит	11	8
было бы	12	3
того как	1	2
в чем	6	3
что такое	10	3
как бы	11	14
сходство с	1	1
в москве	1	1
– живой	1	1
более или	3	2
обоих случаях	1	1
жизненно ощущаемая	1	1
и никакого	1	1
вещи то	1	1
примитивно-научное построение	2	1
как таковая	2	1
современная наука	2	1
скоростью света	1	1
начинает свою	1	1
прежде всего	10	8
исторического процесса	1	1
научное сознание	2	1
не быть	1	2
себе и	2	3
точки зрения	17	12
выводу что	1	1
бытие идеальное	2	1
и символом	2	1
что именно	2	1
том что	9	10
по которому	1	1
и почти	3	3
отдельных мифов	1	1
видно что	1	1
содержащая в	1	1
уже по	1	1
но и	7	12
