2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_2gram
свою силу	4	2
и сами	1	2
т.е от	1	1
того взгляда	1	1
все же	2	5
его в	6	6
приводят нас	1	1
которые еще	1	1
новое понятие	1	1
дает в	2	2
ребенка прежде	1	2
подобно тому	1	2
слово к	1	1
что развитие	6	6
мысли более	1	1
у одного	2	2
тех и	5	4
до последнего	1	1
в развитии	24	25
иначе как	5	2
нашего исследования	5	4
и у	1	2
в известном	1	2
то что	28	15
рассматривается как	2	1
с понятием	2	1
возникает вопрос	2	1
ребенка все	1	1
для развития	5	2
все его	1	1
на отдельные	1	1
мышления и	7	14
переносятся в	1	1
новых свойств	1	1
связи с	3	3
в определенной	1	1
кто не	1	1
между собой	9	5
и той	3	4
то время	6	1
пиаже в	1	1
взрослыми но	1	1
на первый	1	4
приведенном выше	1	1
что можно	1	1
когда оно	2	2
другой раз	5	1
с понятиями	1	2
совершенно иначе	1	1
особенностей детской	1	2
отрывается от	1	1
этом случае	2	3
определенной системы	1	1
все более	2	2
очень часто	1	2
не путем	1	1
от понятий	1	1
мы говорим	2	1
операции с	1	1
из которых	1	1
как увидим	3	1
те же	3	6
не связанным	1	2
известную общую	1	1
могут быть	5	7
с психологической	1	2
связано с	3	1
совпадают друг	1	1
к пониманию	1	3
в значении	1	2
этом вопросе	2	2
понятия по	1	1
отдельного понятия	2	1
в его	3	11
правда с	1	1
все равно	1	1
ли мы	1	2
прежде чем	1	1
и может	1	1
понятия от	4	1
работа над	2	1
во всей	1	4
понятие о	2	2
программных моментов	1	1
по мере	3	4
суждение и	1	1
этот раз	1	1
слова или	1	1
убеждает нас	2	2
понятий оказываются	1	1
представленным в	1	1
между двумя	2	2
момент когда	1	2
обоими процессами	1	1
из этого	2	1
образом что	1	4
мысли с	2	1
распространяются и	1	1
бы в	3	3
относительно которых	1	1
в мышлении	6	21
сравнению с	14	3
иначе чем	1	3
на высшую	3	2
должно обнаружить	2	3
это делает	1	1
уже сказано	1	4
мы встречаемся	1	1
картину близкую	1	1
понятий является	1	3
другой стороны	2	9
мысли он	1	1
отношению к	10	1
что уже	2	2
связи как	1	1
к выводу	1	2
его развития	3	1
то и	1	1
к этому	1	4
развитии понятий	5	2
сохраняет свою	2	1
ход развития	3	6
объяснения это	2	1
и не	11	8
понятий но	2	3
лежит в	3	1
таким образом	18	25
по своему	2	4
связанные с	3	1
тогда когда	6	8
сравнению со	1	1
имеет свою	1	1
тем что	8	7
одно и	1	6
интеллектуальных операций	1	3
и мышления	1	3
смысле этого	1	7
все эти	2	5
в данном	2	2
мышления а	1	3
на словах	1	1
этого взгляда	1	1
сферу понятий	1	1
детских понятий	5	17
соответствующих программных	1	1
с самого	7	1
основе этого	2	2
и того	4	5
на его	3	3
как известно	7	3
не оставляет	1	1
языка в	2	1
перед нами	1	5
образом является	1	1
понятия анализ	1	1
