2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_2gram
и сами	1	1
все же	4	5
его в	3	4
огромное значение	1	1
не мир	2	1
подобно тому	2	3
идеи в	5	7
героем достоевского	1	1
романа который	1	2
в развитии	2	1
кроме того	1	3
его творчества?	1	1
художественной мысли	2	1
только чисто	1	1
и у	2	4
то что	5	18
творчества в	2	1
здесь никогда	1	1
и изображающего	1	1
бытия в	2	1
замыкается в	1	2
его как	1	5
героя между	1	1
наряду с	1	1
весь роман	1	1
все его	3	1
исторической поэтики	2	1
несмотря на	1	6
становится человеком	1	1
то время	1	2
как не	5	4
его характер	1	1
нет надобности	1	1
он является	1	1
уже и	1	1
зрения третьего	1	1
для автора	4	3
сливается с	4	2
в авторском	1	3
нам кажется	1	4
из которых	2	2
и устойчивые	1	1
достоевского а	1	1
не есть	2	1
диалогические отношения	3	3
те же	2	1
твердым и	1	1
понятно что	1	1
могут быть	4	1
замысла и	1	1
радикально новую	1	1
нет твердых	1	1
дано в	1	2
рядом в	1	1
не слово	1	1
сознания и	6	3
и одновременно	2	3
принцип изображения	1	1
окружающий его	1	1
в его	22	24
все равно	1	2
художественного видения	1	12
объективном мире	1	1
художественного задания	1	2
она может	1	1
отношение к	8	1
который мы	1	1
во всей	1	2
да и	1	2
закрыт и	1	1
мире достоевского	6	5
есть только	4	1
не темперамент	1	1
идея как	2	2
природе своей	2	1
одного куска	2	2
т.п все	1	1
одном сознании	1	1
сам достоевский	2	2
и входит	1	1
были бы	2	4
сознании и	2	1
вовсе не	7	8
романа не	2	3
свое объективное	1	1
позиция автора	4	1
здесь нет	2	1
за собой	2	1
в особом	2	1
его художественного	4	4
роман достоевского	2	11
бы в	5	3
и нет	1	1
три плана	2	2
сравнению с	2	1
у толстого	1	2
достоевского и	2	12
романов и	1	4
достоевский категорически	1	1
ведь эти	1	1
героя самосознание	1	1
входят в	1	2
в каждой	1	2
ответ на	1	1
и сознает	1	1
другой стороны	1	2
так сказать	7	3
отношению к	8	11
идет о	2	3
которые он	1	2
его с	2	1
и сделать	1	1
к этому	4	2
но для	1	2
эта форма	2	2
нет ни	3	2
и не	42	34
лежит в	2	1
таким образом	11	11
авторском кругозоре	3	1
идее он	2	1
не он	1	1
в художественной	2	2
время не	1	2
тогда когда	1	1
тем что	2	3
сознаний с	1	4
не согласиться	1	1
смысле этого	2	1
иван и	1	2
все эти	4	8
и идеи	5	1
есть он	1	1
в данном	1	2
первом произведении	1	1
и диалог	1	1
в литературе	6	3
с самого	1	2
все стороны	1	1
особого типа	1	1
в кругозор	2	6
мира и	1	7
основе этого	1	1
на его	5	2
герои достоевского	2	3
личности в	3	4
дмитрия и	1	1
мы считаем	2	1
значит конечно	1	2
не оставляет	3	1
перед нами	4	4
слово о	6	2
достоевского нет	1	3
почти никогда	1	1
сами по	1	3
до конца	7	5
отличается от	1	2
в первом	1	2
подчеркнуть что	3	1
романа как	2	1
самое слово	1	1
стороны самого	1	1
иван карамазов	1	1
есть без	1	1
и художественно	2	1
в русской	2	1
нам важно	2	1
дело в	1	1
поэтому и	3	2
словом героя	1	1
в своем	5	8
героем и	2	1
в нашем	2	1
достоевским в	2	1
по крайней	2	2
творческий замысел	1	1
единство художественного	1	1
них в	2	1
как и	14	8
на котором	1	2
все возможные	2	3
же время	3	7
в мир	1	3
героев и	1	6
идей а	1	1
действительности то	1	1
действующими лицами	2	1
лучшем случае	1	2
и в	45	23
особенность его	1	3
предполагает и	1	1
но не	6	8
если оно	1	1
зрения и	1	2
не была	1	1
помимо его	1	1
мы сказали	3	1
по существу	1	4
бы он	2	1
авторский мир	1	1
о своем	1	1
с этим	1	1
объективный мир	1	1
и глубоко	1	1
но это	2	5
друг другу	1	2
наконец на	1	1
ее в	2	1
же в	1	2
здесь достоевский	1	1
конечно не	6	1
по ту	1	1
это не	3	10
между людьми	1	1
здесь в	2	1
в разгаре	1	1
но он	1	2
идеалистическое сознание	1	1
должно быть	4	1
личной жизни	1	1
бы быть	2	1
не предопределен	2	1
то лишь	1	1
казалось бы	1	1
прежде всего	11	7
героя но	1	1
него как	1	1
своих героев	2	3
принципом видения	1	1
знает и	1	1
литературы в	1	1
же авторской	1	1
сочетается с	4	3
в зависимости	3	3
построения его	1	1
автора в	3	2
достоевского для	1	2
достоевского которые	1	1
у шекспира	1	1
героя и	7	5
не видим	1	1
в результате	3	4
и наконец	1	5
по достоевскому	3	2
к творчеству	1	1
нести в	2	1
перестает быть	3	1
достоевского так	1	1
в письме	1	1
все что	3	3
как вы	2	2
и целостной	1	1
об этом	3	1
он считал	1	1
одного сознания	6	4
в лучшем	1	2
и художественной	1	1
автора по	2	1
леонид гроссман	1	1
а только	2	1
художественный метод	1	2
совпадает с	1	2
значение для	3	1
проникнуть в	1	1
и есть	1	5
самом деле	4	5
братьях карамазовых	2	1
хотя и	2	1
что может	1	2
изображают и	1	1
например в	2	3
форму и	1	1
из подполья	4	11
то же	5	10
к окончательному	1	1
функция этого	1	1
свои мысли	1	1
могло бы	1	1
о достоевском	1	12
