4gram	Losev_DialektikaMifa_partition_part4_wordlist_4gram	Losev_DialektikaMifa_partition_part2_wordlist_4gram
есть метафизическое построение но	1	1
миф не есть бытие	1	1
и творимая вещественная реальность	1	1
бытие идеальное но жизненно	1	1
не есть бытие идеальное	1	1
от обычного хода явлений	1	1
не есть метафизическое построение	1	1
д и т д	2	2
не что иное как	3	8
не в том что	1	4
на самом же деле	1	1
я же утверждаю что	1	1
ни в каком случае	2	1
жизненно ощущаемая и творимая	1	1
категория сознания и бытия	2	1
схема ни аллегория но	1	1
в связи с этим	1	1
по себе не есть	1	1
есть бытие идеальное но	1	1
которые могут быть в	1	1
есть всегда то или	1	2
миф не есть специально	2	1
и т д в	1	1
есть не что иное	2	5
но это значит что	1	1
т д все это	1	1
с точки зрения чисто	1	1
и т д и	2	3
а не только его	1	1
являющаяся в то же	1	1
можно только тогда когда	1	1
как и все на	1	2
миф не есть поэтическое	2	1
и это нисколько не	1	1
есть ни схема ни	1	1
обычного хода явлений и	1	1
ни схема ни аллегория	1	1
той или другой ее	1	1
метафизическое построение но –	1	1
но жизненно ощущаемая и	1	1
необходимая категория сознания и	2	1
миф не есть ни	1	1
в то же время	3	6
одна и та же	4	1
не есть специально религиозное	1	2
миф не есть метафизическое	1	1
идеальное но жизненно ощущаемая	1	1
не есть выдумка или	1	1
всегда то или иное	1	2
уже в предыдущем изложении	1	1
не есть сама личность	2	1
есть специально религиозное создание	1	2
и в то же	1	2
не может быть без	1	2
одних и тех же	1	2
и т д тут	1	2
и это значит что	1	1
ощущаемая и творимая вещественная	1	1
же и вообще искусство	1	1
вовсе не в том	1	2
сознания и бытия вообще	1	1
не говоря уже о	2	3
т д и т	2	2
ни в каком смысле	1	1
она не есть ни	2	1
не есть ни схема	1	1
т е прежде всего	1	1
ни с какой стороны	1	1
диалектически необходимая категория сознания	2	1
и т д все	1	2
с научной точки зрения	1	1
будет содержать в себе	1	1
что одна и та	1	1
выйти за пределы мира	1	2
или по крайней мере	2	3
отрешенной от обычного хода	1	1
личность сама по себе	1	1
не вызывает никаких сомнений	1	1
та или иная степень	1	1
ни аллегория но символ	1	1
и все на свете	2	2
иметь в виду что	2	1
религия не есть ни	1	1
только тогда когда есть	1	1
в себе свою собственную	1	1
в каком смысле не	1	1
не есть поэтическое произведение	2	1
и то и другое	1	1
сама по себе не	2	1
есть выдумка или фикция	1	1
