3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_3gram
это означает что	1	1
приведем еще один	1	1
несмотря на всю	1	1
не только в	2	1
мы имеем и	1	1
в том чтобы	2	1
для того чтобы	3	1
фигурирует в обрядах	1	1
всем афанасьевском сборнике	1	1
о том что	4	3
что наряду с	1	1
друг с другом	2	3
на то что	2	4
вместе с тем	6	2
сад и т	1	1
в этом случае	7	1
должны быть рассмотрены	1	1
с представлением о	2	1
видим что в	1	1
видим в сказке	1	1
и что он	1	1
образом мы видим	1	1
вопрос о том	1	2
неи с этим	1	1
здесь мы имеем	3	2
дело не в	1	1
и тем не	1	2
царстве в некотором	1	1
видим что герой	1	3
рассказывается что герой	1	1
никак не может	1	1
в загробный мир	1	3
здесь мы видим	1	1
в сказке в	3	3
имеется и в	2	1
мы должны прежде	1	1
очень разнообразных формах	1	1
но и здесь	1	1
к сожалению однако	1	2
непременная черта его	1	1
мы видели что	2	2
наряду с этим	2	1
что и в	2	1
д все эти	1	1
как мы увидим	3	2
в зависимости от	1	2
что в обряде	1	1
что для того	1	1
в это время	2	1
не мертвец а	1	1
эти материалы позволяют	1	1
а именно на	1	1
что здесь мы	1	1
выдает себя за	1	1
но и в	2	2
и т д.<неи	2	2
и в сказке	1	1
чтобы попасть в	1	2
по себе но	1	1
на съедение в	1	1
в иной мир.<неи	1	1
же как и	2	1
т д то	1	1
более позднего происхождения	1	1
не мешает ему	1	1
в том что	2	4
в то время	1	3
на основе которого	1	1
материалы показывают что	2	2
тот момент когда	1	1
во время посвящения	2	1
одной стороны и	1	1
эти материалы показывают	1	1
случае мы видим	1	1
а сам герой	1	1
в иное царство	4	4
должны прежде всего	1	1
тем не менее	4	6
в русской сказке	3	2
в таких случаях	2	2
только тем что	1	1
мере того как	1	2
в соответствии с	1	1
наравне со своими	1	1
так же как	3	2
в связи с	4	3
ясно что это	1	1
бы мы не	1	1
иметь в виду	1	1
работ по отдельным	1	1
это не совсем	1	1
мы увидим ниже	3	2
во время обряда	2	1
в тех же	1	1
по отношению к	2	3
с другой стороны	8	5
таким образом в	1	1
нет необходимости приводить	1	1
некоторое время в	1	1
в некотором царстве	1	1
еще ничего не	1	1
в отличие от	1	2
для нас же	1	1
нам нет необходимости	1	1
же относится и	1	1
в подземный мир	1	1
в избушке и	1	1
в современной сказке	1	1
этих народов мы	1	1
в нем и	3	1
за тридевять земель	3	2
неи все эти	1	2
у наиболее примитивных	2	1
все эти материалы	3	1
сказке никогда не	1	1
и многие другие	1	1
но все же	4	3
что в жизни	1	1
в этих случаях	6	2
сказке в шкуру	1	1
к сказке и	1	1
в античности и	1	1
о том чем	1	1
и на них	1	1
в карман не	1	1
в царство мертвых	1	5
но так как	2	1
с одной стороны	7	4
он попадает в	1	2
зашивание в шкуру	3	1
на которой он	1	1
но тем не	1	1
словом в карман	1	1
мы увидим что	1	5
все же и	1	1
может быть рассмотрено	1	1
и требует специального	1	1
в ту же	1	1
точно так же	1	3
уже выше мы	1	1
мы должны будем	1	4
более позднее явление	1	1
своих детей и	1	1
мы увидим это	1	1
мы знаем что	4	1
но уже сейчас	1	1
которые приводят к	1	1
он живет в	2	1
таким образом мы	2	2
мы уже видели	1	1
связь с обрядами	1	1
с самого начала	1	2
это было бы	1	1
что там где	1	1
не будем здесь	2	1
по себе не	1	1
а иногда и	1	1
до сих пор	2	5
постоянная непременная черта	1	1
имеющимся в сказке	1	1
то же что	1	1
если бы мы	2	2
хотя бы в	1	1
часто может быть	1	1
прежде всего мы	1	1
в некотором государстве	1	1
никто не видел	1	1
после того как	3	1
выше мы видели	1	2
но не всегда	1	2
в репертуаре сказки	1	1
существует огромная литература	1	1
за словом в	1	1
в одном случае	1	1
во всем афанасьевском	1	1
это может быть	1	1
из самой сказки	1	1
обряда и мифа	1	1
прежде всего есть	1	1
в тот момент	1	1
в мифе часто	1	1
так много что	1	1
вслед за ней	1	1
то время как	1	3
мы еще не	1	1
по мере того	1	2
мы не будем	2	3
русская сказка и	1	1
примеры показывают как	1	1
и в русской	1	1
подобно тому как	1	1
таких примеров можно	2	1
в американских мифах	1	1
в очень разнообразных	1	1
на курьих ножках	1	5
как уже указано	1	2
не может быть	3	7
его сейчас же	1	1
не в том	1	1
некотором царстве в	1	1
выше указывалось что	1	1
само по себе	1	2
герой попадает в	1	1
не может считаться	1	1
о том как	2	1
иное царство или	1	1
но и для	1	1
и т д	18	22
карман не лезет	1	1
там где уже	2	1
мы видим что	4	8
в желудке чудовища	2	1
зашивает себя в	2	1
эти примеры показывают	1	1
только тогда когда	1	1
в некоторых местах	1	1
т д все	1	3
в иной мир	6	3
не только для	1	1
уже довольно рано	1	1
