3gram	Losev_ProblemaSimvolaiRealistich_partition_part5_wordlist_3gram	Losev_ProblemaSimvolaiRealistich_partition_part2_wordlist_3gram
несмотря на всю	2	1
не только в	2	1
idem per idem	4	1
то ни было	1	1
пока только еще	1	1
можно было бы	2	1
во всяком случае	10	2
также и то	2	2
никак не мог	1	2
для того чтобы	2	2
необходимо сказать что	5	4
о том что	14	9
на то что	4	2
заключение необходимо сказать	1	1
вместе с тем	1	3
и то что	7	3
что иное как	3	3
весьма характерное для	1	1
мы должны сказать	1	1
на самом деле	2	1
все еще не	1	1
в том числе	2	2
между тем как	1	1
и вообще для	1	1
вопрос о том	2	1
нет и речи	1	1
не менее в	1	1
это и есть	2	1
вовсе не для	1	1
и был бы	1	1
как раз и	4	1
и на земле	1	1
потому что они	1	2
ни в какой	1	1
а так как	1	1
никак не может	2	2
а вовсе не	1	1
для себя свой	1	1
не говоря уже	4	1
должны сказать что	1	1
то и другое	1	2
является для нас	1	1
той или иной	1	1
мы могли бы	1	1
одним и тем	1	1
так что в	2	1
и в этом	3	1
от того что	1	1
и в его	1	1
на первый взгляд	1	1
несмотря на то	1	1
говорить не о	1	1
чем иным как	1	2
но и в	3	2
потому что не	1	1
на эту тему	2	1
то обстоятельство что	1	1
с такой точки	1	1
и в частности	3	3
не что иное	3	3
для нас в	1	2
в том что	4	8
в то время	1	3
но это не	1	1
в этом знаке	1	1
не потому что	1	1
одной стороны это	1	1
содержится в этой	1	1
имеется в виду	2	1
конце концов не	1	1
да и то	2	1
можно судить по	1	1
такой точки зрения	1	1
тем не менее	12	5
но даже и	1	2
в связи с	5	7
по крайней мере	6	4
то есть в	2	1
но все еще	1	1
в заключение необходимо	1	1
бы то ни	2	2
с другой стороны	5	5
уже о том	1	1
в голову но	1	1
даже до самого	1	1
связи с этим	2	1
так что нам	1	1
человека но не	1	1
имея в виду	2	1
что и здесь	1	1
даже и вообще	1	1
также и на	1	1
с большим трудом	1	1
мы не могли	1	1
этому поводу необходимо	1	1
и тут же	2	1
в данном случае	5	2
и без всякой	1	1
но все же	1	2
в следующем виде	1	1
то ни стало	1	1
в результате чего	1	2
как и вообще	1	1
нам думается что	1	1
то есть он	1	1
то есть вполне	1	1
не будет ли	1	1
важно то что	1	1
в значительной мере	3	2
тот и другой	1	1
так и в	1	1
можно сказать что	3	3
с одной стороны	5	3
том числе и	2	1
но тем не	1	1
или по крайней	3	1
в то же	4	1
в этом отношении	1	1
только в связи	2	1
на логической ошибке	1	1
точно так же	3	3
только потому что	1	1
самый обыкновенный человек	1	2
как некоторого рода	2	1
что представление о	1	1
который ни в	1	1
данном случае только	1	1
и была целая	1	1
с самого начала	2	1
в самом деле	2	1
был у нас	1	1
что бы то	1	1
до сих пор	4	2
также и в	1	2
здесь вовсе не	1	1
сама по себе	4	1
свидетельствует о том	1	1
в таком случае	10	2
так или иначе	6	1
можно ли в	1	1
то или иное	2	1
хотя бы в	1	1
и тем же	1	1
может быть только	2	3
говоря уже о	4	1
в этом смысле	5	3
только о том	1	1
содержит в себе	2	1
но для нас	1	1
ни о каком	1	1
как будто бы	5	3
том что не	1	1
те или другие	4	1
крайней мере в	2	1
в конце концов	7	6
то время как	1	3
поводу необходимо сказать	1	1
том что и	1	1
то есть только	2	1
никак не могут	1	2
логической ошибке idem	1	1
в настоящее время	16	3
по этому поводу	2	2
во что бы	1	1
мы находили в	1	1
не может быть	3	2
не чем иным	1	2
не то чтобы	1	1
для нас не	1	2
о том как	1	1
и т д	6	1
сказать что он	1	1
насколько можно судить	1	1
ту или иную	1	1
только тогда когда	3	3
желая во что	1	1
а с другой	1	3
ошибке idem per	1	1
имеется еще и	1	1
