3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_3gram
голосов даже в	1	1
и вот все	1	2
уже говорили что	3	1
твердого образа героя	1	1
можно было бы	2	1
для того чтобы	1	1
в той или	4	2
и того же	1	1
иногда до жиль-блаза	1	1
он ни был	1	1
в одном сознании	2	1
слово о слове	1	1
не хочу я	1	1
никогда не является	1	1
нет ни одного	2	2
друг с другом	4	2
о том что	1	3
в высшей степени	3	1
в которой он	1	1
на протяжении всего	4	2
как бы беспрерывно	1	1
но только в	1	1
в этом случае	1	1
как и всегда	1	1
с самим собой	7	1
лицом к лицу	1	1
он уже с	1	1
он как мы	1	1
так чтобы в	1	1
из подполья и	1	1
в большей или	1	1
на самом деле	9	1
в большинстве случаев	2	2
нарочито и подчеркнуто	1	1
слово о себе	4	1
и не хочет	1	1
для правильного понимания	1	2
в последующих произведениях	1	1
в его целом	2	3
что все это	2	1
друг от друга	1	2
в его произведениях	1	1
как раз и	2	1
потому что они	1	2
в каждой мысли	1	1
в себе его	1	1
не скупясь на	1	1
в высшем смысле	1	2
раскольников еще до	1	1
слова то есть	1	1
в братьях карамазовых	3	2
той или иной	4	3
не входит в	1	2
прежде всего в	1	1
записок из подполья	3	1
у достоевского есть	1	1
в каждом слове	2	1
про себя в	1	1
в котором не	1	1
в одном романе	1	1
и позволяет ему	1	1
в свое время	1	2
как мы сейчас	1	1
в чужих устах	2	1
и в этом	2	6
мы можем сказать	2	2
для него значит	1	1
одного и того	1	1
в противоречии с	1	1
в начале романа	1	1
образа героя и	2	1
с таким же	1	1
достоевского вовсе не	1	1
резко отличается от	1	1
и не может	2	2
и сочетается с	1	1
сказать что у	1	1
друг о друге	1	2
по себе но	1	1
в ней в	1	1
в том и	1	1
здесь то есть	1	2
отдельных мыслей и	1	1
смысле и в	1	1
в том что	2	4
и в своей	1	1
в то время	1	1
уже говорили в	1	1
то же время	10	3
в сущности не	2	1
героев переходим к	1	1
бы он ни	1	1
диалогах с порфирием	1	1
мы бы сказали	1	1
у достоевского нет	2	1
тем не менее	1	1
среди них он	1	1
и его слово	1	1
и как бы	1	2
именно потому что	2	1
с ними в	1	1
по крайней мере	1	2
то есть не	1	1
по отношению к	6	8
с другой стороны	3	1
что дело идет	1	1
в отличие от	2	1
поэтому он и	1	1
у него нет	1	2
для себя самого	4	1
помимо его воли	1	1
он не может	3	1
в нем и	1	1
слово о мире	1	2
друг друга но	1	2
может быть вы	1	1
диалог в сущности	1	1
смысле этого слова	2	2
можем сказать что	2	2
отношению к герою	1	3
в данном случае	1	1
героя и его	2	1
но все же	2	2
сознания то есть	1	1
своем смысле и	1	1
не в монологическом	1	1
как мы сказали	1	3
это вовсе не	1	2
я не могу	1	1
или иной степени	2	2
протяжении всего романа	2	2
достоевского переходим к	1	1
можно сказать что	1	2
но не в	1	2
большей или меньшей	1	1
должно отметить что	1	1
из которого мы	1	1
в нем нет	1	1
в обычном смысле	2	1
каждый из них	1	1
не вступает в	1	1
он в сущности	3	1
как и слово	1	2
но тем не	1	1
в то же	10	3
словом о себе	2	1
в этом отношении	1	2
к чужому сознанию	3	1
так же не	1	1
к тому же	3	1
человека с человеком	2	1
из подполья но	1	1
как мы видели	1	3
друг к другу	3	3
не укладывается в	1	1
о себе самом	5	3
дан не в	1	1
и слово о	2	1
вполне понятно что	2	1
человек из подполья	7	2
с самого начала	8	1
это конечно не	1	1
в самом содержании	1	1
рядом с этим	1	1
в самом деле	1	3
входит в его	1	1
человека из подполья	13	1
человек в человеке	1	2
в ослабленной форме	2	1
до сих пор	1	2
сама по себе	1	5
самим собою в	1	1
не только слово	2	1
в произведениях достоевского	2	3
дело в том	1	1
с точки зрения	2	9
в творчестве достоевского	4	1
как бы ни	1	1
то что я	2	1
среди других слов	1	1
мы уже говорили	5	2
в романах достоевского	4	5
но ни один	1	1
что он сам	2	1
сих пор еще	1	1
в этом смысле	3	5
особенно отчетливо и	1	1
почти никогда не	1	1
что у меня	3	1
в мире достоевского	3	2
в чем же	1	2
и в самом	3	2
в бедных людях	1	1
или меньшей степени	1	1
что же касается	1	1
что он не	1	1
же время не	3	1
сознание и в	1	1
и в целом	1	2
точки зрения на	1	1
то все же	2	1
что же это	1	1
как бы в	1	2
с чужим словом	1	1
братьях карамазовых в	1	1
и в других	1	1
с другими людьми	1	1
и в каждом	1	1
к нему все	1	1
что он есть	1	1
герой не может	1	1
но в то	4	3
глубины души человеческой	1	2
слово в них	1	1
в диалогах с	1	1
и голос сони	1	1
в конце концов	3	3
раскрываются только в	1	1
то время как	1	1
но и эта	1	1
с самим собою	7	1
вы говорите что	1	1
что у достоевского	2	1
подобно тому как	2	2
бы они были	1	1
самого начала все	1	1
и идеологической позиции	1	1
установка по отношению	1	1
не может быть	3	6
сухость рассказа иногда	1	1
по ту сторону	1	1
уже с самого	1	1
мыслей и положений	1	1
а прежде всего	1	1
неудавшееся самоубийство ипполита	1	1
то есть человека	1	2
не изображаются они	1	2
каков бы он	1	1
там где он	2	1
а не о	1	1
он и не	2	2
и в том	1	2
с человеком а	1	1
в своем смысле	1	1
себя и своего	2	1
рассказа иногда до	1	1
он как бы	1	1
диалог у достоевского	2	1
в замысле достоевского	1	1
то что он	1	1
как и у	3	1
