3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_3gram
несколько слов о	1	3
ипполита мое необходимое	1	1
при этом каждое	1	1
как мы уже	2	3
можно было бы	2	1
в той или	4	1
во всяком случае	4	1
он ни был	1	1
на протяжении всего	4	1
о том что	1	2
особенно в его	1	1
мы можем сказать	2	1
и то что	1	1
свое последнее слово	1	1
но только в	1	1
от него он	1	1
с самим собой	7	1
создает особый тип	1	1
себя самого в	1	1
в большей или	1	2
в большинстве случаев	2	4
для правильного понимания	1	2
в его целом	2	1
как и в	1	3
сам с собою	1	1
друг от друга	1	1
потому что они	1	1
так и для	1	1
себе самому к	1	1
в этом произведении	1	2
и отчасти к	1	1
к этому мы	1	1
в братьях карамазовых	3	2
может быть и	1	2
той или иной	4	1
прежде всего в	1	1
в своих произведениях	1	1
произведений записки из	1	1
записок из подполья	3	1
и в то	2	2
мы видели что	1	2
записки из подполья	1	2
как и все	2	1
отношение к себе	3	3
последующего творчества достоевского	1	2
чем иным как	1	1
ну и пусть	1	1
во всей своей	1	1
исповедь ипполита мое	1	1
и не может	2	1
мы остановимся только	1	1
всей своей полноте	1	1
вдруг почувствовал что	1	1
в том что	2	3
в нем есть	1	1
отношение к другим	1	1
то же время	10	5
бы он ни	1	1
знает что он	1	1
ли бы я	1	1
лучше всех знает	1	1
тем не менее	1	2
и наконец в	2	2
мое необходимое объяснение	1	1
и прежде всего	4	5
которое совершается в	1	1
именно потому что	2	1
по крайней мере	1	1
по отношению к	6	1
с другой стороны	3	1
что дело идет	1	1
стиль и тон	3	1
в отличие от	2	1
остановимся только на	2	1
а между тем	3	2
записках из подполья	1	1
в нем и	1	1
как и его	1	1
смысле этого слова	2	1
можем сказать что	2	1
этом смысле можно	1	1
в записках из	1	1
самим собою и	1	1
как бы уже	3	1
как мы сказали	1	1
и все его	1	1
я не могу	1	1
так и в	2	2
можно сказать что	1	4
большей или меньшей	1	3
или хотя бы	1	1
или иной форме	2	1
в нем нет	1	3
всех знает что	1	1
он в сущности	3	1
но тем не	1	1
нас прежде всего	1	2
в то же	10	5
в этом отношении	1	1
человека с человеком	2	1
друг к другу	3	1
потому что я	1	1
все это и	1	1
а не в	1	1
и если б	1	3
мне все равно	2	2
и в стиле	1	1
особое место занимает	1	1
но к этому	1	1
с самого начала	8	3
же время как	1	1
это конечно не	1	1
или во всяком	1	1
человека из подполья	13	1
творчестве достоевского в	1	1
до сих пор	1	5
карамазова с чертом	1	2
самим собою в	1	1
говорит о себе	1	1
для всех героев	1	1
в произведениях достоевского	2	1
более и более	1	1
с точки зрения	2	2
в исповеди ставрогина	1	1
в творчестве достоевского	4	5
сохраняется и на	1	1
то что я	2	1
к себе самому	13	6
мы уже говорили	5	2
сих пор еще	1	2
в этом смысле	3	1
именно тем что	2	1
смысле можно сказать	1	1
или меньшей степени	1	2
и в целом	1	1
этом отношении очень	1	1
если б я	2	2
и в последующем	1	1
как и во	1	1
все более и	1	1
глубины души человеческой	1	1
всех героев достоевского	1	1
но в то	4	1
в конце концов	3	1
и в нем	3	1
то же самое	1	1
и на протяжении	1	1
с самим собою	7	4
но не может	1	1
ивана карамазова с	1	2
тут я вдруг	1	1
почти каждый из	1	1
и отчасти с	1	1
не может быть	3	1
не чем иным	1	1
мы не найдем	1	1
то есть все	1	1
к братьям карамазовым	1	1
прежде всего поражает	1	1
себе самому и	5	1
достоевского особенно в	1	1
я не хочу	2	1
с собой он	1	1
