2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_2gram
все же	8	4
его в	4	1
так себе	1	2
времени и	2	2
по другую	1	2
здесь только	1	2
живет только	1	1
голоса голядкина	4	1
и смеялась	1	1
себе не	1	1
в первых	1	2
сплошь да	1	1
впрочем что	1	1
прилично ли	2	1
начиная от	1	1
у фонаря	1	1
всюду где	1	1
о мире	8	1
в значительной	1	1
он теперь	2	1
менее всего	1	1
важное в	1	1
чужая реплика	3	2
слова и	11	7
даже в	5	1
с отношением	1	2
к исключительно	1	1
себя за	2	1
диалога так	1	1
это вовсе	1	2
не хочу	4	1
для другого	2	2
делая его	1	2
и к	12	9
каждый раз	1	1
я вам	5	1
на два	1	3
к другому	16	5
его романе	1	1
но здесь	1	3
чужим человеком	1	2
из главных	1	1
кроме того	1	4
чем у	1	3
как рассказ	1	1
мы здесь	1	2
их сиамских-то?	1	1
голоса в	2	1
замысла но	2	1
его и	3	1
так и	8	4
достоевского это	3	2
сознание и	2	1
в другой	1	1
истории известно	1	1
вовлекается в	1	1
уже давно	1	1
может обойтись	1	1
все произведение	1	1
пожалуй и	1	2
только еще	1	1
эти вопросы	1	1
чужие слова	1	1
мы наблюдаем	1	1
и у	4	1
за пределы	3	5
когда мы	1	1
еще и	1	4
в последнем	2	1
тон и	4	3
на свой	1	6
последнее слово	4	1
от чужого	4	1
то что	10	4
до крайности	2	1
но как	4	1
не как	3	3
и великие	2	2
как слово	1	2
двойника то	1	1
слове другого	2	1
никак не	1	3
и странность	1	1
не укладывается	1	1
этот другой	1	1
люди подчас	1	1
чужих слов	1	4
последнего слова	1	1
каждом своем	1	1
ответа и	1	2
в эти	2	1
все его	4	1
в одном	6	11
и содержательно	1	1
в свою	1	1
тому же	3	1
или поздно	1	1
или на	1	1
мы обратимся	1	1
в высшей	3	1
к речи	1	1
той же	2	3
же есть	1	1
самосознание героя	1	1
от себя	5	1
в обычном	2	1
та же	4	1
к которому	1	1
если бы	1	3
связи с	1	1
ни в	2	6
сиамских-то? положим	1	1
вот вы	1	1
героя к	2	1
к одному	3	6
что в	6	4
как не	1	1
слова о	4	1
речь героя	3	2
бы сказали	1	1
углубленной форме	1	1
ивана карамазова	4	1
слово но	1	2
а у	1	1
голосов не	1	1
это дано	2	1
только пусть	1	1
ибо и	2	1
друг от	1	1
так я	1	2
а как	2	2
однако в	2	1
чужие реплики	2	1
в своей	4	3
как раз	4	7
что их	1	1
после каждого	1	1
полемики с	1	1
друг с	4	5
все в	1	2
макара девушкина	1	6
на чужое	2	11
со словом	3	2
с его	7	5
с сестрой	1	1
двумя пределами	2	1
этих двух	2	4
освободиться от	1	1
этом случае	1	1
все более	1	1
бы и	2	2
в той	4	3
карамазову в	1	1
очень часто	2	4
знают и	2	1
и что	6	3
оглядкой и	1	1
голос другого	1	1
и все	15	9
сливается с	4	1
на этот	2	2
что достоевский	1	1
уж не	2	1
нам кажется	1	5
они все	1	1
слова он	1	1
всем этим	2	1
что на	2	1
ты не	1	1
себя и	8	3
чужому слову	1	9
после того	1	1
героя начинает	1	1
ему и	1	1
самому другого	1	1
этого он	1	1
него в	1	3
в них	4	1
кажется что	2	3
не бывает	1	1
и весь	1	1
в роман	2	1
эта особенность	2	1
в замысле	1	1
слова его	2	1
может стать	1	2
на одном	1	1
да так	1	1
образом как	1	1
те же	2	2
между этими	1	3
и так	4	2
речи героя	2	2
что все	2	1
не может	18	19
что же?	1	1
остановимся еще	1	1
которого мы	1	1
в чужих	2	1
из которого	1	1
там где	7	2
литературная пародия	1	1
его о	1	1
функции в	1	1
к внутренней	1	2
то есть	16	40
тему о	2	2
здесь еще	2	1
сказать что	3	2
на тему	2	1
слово это	1	1
вместе с	2	2
ней в	1	1
он должен	1	1
он ничего	2	2
сознания и	4	2
братьев карамазовых	2	1
это ничего	1	2
что говорит	1	1
моментом которого	1	1
издевательства и	1	1
сказать о	1	1
в рассказах	1	1
в братьях	3	2
мы знаем	2	1
себя как	3	3
в том	5	9
я ведь	4	4
рассказ и	1	2
в его	21	9
все равно	2	2
его уже	1	1
даже из	1	1
от времени	1	1
и т.п	6	14
девушкина но	1	1
диалога но	1	1
даны в	1	3
что герои	1	1
разобранные нами	1	3
разыгрывает роль	1	1
слово представляется	1	1
мы бы	1	1
и другим	1	1
не входит	1	2
в диалоге	3	3
приводит к	2	4
в последней	1	1
о том	2	5
между тем	4	2
протокольное слово	1	1
во всякой	1	1
совершается в	1	1
нами отрывке	1	2
отношение к	6	3
нет к	1	1
но полифония	1	1
речи как	1	2
достоевского он	1	1
вы меня	1	1
к читателю	1	1
с выражением	1	1
и рогожина	1	1
в виду	3	4
бы с	2	1
достоевского его	1	1
еще в	4	1
да и	5	4
ну да	2	4
отношений к	1	1
которых он	1	1
этого места	1	1
большинстве случаев	2	8
мире достоевского	3	2
к самому	5	2
монологическое слово	1	1
слово слово	2	3
чудо и	1	1
бы ему	1	1
с порфирием	1	1
нового принципа	1	1
характерный для	1	1
внутренняя полемика	1	1
в некоторых	1	1
как мы	8	12
так чтобы	4	3
уже после	1	3
чужой голос	6	2
может быть	14	23
не должен	1	1
тон рассказа	1	1
и его	14	6
известно что	1	1
в одной	3	2
себе его	1	1
это я	3	1
правда в	1	3
чужой реплики	2	2
реальное слово	1	1
почти нет	1	2
