3gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_3gram
как это ни	1	1
возникает на основе	1	2
перед нами в	1	1
детской мысли как	1	1
мы говорили выше	1	1
мы будем иметь	2	1
не могут быть	1	2
уже в первой	1	1
то что с	2	1
как мы уже	3	3
всей теории пиаже	1	1
том что мышление	1	1
ответа на вопрос	1	1
можно было бы	5	5
то ни было	1	1
для того чтобы	10	5
даже в том	1	1
во всяком случае	6	3
особенности детского мышления	3	1
в мышлении взрослого	1	4
в том чтобы	4	2
не может не	1	2
развития ребенка с	1	1
в современной психологии	1	1
доказательство того что	1	1
верно и то	1	1
пример того что	1	1
мы можем противопоставить	1	1
на то что	6	4
друг с другом	2	7
с помощью которых	1	1
в высшей степени	7	2
мы видим в	2	2
и то что	1	4
о том что	4	3
детского мышления в	4	1
не только то	1	1
приходит к выводу	1	1
на каждом шагу	1	6
на первый план	1	4
видели что эта	1	1
на самом деле	2	1
в том числе	3	2
вопрос о том	2	1
не только не	1	5
умственного развития ребенка	1	6
мышления в частности	1	1
как и в	1	1
в интересующей нас	1	1
друг от друга	2	1
которые устанавливаются между	1	1
место во всей	1	1
с помощью которого	2	2
его к тому	1	1
отношении интересующей нас	1	1
в мышлении ребенка	1	6
говорит он что	1	1
двух совершенно различных	1	1
то и другое	1	1
в процессе своего	1	1
мышления в понятиях	1	5
могли бы сформулировать	1	1
что в истории	1	1
не входит в	1	1
свойственные детской мысли	1	1
мы видели что	3	2
мы могли бы	4	9
этой точки зрения	1	4
сказать что при	1	1
бы мы хотели	1	1
в свое время	1	2
ребенка не может	1	1
могли бы выдвинуть	1	3
развития детского мышления	7	10
в зависимости от	6	1
тот факт что	1	1
едва ли может	1	1
представляет собой не	1	1
в том смысле	1	2
на том что	2	1
здесь на каждом	1	1
ребенка и с	1	1
ситуации в которой	1	1
пиаже говорит что	1	1
совершенно понятно что	1	1
по этому вопросу	1	1
то обстоятельство что	1	3
чрезвычайно близкое к	1	1
и во всей	1	1
уже говорили выше	1	2
по сравнению с	5	3
и в частности	1	1
при этом он	1	1
когда мы говорим	1	1
у животных и	2	1
данном случае не	1	2
ребенка пиаже устанавливает	1	1
качестве орудия для	1	1
процесса развития детского	1	1
в том что	21	31
мы не станем	2	1
мышлении взрослого человека	1	4
лежит в основе	3	1
и т.п но	1	1
совпадают в своем	1	1
к выводу что	1	2
как мы постараемся	1	1
в развитии ребенка	3	1
одной стороны и	2	2
ступень в развитии	3	3
что эта теория	1	1
но мы видели	1	1
в качестве орудия	1	1
с таким образом	3	3
но на самом	1	1
но вместе с	1	2
так же как	1	5
в связи с	6	3
что в мышлении	1	1
в том же	2	1
бы то ни	1	1
по отношению к	5	1
указывают на то	1	1
с другой стороны	1	8
и второй корень	1	1
раньше чем он	1	1
что нам известно	4	1
в отличие от	3	2
не имеет никакого	1	1
того что ребенок	2	1
в процессе развития	5	1
появляется у ребенка	1	1
просто потому что	1	1
самом деле если	1	1
мы видели выше	1	1
не больше чем	1	1
теоретическом и практическом	1	1
в понятиях но	1	1
на всем протяжении	2	2
оказывается в высшей	1	1
смысле этого слова	3	7
этого слова а	1	1
развитии детского мышления	5	8
том что он	1	1
в целом мы	1	2
в приведенном выше	1	1
мы старались показать	2	1
благодаря тому что	1	1
мышления и речи	9	1
тому же самому	1	1
не имеют ничего	1	1
в данном случае	3	2
точки зрения нашей	1	1
в следующем виде	2	2
мы видим таким	1	4
в истинном смысле	2	1
нам думается что	2	1
ребенка заключается в	1	1
процесса развития в	1	1
не отличается от	1	1
между словом и	1	2
он говорит что	1	1
как уже сказано	2	4
о своих опытах	1	1
происходит по нашему	1	1
обе эти формы	1	1
но так как	1	2
в такой же	1	1
можно сказать что	1	1
положения для того	1	1
с одной стороны	7	9
не связана с	1	1
том числе и	3	2
детского мышления и	1	4
и тот же	1	7
мы увидим что	2	1
вместо того чтобы	1	1
в этом отношении	3	7
собственном смысле слова	3	1
сомневаться в том	1	1
к тому же	1	1
но что он	1	1
бы сказать что	1	3
и только в	1	2
том что ребенок	3	3
точно так же	1	3
друг к другу	1	1
как мы видели	1	2
детского мышления как	2	1
во всей теории	1	1
слова детской речи	1	1
и т.д и	2	1
в собственном смысле	3	7
том смысле что	1	1
в своем исследовании	1	1
с самого начала	1	1
друг друга при	1	1
в действительной жизни	1	1
в самом деле	4	6
на этот раз	1	1
келера как известно	1	1
включающий в себя	1	1
той и другой	2	1
с тем что	1	3
по себе не	1	1
до сих пор	1	1
речи и мышления	3	1
что если мы	1	1
том что перед	1	1
интересующей нас проблемы	1	2
ничего общего с	1	1
шаг за шагом	1	1
на вопрос о	2	1
то же что	1	1
приводит автора к	1	1
как вместе с	1	1
если бы мы	2	1
том что в	2	1
в первой стадии	1	1
более и более	1	2
с точки зрения	18	11
нечто чрезвычайно близкое	1	1
с логической неизбежностью	2	1
так как он	1	1
речь идет о	2	3
первых детских слов	1	1
мы уже говорили	3	2
возникает тогда когда	1	1
впадает в противоречие	1	1
заключающийся в том	2	1
вывод заключающийся в	1	1
в этом смысле	2	8
видим таким образом	1	4
было бы назвать	1	2
генетического значения этой	1	1
для обозначения и	1	1
после того как	1	1
в настоящей книге	1	1
если бы он	1	1
один и тот	1	7
в сущности говоря	1	1
если мы обратимся	1	5
с психологической стороны	1	2
что он не	2	1
что в этом	1	1
в самой природе	1	1
в развитии детского	5	9
с генетической точки	1	1
социализации детской мысли	1	1
примитивного человека и	1	1
пиаже все же	1	1
мы постараемся показать	1	1
как и во	1	1
и со стороны	1	1
все более и	1	2
детского мышления которая	1	2
истинном смысле этого	3	1
тех отношений которые	1	1
только в том	1	2
том случае если	1	1
друг на друга	1	5
не опирается на	1	1
того же самого	1	2
момент заключается в	1	1
по своей природе	1	1
смысле что они	1	1
то же самое	2	7
возникает в процессе	2	1
нас интересует в	1	1
между ребенком и	1	2
имеет в виду	1	1
современной детской психологии	1	1
подобно тому как	2	2
мы обратимся к	1	4
в истории развития	2	7
а отнюдь не	1	1
указывает на то	1	1
как если бы	1	1
оно вообще не	1	1
он приходит к	1	1
не может быть	6	1
о которых говорит	2	1
указанием на то	1	1
в целом и	1	2
само по себе	2	1
в том случае	1	1
ибо как мы	1	1
к которому он	1	1
являются как бы	1	1
а затем уже	1	1
состоит в том	3	3
он заключается в	1	1
от того же	1	1
о том как	1	1
и тогда когда	1	2
генетической точки зрения	1	1
с и сл	1	1
теории пиаже и	1	1
говорит что в	1	1
имеют ничего общего	1	1
заключается в том	7	14
что с точки	1	1
как у ребенка	1	1
только тогда когда	2	1
говорили что в	1	1
по нашему мнению	1	2
и тем самым	1	4
в развитии мышления	4	1
интересует в данном	1	1
а с другой	4	2
в отношении интересующей	1	1
в целом но	2	1
только то что	1	1
фазу в развитии	4	1
и мышление в	1	1
то что в	1	1
