3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_3gram
очень хорошо и	1	1
нет и не	1	2
при этом каждое	1	1
у вольтера и	1	1
но при этом	1	1
характерна для достоевского	1	1
как мы уже	3	2
типа а не	1	1
значение для понимания	1	1
можно было бы	1	2
в той или	1	1
во всяком случае	1	1
может быть еще	1	1
иногда же она	1	1
бытия и рассудка	1	1
отношение к слову	1	1
о том что	2	2
жанровой сущности произведение	1	1
в кости в	1	1
он дан в	1	1
амбивалентный карнавальный смех	1	2
но только в	1	1
с самим собой	1	2
и через законы	1	1
в большей или	2	2
в большинстве случаев	4	8
вольтера и дидро	2	1
разными углами зрения	1	1
в карнавальную площадь	1	1
в том числе	11	4
как и в	3	3
источником карнавализации для	2	1
становятся все более	1	1
они играют в	1	1
таким образом и	1	1
друг от друга	1	1
еще раз подчеркнуть	1	1
в светской гостиной	1	1
более или менее	3	3
останавливаешься лишь на	1	1
место в жизни	1	1
в этом произведении	2	1
линии развития европейской	1	1
последней авторской позиции	1	1
в братьях карамазовых	2	2
где совершается кризис	1	1
хвалы и брани	1	1
и рассудка и	1	1
существенное влияние на	1	1
очень важное место	1	1
той или иной	1	2
прежде всего в	1	1
может быть и	2	1
и в то	2	1
на самом же	1	1
со смертью и	1	1
как и все	1	4
превращается в карнавальную	1	1
которая до сих	1	1
следует отметить что	1	1
но и она	1	1
даже и не	2	1
но и в	1	2
и так сказать	1	1
друг в друга	1	1
том что все	1	1
застыть в односторонней	1	1
рассудка и останавливаешься	1	1
лишь на точках	1	1
и не может	1	7
по сравнению с	4	1
из обычной жизненной	1	1
в какой-то мере	4	1
на этой почве	1	1
себе оба полюса	1	1
о которых грезит	1	1
тон и стиль	1	1
в том что	3	2
не хочу и	1	1
может быть даже	1	1
и во многих	1	1
на точках о	1	1
и не о	1	1
то же время	5	5
которых грезит сердце	1	1
хотя и не	1	2
в широком смысле	1	1
как своего рода	1	1
проявляется прежде всего	1	1
и наконец в	2	1
выраженный карнавальный характер	1	1
и застыть в	1	1
в связи с	1	1
через законы бытия	1	1
его жизнь в	1	1
под разными углами	1	1
то есть в	2	4
как мы видим	1	1
по отношению к	1	5
с другой стороны	1	3
на пороге у	1	1
стиль и тон	1	1
сне смешного человека	5	1
в отличие от	1	3
а между тем	2	1
шекспира и сервантеса	1	1
остановимся на некоторых	1	1
к биллиону лет	1	1
то есть авторского	1	1
которую они играют	1	1
скандалов и развенчаний	1	1
достаточно сравнить например	1	1
смешного человека эта	1	1
мы находим в	1	2
большой внешней наглядностью	1	1
преступлении и наказании	2	2
ярко выраженный карнавальный	1	1
средние века и	2	1
время и через	1	1
в себе оба	1	1
в той же	1	1
в котором он	1	1
и в эпоху	1	1
в литературе эпохи	1	1
как мы сказали	1	3
так и в	2	1
все творчество достоевского	1	1
можно сказать что	4	2
пространство и время	1	1
эта тема в	1	1
органически сочетаются с	1	1
большей или меньшей	3	2
и во всех	3	1
в эпоху возрождения	5	1
условиях и в	1	1
том числе и	10	3
перескакиваешь через пространство	1	1
карнавализации у достоевского	1	1
в то же	5	5
по своей жанровой	1	1
в известной мере	2	1
человека с человеком	1	1
через пространство и	1	1
точках о которых	1	1
сущности произведение это	1	1
и вообще всех	1	1
и т.п с	1	1
мы говорим здесь	1	1
и время и	1	1
в собственном смысле	2	1
с самого начала	3	1
и скрытой полемикой	1	1
и до сих	1	2
это конечно не	1	1
мы здесь конечно	1	1
скрытой полемики с	1	1
до сих пор	5	8
также и в	1	1
слово языка а	1	1
в процессе его	1	1
в преступлении и	2	2
всего его творчества	1	2
так или иначе	1	1
в односторонней серьезности	1	1
в произведениях достоевского	1	2
законы бытия и	1	1
в сократическом диалоге	6	1
с точки зрения	2	9
к себе самому	6	3
и xix веков	2	1
сих пор почти	1	1
и т.п все	1	1
в этом смысле	1	2
обычной жизненной колеи	1	1
античности в средние	1	1
после того как	1	1
или меньшей степени	2	2
достоевского начиная с	1	1
пороге у дверей	1	1
в обычной жизни	1	1
у достоевского и	1	1
если только они	1	1
является одним из	1	1
жизненных положений и	1	1
xviii и xix	2	1
сон смешного человека	6	1
мы можем говорить	1	1
на пороге в	3	2
ровно ничего не	1	1
но в то	1	2
или на площади	1	1
по своей природе	1	2
одним из главных	1	1
в конце концов	1	1
и в нем	1	1
и в конце	1	1
здесь перед нами	1	1
с самим собою	4	3
мы не будем	1	1
литературе эпохи возрождения	1	2
в сознании и	1	1
и даже не	1	1
в сне смешного	5	1
конечно далеко не	1	1
у достоевского почти	1	1
пафосом смен и	1	1
не может быть	1	8
самом же деле	1	1
а может быть	1	1
и останавливаешься лишь	1	1
смен и перемен	1	1
с большой внешней	2	1
со всеми ее	1	1
то есть из	1	1
и под разными	3	1
внешней и внутренней	1	1
своей жанровой сущности	1	1
на этом мы	1	2
проявляется и в	2	1
во всех его	1	2
в средние века	10	1
в каждой детали	1	1
в карнавализованной литературе	1	3
в античности в	1	1
времени и пространства	1	1
в xix веке	1	1
последних мгновений сознания	1	1
им и не	1	1
мы говорили в	1	1
в каждом из	3	1
