2gram	Vygotskiy_Psychologia_partition_part3_wordlist_2gram	Vygotskiy_Psychologia_partition_part2_wordlist_2gram
во сне	2	1
мы опять	2	1
все же	4	8
его в	1	3
которые заставляют	1	1
в область	1	1
волка и	1	1
это совершенно	2	1
все дело	1	1
самой природе	1	1
к фабуле	1	1
из приемов	1	1
не ту	1	1
так например	1	2
раз противоположный	1	1
от действительности	1	1
не следует	1	1
том и	2	2
в одну	1	1
своих собственных	1	1
лессинг считает	1	1
басне о	1	4
станем разбираться	1	1
рассказа он	1	2
подобно тому	2	1
басенного сюжета	1	1
в собственном	1	1
и каждый	1	1
на основании	1	1
и вместо	1	1
человеке и	1	2
это утверждение	1	1
мы имеем	4	1
и к	3	3
каждый раз	1	1
и оно	1	1
нее в	1	2
с он	2	1
остается без	1	1
независимо от	1	1
того и	2	1
которое он	3	1
кроме того	1	1
лессинга и	3	2
прямо говорит	2	1
что при	9	1
иначе как	1	2
у всех	2	4
развитию и	1	1
создан его	1	1
имеет два	1	1
нашего исследования	1	1
сюжета который	1	1
так и	3	1
том виде	3	1
в другой	1	1
дело идет	1	1
они дают	1	1
частный случай	2	1
и т	10	14
как нельзя	2	1
при таком	4	2
действующие лица	1	1
басню он	1	1
когда мы	2	2
и у	2	1
один и	1	1
у них	2	2
что басня	11	15
тем самым	1	1
построения басни	3	4
самому существу	1	1
то что	21	35
но как	3	2
собой напрашивается	2	1
не как	3	1
отражение в	1	1
о собаке	2	1
никак не	4	7
чтобы у	1	1
бы это	1	1
имеет в	1	1
наряду с	4	3
согласии с	3	1
свое отражение	1	1
в одном	2	8
в свою	3	4
тот факт	1	1
идет не	2	1
тому же	1	1
в высшей	1	1
подходят к	1	1
несмотря на	4	5
той же	8	2
басни а	1	1
поэтической басни	3	6
если бы	6	14
та же	3	3
иначе говоря	4	5
к которому	2	1
нет никакого	1	2
мы получим	2	1
в сборнике	2	3
заключенное в	1	1
же точно	10	2
уже как	1	2
ни в	2	3
знаменитой басне	1	1
из двух	1	3
и которые	2	3
этом совершенно	1	1
и той	4	2
то время	3	2
как не	2	1
он с	2	1
басня потеряла	1	1
совершенно очевидно	1	1
что в	20	20
имеет никакого	1	3
до наших	1	1
который создан	1	1
однако в	1	1
двух противоположных	1	5
а у	1	2
принадлежат к	2	1
но совершенно	3	1
за ним	1	1
рассказу и	1	2
в своей	3	5
который говорит	1	2
как раз	5	8
или же	3	1
но если	1	4
сказал бы	1	1
же самая	1	2
в основе	11	3
напротив того	1	6
очень легко	1	4
с его	2	1
с нашими	1	1
чтобы при	1	1
этих двух	2	1
и прозаической	3	3
как только	2	3
из ее	1	1
и больше	1	2
бы если	1	1
что она	16	16
в той	1	5
все более	2	2
было совершенно	1	1
тогда мы	1	1
чем острее	1	1
зависимости от	1	1
и что	22	18
басни от	1	1
что если	6	4
направлениях и	1	1
эти три	1	1
и все	4	10
страстей но	1	1
мы говорим	1	1
у лафонтена	1	6
или менее	1	1
которое мы	1	3
и отношений	3	1
указать на	1	3
и заключается	3	1
бы мы	1	1
то для	1	1
для лессинга	1	1
что на	4	1
две психологические	1	1
и о	1	3
мысль надо	1	1
причину этого	1	1
жизни и	4	1
а много	1	1
в поэме	1	3
себя и	1	1
с законами	1	1
из которых	2	4
и эстетики	1	1
сейчас же	5	1
что эта	1	4
в них	2	3
как образец	1	1
только не	1	1
место в	2	3
не зависит	1	1
не хотели	1	1
для понимания	1	1
на деле	8	4
этому поводу	1	1
не есть	1	1
гораздо большей	1	1
те же	6	1
и так	3	1
не то	1	4
действия и	2	2
это то	2	1
тех случаев	1	1
что все	9	3
понятно что	2	1
не может	17	7
кто из	1	1
это имеет	1	2
в несколько	1	1
из которого	4	1
там где	2	6
сказать что	7	4
мы видели	1	6
то есть	21	15
отнюдь не	5	2
того или	3	1
свою басню	1	2
вместе с	2	5
кажется лессингу	1	1
видим перед	1	1
склонен думать	1	1
отнять у	1	1
картины или	1	1
в том	37	25
мы знаем	7	1
из своей	1	2
можем мы	1	2
время с	1	1
в его	2	5
басня и	2	2
в нас	3	4
на две	1	1
даны в	2	1
он ссылается	1	1
она может	1	3
при построении	2	1
и может	1	2
с конца	1	1
из всего	1	2
басен крылова	1	1
о том	6	6
между тем	4	7
отношение к	2	1
если вы	1	1
узнать что	1	1
утверждая что	1	1
противоречие с	2	2
можно не	1	1
с вот	2	1
на вопрос	2	1
отказаться от	3	1
и обойтись	1	1
в виду	3	4
на то	11	16
который мы	1	3
при такой	1	2
умели пользоваться	1	1
в самой	2	4
что употребление	1	1
есть только	5	2
утверждал что	1	1
все было	1	1
его словам	1	2
в некоторых	1	1
быть не	1	2
поэтическую басню	1	7
мы приглядимся	1	1
главным образом	3	3
как мы	1	7
так чтобы	1	1
от своего	1	2
заключает в	2	1
к которым	3	5
относится к	3	1
возможных применений	1	1
тот самый	2	1
чтобы этот	1	1
может быть	18	19
он рассказывает	1	1
и его	7	6
на нет	1	1
то в	1	1
совершенно разное	1	1
совершенно откровенно	1	1
для потебни	1	1
в поэтическом	2	1
у читателя	1	3
с таким	8	1
однако мы	1	3
все больше	1	2
что как	1	3
я здесь	1	1
основе своей	1	1
сколько раз	1	1
эту мысль	1	1
были бы	3	3
