3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_3gram
это означает что	1	1
объявляет всенародный клич	1	1
не только в	1	5
приведем еще один	1	1
и что здесь	1	1
вопрос о связи	1	1
все же еще	1	1
при всем их	1	1
сюжет о человеке	1	1
до xix века	1	1
то ни было	2	1
можно было бы	3	1
это представление имеется	1	1
то что она	1	1
в том чтобы	1	2
тридевять земель в	1	4
о том что	3	5
вместе с тем	2	1
еще не все	1	3
по небу и	1	1
в этом случае	1	1
должны быть рассмотрены	1	1
в большинстве случаев	4	1
и что он	1	1
образом мы видим	1	2
до наших дней	1	1
русская сказка дает	1	1
но все это	1	1
вопрос о том	2	1
царь объявляет всенародный	1	1
он отправляется в	1	1
здесь мы имеем	2	2
дело не в	1	3
ответ на этот	1	1
таким образом и	1	1
вплоть до xix	1	1
сих пор мы	2	1
а так как	1	1
более или менее	5	1
никак не может	1	1
в мифе о	1	1
здесь мы видим	1	1
в сказке в	3	1
требует чтобы герой	1	1
и она не	1	1
в иных случаях	1	1
д т е	1	1
мы видели что	2	1
что и в	1	2
же еще не	1	1
как мы увидим	2	1
в этом дворце	1	1
но надо сказать	1	1
к тому что	1	1
в зависимости от	2	1
начинается с того	2	3
в тридесятое царство	1	3
неи таких примеров	1	1
первый взгляд не	1	1
на первый взгляд	2	4
но и в	2	2
ответить на вопрос	1	1
вызывает мысль о	1	1
и в сказке	1	6
об этом же	1	1
как историческое явление	1	1
поставить вопрос о	1	1
в тридесятом царстве	1	3
при вступлении в	1	1
же как и	1	1
того что царь	1	1
т д то	1	1
но он не	1	1
оно имеется уже	1	1
здесь можно усмотреть	1	1
в иной мир.<неи	1	1
это не так	1	1
в том что	4	4
в то время	3	2
отсюда видно что	1	3
может быть названо	1	1
не в целях	1	1
материалы показывают что	2	2
мы хотели бы	1	1
иногда начинается с	1	1
оно может быть	2	1
во время посвящения	1	2
эти материалы показывают	1	2
и т п	1	1
в иное царство	4	1
вступления в брак	1	1
тем не менее	6	4
в русской сказке	2	5
в таких случаях	2	1
мере того как	2	1
так же как	2	4
в связи с	3	1
нас не существенно	1	1
вместе с героем	1	1
это не совсем	1	1
мы увидим ниже	2	1
что они не	1	1
бы то ни	2	1
что же получилось?	1	1
по отношению к	3	1
с другой стороны	5	8
что сказка сохранила	3	2
что герой получает	1	1
в некотором царстве	1	1
и когда он	2	1
может быть понят	1	2
по его мнению	1	1
в современной сказке	1	1
этим создается почва	1	1
сказка начинается с	1	2
в нем и	1	1
за тридевять земель	2	5
что сказка здесь	1	1
и смысл этого	1	1
неи здесь мы	1	1
те же представления	1	1
в сказке как	1	2
то и здесь	2	1
посмотрим какую картину	1	1
в исторической действительности	6	1
но все же	3	2
раскроются перед нами	1	1
она никогда не	1	1
в этих случаях	2	10
земель в тридесятом	1	1
и в особенности	1	1
происходит в мифе	1	1
но так как	1	1
о том чтобы	1	1
с одной стороны	4	4
не всегда сразу	1	1
на которой он	1	1
в этой связи	1	1
но тем не	1	2
и тот же	2	1
мы увидим что	5	2
все же не	2	1
видим что сказка	1	1
берет с собой	1	1
точно так же	3	2
уже выше мы	1	1
мы знаем что	1	1
в любой момент	1	1
в другом месте	1	1
не представляют собой	1	1
таким образом мы	2	2
приводит нас к	1	1
не так часто	1	1
в русских сказках	1	2
волшебного помощника и	1	1
до сих пор	5	2
а иногда и	1	1
что во всех	1	1
то же что	1	2
в родовое объединение	1	2
отношению к сказке	1	1
т е если	1	1
по таким например	1	1
а именно в	1	1
другой же стороны	1	1
т д т	1	1
мы не можем	2	2
в чистом виде	2	1
и что это	1	1
после того как	1	2
т е с	1	1
один и тот	2	1
выше мы видели	2	1
создается почва для	1	1
на этот вопрос	2	2
образом и здесь	1	1
представлений о смерти	3	1
мы должны считать	1	1
не совсем так	1	1
друг на друга	1	1
мотив не может	1	1
то же самое	3	1
то время как	3	2
все дело в	1	1
с особой ясностью	1	1
и в конце	1	1
легко может быть	1	1
по мере того	2	1
и посмотрим какую	1	1
возможно что здесь	1	1
трудные задачи и	1	1
и в русской	1	2
в американских мифах	1	1
формы должны быть	1	1
между сказкой и	5	1
не может быть	7	3
для нас не	2	1
и здесь можно	1	1
выше указывалось что	1	1
исторической действительности это	3	1
героя но в	1	1
герой попадает в	1	1
в сказке оно	1	1
не только на	1	1
в сказке это	1	1
имеется очень много	1	1
и т д	22	16
сказка здесь отражает	1	1
о том как	1	1
мы видим что	8	3
эти примеры показывают	1	1
с другой же	1	1
с того что	3	3
в иной мир	3	1
все это не	1	1
что в сказке	2	2
надо сказать что	3	1
то что в	2	3
