2gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_2gram
все же	3	6
ко всей	2	1
дело происходит	1	1
что развитие	1	3
связанных между	1	1
что тип	1	1
в развитии	12	24
кроме того	1	1
мышлением и	3	1
иначе как	1	1
к внешней	1	2
нашего исследования	8	1
отнести к	1	1
к проблеме	2	2
ключом к	2	1
не является	9	8
и у	1	6
в известном	2	4
то что	17	15
основной вывод	1	5
своих исследованиях	1	1
наряду с	1	3
все его	1	1
на отдельные	3	1
несмотря на	2	1
мышления и	40	23
связи с	3	9
между собой	5	13
и той	2	2
чрезвычайно существенным	1	1
то время	5	4
речи к	1	1
психологической природы	4	2
проблемой мышления	1	1
на первый	2	2
все более	3	2
этом мы	1	1
возраста и	1	3
мы скажем	1	1
и речи	38	20
что внутренняя	1	1
мышления которые	3	3
из которых	3	5
этих последних	1	2
действия и	2	1
могут быть	3	5
из которого	1	1
связано с	2	1
себя уже	1	2
точно и	2	1
в его	14	15
и другим	2	1
животных форм	1	1
который мы	2	2
другом месте	6	1
еще в	1	2
во всей	4	1
функциональной и	1	1
развития детского	2	2
противоречие между	1	1
к которым	1	4
по мере	4	1
не можем	1	3
так мы	1	2
внутренняя речь	4	5
речью в	2	1
вовсе не	3	1
полагать что	1	1
между двумя	2	2
здесь нет	1	1
за собой	2	1
образом что	3	2
своей функции	1	1
бы в	5	2
в мышлении	1	11
собой по	1	1
от речи	2	3
сравнению с	5	3
ему не	1	1
а вместе	1	1
уже сказано	6	5
степени важное	1	1
связаны между	1	1
как говорит	2	5
относительно поздно	1	3
является еще	1	1
вывод который	1	1
другой стороны	9	3
отношению к	7	2
к выводу	4	2
то и	3	4
к этому	4	3
этого говорят	1	1
но для	1	1
характера мы	1	1
и не	9	10
со всеми	2	6
выше мы	1	1
таким образом	26	17
по своему	1	11
и речью	2	1
связанные с	1	2
тогда когда	3	4
сравнению со	1	1
тем что	6	8
чтобы убедиться	2	1
и мышления	11	2
результате чего	1	1
смысле этого	3	4
ребенка раннего	1	4
все эти	4	7
вот что	1	1
эту пору	1	2
для всего	1	2
в данном	2	1
мышления а	1	2
значительной степени	2	1
целого ряда	1	1
с самого	8	6
мы находим	3	1
что является	2	2
основе этого	1	2
в ход	1	4
на его	1	2
как известно	3	3
возникает то	1	1
образование понятий	1	6
перед нами	5	10
как если	2	1
говорили выше	2	2
общего закона	1	1
словом как	1	2
до конца	1	1
отличается от	1	3
задачи не	1	1
и эти	2	2
исследование в	1	1
человеческой речи	8	1
в изучении	2	2
целым рядом	1	2
исследования он	1	1
форму мышления	1	1
этого мало	1	1
существенным для	1	2
сложное целое	1	1
их помощью	1	1
исследование показало	2	1
слов и	1	5
своей природе	2	1
мышлению как	1	1
как ни	1	1
и отношение	2	2
от низших	1	1
в поведении	3	5
с первого	1	1
в своем	3	4
одного из	3	2
станем останавливаться	1	1
к области	1	2
эгоцентрическая речь	19	4
это является	1	1
свете новых	1	1
за простой	1	1
речи с	2	1
в психологии	10	1
детского мышления	34	8
как и	14	15
собой в	1	1
с такой	2	1
т.е обобщение	1	2
на котором	1	2
значения слов	1	5
на относительно	1	1
поэтому в	2	2
и в	23	25
задачи возникающей	1	1
последнего времени	1	1
но не	4	6
развитии детской	1	1
что значение	1	1
или к	1	1
по существу	4	1
если попытаться	1	1
и структурной	1	1
этой цепи	1	1
образованию понятий	1	6
что каждое	1	1
который не	1	1
с этим	6	4
ступенью в	1	2
своей деятельности	1	1
самое существенное	1	1
весь процесс	1	6
когда он	2	3
сходную с	1	1
в ряду	1	1
всяких психологических	1	1
ребенка но	1	3
человека к	2	1
которые устанавливаются	1	1
поэтому мы	1	1
должно быть	2	2
функции и	6	2
того как	2	3
это значит	1	4
заключающееся в	1	1
мы получили	2	3
помимо того	1	1
нам остается	1	1
прежде всего	10	4
указывает на	2	2
абстрактному мышлению	1	1
объединены между	1	1
формы детского	1	1
тем и	3	4
остановиться еще	1	1
речи через	1	1
ступень в	1	7
включает в	1	2
ребенка есть	2	1
основных форм	2	2
в зависимости	2	5
недостаточно оформившиеся	1	1
функционального значения	1	2
постольку поскольку	1	2
генетические корни	1	4
в результате	4	3
когда ребенок	1	2
предшествующим и	1	1
если это	2	1
когда я	1	1
все что	1	2
с этой	6	3
об этом	3	2
значения и	2	5
в переходном	1	9
в совершенно	1	2
корни мышления	1	2
чистом виде	1	1
развитие и	1	1
которые могут	1	1
стали изучать	1	1
совпадает с	1	6
эта гипотеза	1	1
против этого	1	1
значение для	1	1
мы называем	3	2
чем мышление	1	1
что ребенок	4	7
едва ли	2	2
хотя и	2	2
чем она	1	1
от общих	1	1
например в	1	1
то же	8	2
если только	1	1
могло бы	1	4
мы могли	7	9
что нам	1	1
в свете	4	2
нас сейчас	2	2
мы таким	1	1
и центральной	1	1
и остается	3	1
помощью которых	1	7
мы видим	4	3
является действительно	1	2
