3gram	Losev_ProblemaSimvolaiRealistich_partition_part2_wordlist_3gram	Losev_ProblemaSimvolaiRealistich_partition_part4_wordlist_3gram
отличается от символа	1	1
могут сказать что	1	3
как таковое в	1	1
что в данном	2	1
то есть мы	1	1
в той или	7	1
также и то	1	2
для того чтобы	2	2
необходимо сказать что	3	5
о том что	3	14
на то что	1	4
это ясно само	1	1
что иное как	2	3
на самом деле	3	2
вопрос о том	1	2
не только не	4	2
и тем не	3	1
сих пор мы	1	1
более или менее	2	4
рода семантических оттенков	1	1
той или иной	11	1
всех подобного рода	1	1
в зависимости от	3	1
так что в	1	2
здесь сказать это	1	1
ясно само собой	1	1
чем иным как	2	1
и не раз	1	1
было бы весьма	3	1
и в частности	2	3
об этом мы	1	1
и вообще не	1	1
в том что	8	4
как ее отражение	1	1
а только в	1	1
буквальном смысле слова	2	1
так же как	1	1
иметь в виду	1	1
а иной раз	1	1
не менее он	1	1
есть нечто целое	3	1
и тоже является	1	1
не имеет ничего	2	2
в виду именно	1	1
отношений то есть	1	1
а это значит	3	1
и для всех	1	1
ни в каких	1	1
в результате нашего	1	2
но все же	1	1
каком смысле не	2	1
и все другие	1	1
уж во всяком	2	2
том числе и	1	2
в то же	2	4
вовсе не только	1	1
нет никакой возможности	2	1
вовсе не являются	2	1
и самого предмета	1	2
по себе и	1	2
едва ли требует	2	1
ли кто-нибудь станет	1	1
с самого начала	1	2
имеем в виду	3	2
время содержит в	1	1
перестали бы быть	1	1
сама по себе	2	4
ничто то есть	1	1
в виде определенного	1	1
в таком случае	1	10
вообще не существует	1	1
в последнее время	1	1
то тем самым	1	1
или иной мере	3	1
в этом смысле	3	5
те или иные	4	3
как будто бы	2	5
есть в подлинном	1	1
крайней мере в	1	2
и ни в	3	2
а тем не	1	2
совершенно ясно что	1	1
так как здесь	1	1
и когда мы	1	1
само по себе	1	2
и независимо от	2	2
сами по себе	2	2
о том как	1	1
не то что	1	1
заключается в том	2	2
ту или иную	1	1
уже во всяком	1	1
несмотря на всю	1	2
не только в	4	2
есть в нашем	1	1
при условии своей	1	1
то ни было	1	1
не есть ни	2	3
сознания и мышления	2	1
к учению о	1	1
и тем более	2	1
и представить себе	1	2
области гуманитарных наук	1	1
как раз и	1	4
тоже не есть	1	1
никак не может	1	2
и не очень	1	1
должны сказать что	1	1
слова то есть	2	2
и в то	1	1
только при помощи	2	1
говорить о том	1	1
если иметь в	1	1
имеющих ничего общего	1	1
тех или других	1	3
то есть чисто	1	1
на эту тему	1	2
о существовании этих	1	2
же как и	1	1
и не имеет	1	1
может быть даже	1	1
и если мы	1	1
одной стороны это	1	1
да и всякого	1	1
в каком смысле	2	1
это такого рода	1	1
в буквальном смысле	2	1
но даже и	4	1
другое дело если	1	1
с другой стороны	6	5
значит что он	1	1
потому что такая	1	1
ведь для того	1	1
несет с собой	1	1
и без всякой	1	1
точном смысле слова	1	2
есть не что	2	3
и является этим	1	1
это вовсе не	1	1
даже и представить	1	2
но никак не	2	2
и только в	2	1
но по крайней	1	1
прежде всего как	1	1
друг к другу	1	2
точно так же	3	3
в каком случае	3	3
того или иного	3	5
в известном смысле	1	1
данном случае только	1	1
же деле здесь	1	1
здесь может быть	1	1
свидетельствует о том	1	1
нет и никакой	1	1
и как они	1	1
здесь тоже только	1	1
какой мере не	4	1
в другом случае	2	1
каком случае не	3	2
вовсе не является	2	3
возникает только в	1	1
те или другие	1	4
а не просто	1	2
то есть только	1	2
когда мы произносим	1	2
по этому поводу	1	2
и меньше всего	1	1
то есть тоже	1	1
одно нераздельное целое	5	1
самом же деле	2	1
а может быть	1	2
себя самой так	1	1
и т д	3	6
а именно он	1	2
сам предмет и	1	1
геометрии и в	1	1
в одно нераздельное	5	1
как нам кажется	1	1
то это значит	1	2
то что в	1	1
не существует но	1	1
во всяком случае	4	10
предмета и самого	1	1
той или другой	3	4
не существует и	1	1
и то что	1	7
на бесконечное множество	1	1
в том числе	1	2
не менее в	1	1
никак нельзя сказать	1	1
где же тут	1	1
ни в какой	4	1
и в связи	1	1
в человеческом сознании	1	1
на самом же	2	1
вовсе не есть	2	10
не было этого	1	2
она тотчас же	1	1
и не может	1	1
мы не знаем	1	1
не что иное	2	3
мы хотели бы	2	1
случае не есть	1	1
хотя бы даже	2	1
не о чем	1	3
тоже ни в	1	1
в связи с	3	5
все равно не	1	1
но отнюдь не	1	1
по крайней мере	6	6
бы то ни	1	2
взятое само по	1	1
не относится к	1	1
пусть хотя бы	3	2
все эти категории	1	1
другого так как	1	1
далеко не все	1	1
то есть он	1	1
количество частей на	1	1
так и в	1	1
тоже есть нечто	1	1
с одной стороны	1	5
не есть нечто	1	1
сказать это то	1	1
едва ли кто-нибудь	2	2
только потому что	1	1
дело если я	1	1
так же и	1	2
но можно ли	1	2
в его чисто	1	1
не имеющих ничего	1	1
взятые сами по	1	2
здесь вовсе не	1	1
и можно даже	1	1
есть перестает быть	1	1
в чистом виде	2	3
в их фактическом	1	1
содержит в себе	8	2
всяком случае не	1	2
в какой мере	4	1
в области гуманитарных	1	1
даже и совсем	1	1
только в том	3	4
не могли бы	1	1
ли сказать что	1	2
все это есть	1	1
не может обойтись	2	1
то время как	2	1
вне и независимо	1	2
в настоящее время	1	16
а в том	1	1
это значит что	7	3
о котором мы	1	1
без особого труда	1	1
не чем иным	2	1
не то чтобы	1	1
в том или	2	1
сказать что он	1	1
тем или другим	1	1
и в математическом	1	1
