4gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part7_wordlist_4gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part1_wordlist_4gram
как мы уже говорили	2	1
с образами материально-телесного низа	1	1
в конце xv века	1	1
в новую фазу своего	1	1
и в романе рабле	1	1
мы уже говорили что	2	1
в средние века и	2	1
в том числе и	7	2
мы имеем в виду	1	2
и связанные с ними	1	1
верха и низа в	1	1
причем как мы уже	1	1
почти ничего не осталось	1	1
тянется через все средневековье	1	1
на самом же деле	3	1
но в то же	1	3
в то же время	1	9
через все средневековье и	1	1
дело в том что	2	2
гротескная концепция тела в	1	1
