2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_2gram
сказке он	1	1
все же	5	8
его в	3	5
зп в	3	1
в царство	4	11
выходит из	1	1
так например	1	3
связь с	6	11
этих случаях	7	1
никого не	3	2
в одну	1	1
сейчас увидим	1	1
подобно тому	1	1
здесь может	2	1
меняется с	1	1
есть условие	1	2
у земледельческих	1	2
некоторых случаях	3	2
из приведенных	3	1
даже в	2	2
эти материалы	2	6
ни один	2	1
уступает место	1	1
от обряда	2	1
а от	1	1
из него	1	2
в иное	1	5
и к	3	1
мы имеем	19	14
к одной	1	1
герой возвращается	1	1
получает от	1	1
в северной	3	2
но здесь	1	4
независимо от	2	3
своего дома	2	1
является и	1	3
мы читаем	1	1
таком случае	1	1
кроме того	1	3
смерти в	3	2
волшебного средства	2	1
настолько типичная	1	1
что при	1	2
от нее	1	2
то мы	2	1
его и	4	1
связан с	2	6
так и	2	5
часто этот	1	1
книге мертвых	2	2
частный случай	2	1
уже давно	2	2
и т	16	10
это очевидно	1	2
эти вопросы	1	1
всем что	1	1
означает что	1	1
д в	1	1
то что	7	6
стороны он	1	3
но как	1	4
на землю	2	4
не как	1	1
с царевной	1	1
и от	3	3
имеем и	3	3
никак не	1	1
на смерть	3	1
ничего специфически	1	1
в особенности	2	1
не единственный	3	1
случай показывает	1	1
должна быть	1	3
об одном	1	2
в русских	3	1
сохранена сказкой	1	1
в одном	2	3
в свою	4	1
каждый год	1	3
примеров этому	2	1
во дворце	1	1
иное как	3	1
можно найти	4	1
заключению что	1	3
который уже	1	1
тот свет	2	2
мы найдем	2	2
если бы	6	3
и психея	3	1
связана со	1	1
паркинсон сообщает	1	1
к детям	1	1
ни в	2	2
то время	2	3
что в	15	12
могут дать	1	1
того света	1	1
лесного дома	1	1
случаях мы	2	1
в сказке	50	23
однако в	1	2
в фольклоре	1	2
и они	4	2
а как	1	1
в жены	1	1
в своей	1	3
отправляется ее	1	1
можно встретить	1	1
у австралийцев	1	1
женщин и	1	1
уже и	1	1
но если	1	1
вход в	1	4
случаев в	1	2
друг с	1	1
в меланезийском	1	1
на острове	3	1
царства живых	1	1
предметы которые	1	1
и думает	1	1
же эта	1	2
как только	2	3
этом случае	5	6
можно усмотреть	1	1
что она	5	3
как правило	2	1
ее дом	1	1
очень часто	3	5
после смерти	2	2
о чем	1	2
себе в	2	4
и что	2	5
пермской сказке	6	1
жизнь ее	1	1
еще одну	2	2
и застает	1	1
в стране	2	1
что души	1	1
на голове	1	1
что представление	1	1
можем указать	1	1
на этот	1	1
перед мертвецами	1	1
никто не	2	2
указать на	2	1
детей в	2	1
переносится на	2	1
что на	4	1
и о	2	1
жизни и	2	2
могли не	1	1
ты не	2	1
после того	2	2
уже видели	3	3
показывает нам	2	1
этого он	1	1
стоит на	3	2
в них	6	3
есть своего	1	1
можно возразить	1	1
сказка только	1	1
и русская	1	1
не есть	1	2
это то	1	2
более позднюю	1	1
не доказывают	1	1
с обрядом	2	1
не может	4	6
посвящения мы	4	1
выше таким	1	1
могут быть	5	3
о связи	4	1
она сохранила	1	1
интересный случай	1	2
из которого	2	1
связано с	4	4
там где	7	5
в пермской	6	1
мы видели	13	11
имеются в	2	2
здесь еще	1	4
пор не	1	1
сказать что	3	3
пребывание в	4	1
но тут	1	1
в бывшей	1	1
аф вар	1	4
