2gram	Vinokur_StatiiOPushkine_partition_part2_wordlist_2gram	Vinokur_StatiiOPushkine_partition_part1_wordlist_2gram
годунова и	1	6
с величайшим	1	1
к пушкину	2	3
его в	2	2
все же	8	6
текстов пушкина	7	1
скажу что	1	1
времени и	1	4
в виду	1	7
нет не	1	1
смотреть на	1	1
всякого внимания	1	1
так например	7	7
на последнем	1	1
краски нашего	1	1
самим пушкиным	1	1
напомню что	1	1
пушкин даже	1	1
упрека в	1	1
бы знать	1	1
общего с	3	1
в числе	2	2
которым говорит	1	1
на основании	1	1
который всегда	1	1
даже в	3	2
работы пушкина	2	3
почему пушкин	1	1
и к	1	4
в рукописи	4	2
работы над	1	4
для установления	2	1
в букву	1	1
которое пушкин	1	2
полное право	1	2
в развитии	1	1
б с	1	1
материал для	3	3
кроме того	1	4
всем его	1	1
самого и	1	1
которое придает	1	1
не хотелось	1	1
и всей	1	1
что при	2	1
отчета в	2	1
издания так	2	1
и далее	1	1
из таких	1	2
так и	9	9
так писал	2	1
чем не	1	1
и т	30	9
не является	3	3
чернышев не	6	1
уже довольно	1	1
еще и	2	3
для кого	1	1
ср в	5	1
одного слова	1	1
за пределы	2	1
этот текст	1	1
очень широко	1	1
в последнем	1	1
в известном	1	3
г и	2	1
я с	2	1
то что	18	11
но как	1	1
рукопись пушкина	1	1
пушкин по	2	1
не как	1	1
так а	1	1
приводит в	1	1
в каком	3	2
и от	1	1
карамзина в	1	3
от издания	2	1
из того	2	1
для публики	1	1
в г	3	7
последнего слова	1	1
бы думать	1	1
начала xix	1	2
бы то	1	2
ознакомление с	1	1
в пушкинское	2	2
в одном	1	6
что писал	1	2
тот факт	1	4
на который	2	1
можно найти	2	1
по рукописям	3	3
несмотря на	2	2
той же	5	1
аргументации в	1	1
разумеется что	1	4
если бы	9	2
жизни пушкина	1	1
к которому	4	1
нет никакого	1	2
как пушкин	1	2
в обоих	1	3
выйти за	1	1
и такие	2	1
ни в	3	3
бориса годунова	15	74
во вторую	1	1
то время	2	1
что в	30	19
стечению обстоятельств	1	1
в руках	1	1
согласно которой	1	1
них и	1	1
строчки и	1	1
из писем	1	2
один общий	1	1
языка не	2	1
в начале	3	3
а как	2	4
в своей	6	7
к сожалению	3	2
как раз	4	8
или же	2	1
но если	4	1
которые являются	1	1
к числу	2	1
в основе	3	1
орфографии в	6	1
языке пушкина	1	1
писал в	1	1
с его	1	2
начале xix	1	1
этих двух	3	1
этом случае	2	1
значения как	1	1
что она	4	1
в той	6	5
обратить внимание	1	5
не говорю	2	1
о чем	1	5
и я	3	2
себе в	1	1
зависимости от	1	1
и что	4	6
и все	2	1
и пушкинского	1	1
в период	1	2
на этот	3	2
и речи	2	2
представляет собою	2	1
что на	2	3
и о	1	4
жизни и	5	1
сомнений в	1	2
именно такой	1	1
после того	1	4
произведений пушкина	3	1
пушкина это	4	2
это положение	1	1
что эта	2	3
в них	1	2
кажется что	3	3
л об	2	1
борисе годунове	2	32
начале г	1	1
место в	1	1
для понимания	1	1
этому поводу	2	2
в основу	4	1
что все	2	1
объяснения в	1	1
пушкина что	2	1
на г	1	3
сам в	2	1
очень мало	3	2
не может	8	2
самостоятельный источник	1	1
если не	2	2
там где	5	2
связано с	1	1
ли можно	1	1
сказать что	7	2
к пушкинским	3	1
тему о	1	1
каких бы	1	1
в значении	1	4
еще до	1	4
издание должно	2	1
не могло	1	3
вместе с	1	7
виде в	1	1
простых и	1	1
такого рода	2	2
в том	36	27
и стиля	1	1
места в	2	1
и который	1	2
о языке	1	1
ср у	1	3
никаких сомнений	2	1
в его	9	13
это время	1	2
себе отчета	1	1
одно дело	1	1
это просто	3	1
вообще можно	1	1
мысль о	1	1
что тот	1	1
не существует	3	1
разного рода	1	1
эволюции пушкина	1	1
морозова или	1	1
до меня	1	1
под его	1	1
о том	17	17
я считаю	4	1
между тем	3	5
указано что	1	1
чем он	1	2
отношение к	2	1
возможно что	3	1
его не	1	3
занимает в	2	1
пушкин и	1	9
на вопрос	4	3
было не	2	1
конечно это	2	1
на то	4	2
то обстоятельство	2	4
отказаться от	1	1
другом месте	2	2
еще в	1	2
да и	3	1
отношений к	1	1
которых он	1	1
уже о	5	1
при жизни	1	1
должны быть	3	1
видеть что	1	1
в некоторых	1	2
быть не	1	1
в литературном	2	1
он писал	1	3
как мы	1	1
чернышев в	5	1
в духе	1	2
от своего	1	1
уже после	1	2
iii стр	2	1
может быть	15	2
не должен	1	2
известно что	1	1
и его	8	6
текст в	1	1
что значит	1	1
разница между	2	1
в одной	1	2
в выборе	1	1
ни с	3	2
рукописями пушкина	1	2
совершенно неправильно	1	1
не верит	1	1
что как	2	1
в отношении	9	2
были бы	1	1
т iii	1	1
стиха в	2	1
так называемым	1	1
вовсе не	19	6
она не	2	1
