3gram	Losev_VladivirSolovjev_partition_part1_wordlist_3gram	Losev_VladivirSolovjev_partition_part2_wordlist_3gram
в л указ	3	2
в том чтобы	2	2
также и то	1	2
для того чтобы	1	2
из его биографии	1	1
необходимо сказать что	4	1
о том что	3	7
а также и	1	1
на то что	2	4
вл соловьеву и	1	2
что иное как	1	1
но только в	1	1
у него не	1	2
в году но	1	1
с ] и	2	2
года вл соловьев	16	4
соловьев вл письма	16	14
на первый план	2	2
бы на то	1	1
течение всей жизни	1	2
будет сказать что	1	1
более или менее	3	3
увлечение вл соловьева	1	1
вл соловьева все	2	1
отношения вл соловьева	1	1
но в том	1	1
вл соловьева было	1	1
кроме того в	1	1
вл соловьева это	2	1
вплоть до последних	1	1
с –.] в	1	1
брата вл соловьева	1	1
и в частности	1	2
соловьев вел себя	1	1
века вл с	1	1
статью под названием	1	1
с м указ	13	4
в эти годы	4	3
в том что	9	7
которой мы сейчас	1	1
вл соловьев приехал	1	1
нам представляется что	1	1
вл соловьева только	2	1
м указ соч	13	4
даже больше того	2	1
а иной раз	1	3
с вл соловьевым	2	4
было для него	1	1
в париже и	1	1
работе вл соловьева	1	1
вл соловьева с	6	5
том что вл	2	1
т i с	3	2
до тех пор	1	1
с п хитрово	11	32
соловьева с в	1	1
году он был	1	1
пг с ]	1	1
и того что	1	1
м м стасюлевичу	2	2
отношение вл соловьева	2	1
университета с м	1	1
заставляет сказать что	1	1
во второй половине	2	1
к вл соловьеву	5	4
в то же	3	4
кроме того и	2	1
софии премудрости божией	1	1
п хитрово и	2	1
вл соловьев в	9	8
соловьев в своих	1	1
университета он не	1	1
как это делает	1	1
у вл соловьева	11	13
по вл соловьеву	3	2
] и это	1	1
на первом плане	1	1
он никогда не	2	1
вел себя в	1	2
в самом деле	1	1
вл с соловьев	1	1
семьи вл соловьева	1	1
это мы увидим	1	1
вл соловьева о	1	4
не без влияния	1	1
вл письма с	7	3
что он пишет	1	1
была не только	1	1
в этом смысле	1	4
н н страхов	3	3
в последние годы	1	1
спб с ]	1	1
на все мои	1	1
за то что	1	1
вл соловьева можно	2	2
в октябре года	2	2
но в то	1	1
и по существу	1	1
лукьянов с м	1	4
так что вл	1	1
на вл соловьева	1	3
и ни в	1	1
докторской диссертации вл	1	1
в вестнике европы	2	1
а в конце	1	1
–.] в тех	1	1
письма с ]	5	2
вл соловьева уже	1	6
хитрово вл соловьев	1	1
вл соловьев писал	3	5
и в году	2	1
что если у	1	1
вл письма т	9	10
заключается в том	2	1
письмо вл соловьева	2	1
л указ соч	3	2
и сам вл	1	2
диссертации вл соловьева	1	15
что вл соловьев	8	9
к этому времени	2	2
говорить только с	1	1
не только в	2	2
же касается самого	1	1
как мы уже	1	3
для вл соловьева	10	7
с ] а	1	1
под названием о	1	1
iii с ]	4	10
течение всей своей	1	1
жизни и деятельности	1	1
вера и разум	1	1
из них не	1	1
крупнейшего русского историка	1	1
вл соловьева м	1	2
как раз и	1	2
здесь вл соловьева	1	1
i пг с	1	1
отношении философа к	1	1
к с п	2	4
в петербурге в	1	2
и в то	1	2
вл соловьевым и	2	3
] в письме	1	1
в это время	4	1
можно говорить только	1	1
софии которую он	1	1
но это не	1	1
имеются сведения о	1	1
это делает вл	1	1
то же время	3	4
ноябре того же	1	1
этому нужно прибавить	1	2
можно судить по	4	2
но даже и	1	2
пишет вл соловьев	2	1
в свою очередь	2	1
в тех же	1	1
и к его	1	1
хотя бы на	1	1
мы уже сказали	1	2
философии и если	1	1
того и сам	1	1
вл соловьев не	5	2
вл соловьева мы	2	1
выше мы уже	1	2
московском университете в	1	3
при этом в	1	1
в –х годах	2	1
письма т ii	2	3
второй половине –х	1	1
а ф аксаковой	3	2
вл соловьев так	2	2
н н страхову	1	2
и м с	1	1
и вселенская церковь	3	1
не менее его	1	1
к тому же	1	2
или иначе но	1	1
соч с –.]	1	1
дальше тем больше	1	1
вл соловьев конечно	2	1
в году он	1	4
от своего отца	1	1
например с н	1	1
с м соловьева	2	13
я в этом	1	1
так или иначе	3	1
дело в том	3	4
соловьев никогда не	3	2
н трубецкого и	1	1
из этого письма	1	1
году вл соловьев	2	1
жизни начиная с	1	1
дружеских отношениях с	2	1
у с м	1	1
вл соловьева то	4	3
того же года	4	4
в своих воспоминаниях	1	1
вл соловьева весьма	1	2
у него в	3	1
вл соловьев у	1	1
соловьев с м	12	2
вл соловьева правда	1	2
по этому поводу	1	1
вл соловьева по	1	1
вот что он	1	2
вл соловьев несомненно	2	1
годы вл соловьева	1	2
с с п	2	1
между прочим по	1	1
и т д	1	2
ii с ]	1	2
в петербургском университете	1	1
но и вполне	2	1
вопросы философии и	2	2
то что он	3	5
