3gram	Vygotskiy_Psychologia_partition_part3_wordlist_3gram	Vygotskiy_Psychologia_partition_part2_wordlist_3gram
чрезвычайно легко показать	1	1
с с этой	1	1
можно было бы	4	1
во всяком случае	2	2
причина употребления животных	1	1
в том чтобы	3	1
для того чтобы	13	8
как и на	1	1
о том что	4	3
что при такой	1	1
в этой басне	1	11
на то что	6	12
вместе с тем	1	2
в высшей степени	1	1
и то что	2	3
этой точки зрения	2	1
и может быть	1	1
самом деле басня	1	2
на каждом шагу	1	1
если мы приглядимся	1	1
области поэзии и	1	2
лессинг указывает на	1	1
на самом деле	5	2
легко заметить что	1	1
которые подходят к	1	1
эту мысль надо	1	1
не только не	1	1
здесь мы имеем	1	1
у нее в	1	1
у лафонтена и	1	1
таким образом и	3	1
не есть еще	1	1
потому что в	1	1
и мы можем	1	2
он прямо говорит	1	1
более или менее	1	1
никак не может	1	1
но и это	1	1
таким образом лессинг	1	1
лесть гнусна вредна	1	3
на то чтобы	1	1
что басня есть	2	1
мы могли бы	1	3
смысл и назначение	1	1
раз твердили миру	1	1
между поэтической и	1	2
указать на то	1	1
к тому что	2	2
в зависимости от	1	1
тот факт что	1	1
возбуждение страстей но	1	1
потебня указывал на	1	1
в том смысле	1	2
сколько раз твердили	1	1
что в таком	1	1
как если бы	1	3
одной и той	4	1
везде и всюду	1	1
в русском языке	1	1
так как она	1	1
что не только	1	1
по сравнению с	2	1
не зависит от	1	1
того что исторические	1	1
лафонтена и крылова	1	2
как нельзя лучше	1	1
говоря совершенно не	1	1
она может применяться	1	1
не умели пользоваться	1	1
в том и	2	1
во всех остальных	2	1
том что она	3	1
в том что	17	11
в то время	3	2
несмотря на свою	1	1
не потому что	1	1
дело так будто	1	1
больше и больше	1	2
и т п	8	5
не в самом	1	1
не ту роль	1	1
с таким образом	8	1
показать это на	1	1
дело идет о	1	1
о волке и	1	1
не кажется ли	1	1
по своему значению	1	1
и то же	1	2
в свою очередь	2	2
все больше и	1	2
таким образом все	2	1
как раз обратным	1	1
басня применяется к	1	1
с другой стороны	2	5
совершенно очевидно что	1	1
что все эти	1	1
с тем чтобы	1	1
в отличие от	1	1
что для него	1	1
в русской поэзии	1	2
не имеет никакого	1	3
он ссылается на	1	1
а между тем	1	1
лафонтена или крылова	1	1
целым рядом других	1	1
собой напрашивается вывод	2	1
он не может	2	1
кроме того что	1	1
заложены в самой	1	1
согласии с этим	1	1
не так как	1	1
и что следовательно	1	1
в данном случае	4	2
и прозаической басней	1	2
бросается в глаза	1	1
речь идет не	1	1
который создан его	1	1
всегда имеет дело	1	1
в основе своей	1	1
чтобы этот рассказ	1	1
он говорит что	1	2
что басня по	2	1
может служить доказательством	1	1
можно сказать что	1	1
и во всех	1	2
с одной стороны	1	5
в противоречие с	1	1
до самого конца	1	1
не было бы	1	1
уже это одно	1	3
каждый из них	2	1
употребления животных в	1	1
и тот же	1	1
мы увидим что	1	7
знаменитой басне о	1	1
s таким образом	1	2
поэтическая и прозаическая	1	1
в этом отношении	5	1
когда он говорит	1	1
элементы построения басни	2	1
как раз обратное	2	1
может быть не	1	2
отсюда сам собой	1	1
мы знаем что	4	1
по аналогии с	1	2
в басне и	1	2
того или иного	2	1
в силу того	1	1
к области поэзии	1	1
том смысле что	1	1
прямо говорит что	2	1
с самого начала	1	6
и той же	4	1
склонен думать что	1	1
в том виде	3	1
в самом деле	11	18
потому что он	1	1
все время в	1	5
мы видим перед	1	1
имеем в виду	1	1
что лесть гнусна	1	3
идет не о	1	1
это было бы	2	1
ли это что	1	1
с тем что	3	1
до сих пор	5	5
что с одной	1	1
умели пользоваться басней	1	1
а не к	1	1
указывал на то	1	1
животных в басне	1	1
более и более	2	2
с точки зрения	10	9
до какой степени	1	1
который утверждал что	1	1
что басня применяется	1	1
и что только	1	1
сам собой напрашивается	2	1
при построении басни	1	1
и в самом	4	10
эмоциональное отношение к	1	1
один и тот	1	1
он рассказывает о	1	1
в сущности говоря	4	7
полном согласии с	1	1
что он не	2	1
станем разбираться в	1	1
мы никогда не	1	1
с тем и	1	1
то все же	1	1
два совершенно различных	1	1
все более и	2	2
мы на примере	1	1
рассказывает о том	1	1
говорит один из	1	1
построения басни на	1	1
все время как	1	2
поэтической и прозаической	2	3
смысл и значение	1	2
только в том	4	2
в басне не	1	3
не могли бы	1	1
том случае если	4	1
и в полном	1	1
при помощи басни	1	1
том и заключается	2	1
то же самое	6	8
и ничего не	1	1
то время как	2	2
по самому существу	1	1
басню с той	1	1
и что в	2	1
одно и то	1	2
одна и та	1	1
подобно тому как	2	1
совершенно ясно что	6	5
напрашивается вывод что	2	1
по этому поводу	1	1
люди не хотели	1	1
и здесь он	1	1
с той точки	1	1
что басня может	1	1
указывает на то	2	3
уж сколько раз	1	1
миру что лесть	1	1
говорит что басня	1	1
с этой точки	1	1
басню в сборнике	1	1
и та же	1	2
не может быть	8	1
он сказал бы	1	1
не в том	2	2
ссылается на то	1	1
и заключается что	1	1
в полном согласии	1	1
что в этой	2	2
басня может служить	1	4
в том случае	4	1
состоит в том	2	1
такое же точно	1	1
потому что она	2	1
о том как	1	2
с между тем	1	1
и т д	2	4
это на примере	1	1
мы видим что	2	7
между тем в	1	2
та же самая	1	1
не то что	1	2
как раз противоположный	1	1
заключается в том	10	6
и до наших	1	1
самом деле стоит	1	2
быстрым ответом на	2	1
заключает в себе	2	1
и что все	1	1
согласиться с тем	1	1
что оба эти	1	1
а с другой	1	1
твердили миру что	1	1
только то что	1	2
и отсюда сам	1	1
именно из этого	1	1
