4gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_4gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_4gram
по отношению к герою	1	1
неотразимо возвышает его ум	1	1
от записок из подполья	1	1
оставаясь содержательно теми же	1	1
голосов в пределах одного	1	2
правде правда неотразимо возвышает	1	1
изменяется сравнительно с беспорядочным	1	1
правда неотразимо возвышает его	1	1
в то время как	1	1
в речах хромоножки в	1	1
и в то же	3	2
к концу даже тон	1	1
из подполья не только	1	2
в его целом то	1	1
и сердце к концу	1	1
и наконец в житии	1	1
то же время не	2	3
человек из подполья не	1	1
как мы уже говорили	1	2
можно было бы привести	1	1
тем что он есть	1	1
к себе самому и	1	4
и в этом смысле	1	1
не появляется в его	1	1
к правде правда неотразимо	1	1
возвышает его ум и	1	1
тон рассказа изменяется сравнительно	1	1
на вопрос кто он?	2	1
с самим собою но	1	1
с самого начала все	1	1
но на самом деле	1	4
его ум и сердце	1	1
не входит в его	1	1
но не может быть	1	1
ум и сердце к	1	1
в его произведениях но	1	1
отношении друг к другу	1	1
iv человек из подполья	1	1
а в то же	2	1
собрать свои мысли в	1	1
бы то ни было	2	3
в то же время	7	10
человека из подполья это	1	1
с беспорядочным началом его	1	1
его к тому что	1	1
макара долгорукого и наконец	1	1
бы он ни был	1	1
концу даже тон рассказа	1	1
в отношении друг к	1	1
дело в том что	1	1
самосознание и слово героя	1	1
во всяком случае не	1	1
и во всяком случае	1	1
рассказа изменяется сравнительно с	1	1
и по отношению к	1	1
сердце к концу даже	1	1
свои мысли в точку	1	1
кругозор самого героя и	2	1
но в то же	2	4
в кругозор самого героя	3	1
наконец в житии зосимы	1	1
в том что он	4	1
даже тон рассказа изменяется	1	1
сравнительно с беспорядочным началом	1	1
долгорукого и наконец в	1	1
