3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_3gram
очень хорошо и	1	1
нет и не	2	1
при этом каждое	1	1
у вольтера и	1	1
но при этом	1	1
характерна для достоевского	1	1
как мы уже	2	3
типа а не	1	1
значение для понимания	1	1
можно было бы	2	1
в той или	1	1
во всяком случае	1	1
может быть еще	1	1
иногда же она	1	1
бытия и рассудка	1	1
отношение к слову	1	1
о том что	2	2
жанровой сущности произведение	1	1
в кости в	1	1
он дан в	1	1
амбивалентный карнавальный смех	2	1
но только в	1	1
с самим собой	2	1
и через законы	1	1
в большей или	2	2
в большинстве случаев	8	4
вольтера и дидро	1	2
разными углами зрения	1	1
в карнавальную площадь	1	1
в том числе	4	11
как и в	3	3
источником карнавализации для	1	2
становятся все более	1	1
они играют в	1	1
таким образом и	1	1
друг от друга	1	1
еще раз подчеркнуть	1	1
в светской гостиной	1	1
более или менее	3	3
останавливаешься лишь на	1	1
место в жизни	1	1
в этом произведении	1	2
линии развития европейской	1	1
последней авторской позиции	1	1
в братьях карамазовых	2	2
где совершается кризис	1	1
хвалы и брани	1	1
и рассудка и	1	1
существенное влияние на	1	1
очень важное место	1	1
той или иной	2	1
прежде всего в	1	1
может быть и	1	2
и в то	1	2
на самом же	1	1
со смертью и	1	1
как и все	4	1
превращается в карнавальную	1	1
которая до сих	1	1
следует отметить что	1	1
но и она	1	1
даже и не	1	2
но и в	2	1
и так сказать	1	1
друг в друга	1	1
том что все	1	1
застыть в односторонней	1	1
рассудка и останавливаешься	1	1
лишь на точках	1	1
и не может	7	1
по сравнению с	1	4
из обычной жизненной	1	1
в какой-то мере	1	4
на этой почве	1	1
себе оба полюса	1	1
о которых грезит	1	1
тон и стиль	1	1
в том что	2	3
не хочу и	1	1
может быть даже	1	1
и во многих	1	1
на точках о	1	1
и не о	1	1
то же время	5	5
которых грезит сердце	1	1
хотя и не	2	1
в широком смысле	1	1
как своего рода	1	1
проявляется прежде всего	1	1
и наконец в	1	2
выраженный карнавальный характер	1	1
и застыть в	1	1
в связи с	1	1
через законы бытия	1	1
его жизнь в	1	1
под разными углами	1	1
то есть в	4	2
как мы видим	1	1
по отношению к	5	1
с другой стороны	3	1
на пороге у	1	1
стиль и тон	1	1
сне смешного человека	1	5
в отличие от	3	1
а между тем	1	2
шекспира и сервантеса	1	1
остановимся на некоторых	1	1
к биллиону лет	1	1
то есть авторского	1	1
которую они играют	1	1
скандалов и развенчаний	1	1
достаточно сравнить например	1	1
смешного человека эта	1	1
мы находим в	2	1
большой внешней наглядностью	1	1
преступлении и наказании	2	2
ярко выраженный карнавальный	1	1
средние века и	1	2
время и через	1	1
в себе оба	1	1
в той же	1	1
в котором он	1	1
и в эпоху	1	1
в литературе эпохи	1	1
как мы сказали	3	1
так и в	1	2
все творчество достоевского	1	1
можно сказать что	2	4
пространство и время	1	1
эта тема в	1	1
органически сочетаются с	1	1
большей или меньшей	2	3
и во всех	1	3
в эпоху возрождения	1	5
условиях и в	1	1
том числе и	3	10
перескакиваешь через пространство	1	1
карнавализации у достоевского	1	1
в то же	5	5
по своей жанровой	1	1
в известной мере	1	2
человека с человеком	1	1
через пространство и	1	1
точках о которых	1	1
сущности произведение это	1	1
и вообще всех	1	1
и т.п с	1	1
мы говорим здесь	1	1
и время и	1	1
в собственном смысле	1	2
с самого начала	1	3
и скрытой полемикой	1	1
и до сих	2	1
это конечно не	1	1
мы здесь конечно	1	1
скрытой полемики с	1	1
до сих пор	8	5
также и в	1	1
слово языка а	1	1
в процессе его	1	1
в преступлении и	2	2
всего его творчества	2	1
так или иначе	1	1
в односторонней серьезности	1	1
в произведениях достоевского	2	1
законы бытия и	1	1
в сократическом диалоге	1	6
с точки зрения	9	2
к себе самому	3	6
и xix веков	1	2
сих пор почти	1	1
и т.п все	1	1
в этом смысле	2	1
обычной жизненной колеи	1	1
античности в средние	1	1
после того как	1	1
или меньшей степени	2	2
достоевского начиная с	1	1
пороге у дверей	1	1
в обычной жизни	1	1
у достоевского и	1	1
если только они	1	1
является одним из	1	1
жизненных положений и	1	1
xviii и xix	1	2
сон смешного человека	1	6
мы можем говорить	1	1
на пороге в	2	3
ровно ничего не	1	1
но в то	2	1
или на площади	1	1
по своей природе	2	1
одним из главных	1	1
в конце концов	1	1
и в нем	1	1
и в конце	1	1
здесь перед нами	1	1
с самим собою	3	4
мы не будем	1	1
литературе эпохи возрождения	2	1
в сознании и	1	1
и даже не	1	1
в сне смешного	1	5
конечно далеко не	1	1
у достоевского почти	1	1
пафосом смен и	1	1
не может быть	8	1
самом же деле	1	1
а может быть	1	1
и останавливаешься лишь	1	1
смен и перемен	1	1
с большой внешней	1	2
со всеми ее	1	1
то есть из	1	1
и под разными	1	3
внешней и внутренней	1	1
своей жанровой сущности	1	1
на этом мы	2	1
проявляется и в	1	2
во всех его	2	1
в средние века	1	10
в каждой детали	1	1
в карнавализованной литературе	3	1
в античности в	1	1
времени и пространства	1	1
в xix веке	1	1
последних мгновений сознания	1	1
им и не	1	1
мы говорили в	1	1
в каждом из	1	3
