4gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_4gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_4gram
заключается в том что	6	4
ступень в развитии мышления	3	1
могли бы сделать вывод	1	1
в том числе и	1	1
от внешней к внутренней	1	1
собственном смысле этого слова	4	3
и функции разряда помимо	1	1
она просто сопровождает детскую	1	1
в зависимости от этого	2	1
системы лежащих в основе	1	1
просто сопровождает детскую активность	1	1
ребенка для того чтобы	1	1
того что перед нами	1	1
генетической функциональной и структурной	1	1
функции и функции разряда	1	1
активность очень легко становится	1	1
результаты к которым приводит	1	1
мышления и речи в	2	2
это речь для себя	1	1
мышления и речи как	1	1
речь помимо чисто экспрессивной	1	1
детскую активность очень легко	1	1
разряда помимо того что	1	1
сказать что видимо эгоцентрическая	1	1
нас к выводу что	1	1
видимо эгоцентрическая речь помимо	1	1
является еще в высшей	1	1
молодые недостаточно оформившиеся и	1	1
вопрос об отношении мышления	1	1
мы должны сказать что	1	1
мышления и речи мы	1	1
в том что в	1	1
с этой точки зрения	2	1
вместе с тем и	4	1
в то время как	4	4
внутренней речью в школьном	1	1
в высшей степени важное	1	1
наблюдения показали что тип	1	1
возрасте эти наблюдения показали	1	1
все более и более	1	2
еще в высшей степени	1	1
показали что тип внутренней	1	1
мы будем говорить особо	1	1
в пользу того предположения	1	1
между мышлением и речью	1	2
мы могли бы сделать	1	1
эти наблюдения показали что	1	1
одной и той же	2	2
должны сказать что видимо	1	1
в пользу этого говорят	1	1
ребенка в эту пору	2	1
помимо того что она	1	1
об отношении мышления и	1	4
речью в школьном возрасте	1	1
что тип внутренней речи	1	1
мы не станем здесь	1	1
авторов над внутренней речью	1	1
функции разряда помимо того	1	1
и других авторов над	1	1
то время как в	1	2
эгоцентрическая речь помимо чисто	1	1
мы могли бы сказать	3	2
корни мышления и речи	2	1
леметра и других авторов	1	1
чисто экспрессивной функции и	1	1
с предшествующим и последующим	1	1
для ребенка в эту	2	1
задачи возникающей в поведении	1	1
речевого мышления мы должны	1	1
школьном возрасте эти наблюдения	1	1
в собственном смысле этого	4	3
проблемой мышления и речи	1	1
к которым приводит нас	1	1
мы видим таким образом	1	3
мы могли бы обозначить	1	1
экспрессивной функции и функции	1	1
в собственном смысле слова	2	1
над внутренней речью в	1	1
мышления и речи но	1	2
в высшей степени лабильным	1	1
одном и том же	1	1
так же как и	4	4
так как если бы	1	1
ребенка раннего возраста в	1	1
в школьном возрасте эти	1	1
по сравнению с тем	1	1
отношении мышления и речи	1	4
окружающая его социальная среда	1	1
в силу того что	2	1
сопровождает детскую активность очень	1	1
помимо чисто экспрессивной функции	1	1
развитии мышления и речи	1	2
является то что в	2	1
проблема мышления и речи	2	2
но тем не менее	1	1
указывает на то что	1	2
друг с другом в	1	2
высшей степени лабильным неустановившимся	1	1
мышления и речи по	1	1
генетические корни мышления и	2	1
не связаны между собой	1	1
что она просто сопровождает	1	1
других авторов над внутренней	1	1
приводит к тому что	1	1
что видимо эгоцентрическая речь	1	1
о которой мы говорили	1	1
мы не станем останавливаться	1	1
пользу того что перед	1	1
мышления и речи и	1	2
наблюдения леметра и других	1	1
того что она просто	1	1
видим таким образом что	1	3
генетически молодые недостаточно оформившиеся	1	1
в пользу того что	1	2
в детском возрасте и	1	3
вперед по сравнению с	1	1
школьника является еще в	1	1
в развитии детского мышления	1	2
могли бы обозначить как	1	1
заключается в том чтобы	1	1
того что мы знаем	1	1
могли бы сказать что	3	2
