3gram	Ircho_Komedia_partition_part2_wordlist_3gram	Ircho_Komedia_partition_part1_wordlist_3gram
на которые делилась	2	1
к этому времени	1	2
к дионисию фракийскому	1	1
не только в	1	1
и в тех	1	1
в афинах не	1	1
то ни было	2	2
едва ли можно	1	3
можно было бы	1	2
сделать вывод что	1	1
во всяком случае	2	2
все это время	1	1
в v в	1	4
для того чтобы	1	4
на протяжении всего	2	1
о том что	3	4
вместе с тем	1	4
в обоих случаях	1	2
поставленной одновременно с	1	1
в большинстве случаев	1	1
в том числе	1	3
еще в г	1	1
друг от друга	1	1
в первую очередь	2	3
более или менее	1	1
в свои руки	2	1
пять стихов из	1	1
на себя внимание	1	5
не говоря уже	2	2
марафоне и саламине	1	1
варварского бога трибалла	1	1
как видно из	1	1
iv в в	2	2
трети v в	2	1
во й половине	1	1
его комедий в	1	1
тех случаях когда	1	1
при всем том	1	1
в древней комедии	1	3
к тому что	1	2
в это время	1	2
но и в	2	1
тому же в	3	3
с известной долей	1	1
в г и	1	2
случаях речь идет	1	1
для этой цели	1	1
в комедии iv	1	1
из действующих лиц	2	1
для аттической комедии	1	1
в том что	9	5
в то время	5	3
может быть даже	2	1
последней трети v	2	1
н э однако	1	1
и мелкие землевладельцы	2	1
да и эта	1	1
представление о том	1	1
то же время	4	3
с достаточной долей	1	1
комедии и ее	1	1
современных ей политических	1	1
впрочем независимо от	1	1
и т п	5	2
и его современников	1	2
в годы пелопоннесской	3	1
в древних афинах	1	1
и к тому	1	1
тем не менее	1	1
я думаю что	1	1
в соответствии с	1	1
отрывки из комедии	1	1
в том же	1	1
по стилистическим признакам	1	1
бы то ни	2	2
в тех же	2	1
по отношению к	3	3
с другой стороны	5	1
была направлена одноименная	1	1
в отличие от	1	2
великих дионисий и	2	1
женщины в народном	1	1
рабовладельческой демократии в	1	1
в целом стало	1	1
в тех случаях	1	1
в своем сочинении	1	1
которые делилась аттика	2	1
и внутренней политики	1	1
ей политических деятелей	1	1
v начала iv	1	1
основную массу аттического	1	1
в драматическом искусстве	1	1
афинян по поводу	2	1
в той же	1	2
cgf i с	1	1
хоть и не	2	3
годы пелопоннесской войны	4	1
уже античная критика	1	1
не означает что	1	1
последних произведениях аристофана	1	1
две комедии под	1	1
что у него	1	2
средние и мелкие	2	1
добавим к этому	1	1
с одной стороны	3	2
до самого конца	2	1
в vii в	1	1
во второй половине	2	1
в ответ на	1	2
примеров может быть	1	1
в то же	4	3
из пирея в	1	1
к тому же	5	10
как мы видели	1	1
афинской демократии и	1	1
на ленеях г	1	1
ни в одном	1	1
празднества великих дионисий	1	1
со своей стороны	1	1
см ниже №	1	1
с самого начала	1	1
в v веке	1	1
а то и	2	1
на этот раз	1	4
поставленный на ленеях	1	1
той же комедии	1	1
до сих пор	2	2
значительное место в	1	1
едва ли не	3	5
то и вовсе	1	1
так или иначе	1	3
в истории мировой	1	1
воды похожи на	1	1
сплошь да рядом	1	1
в его комедиях	1	2
так как он	1	1
iii в н	1	1
речь идет о	3	2
отношения афин с	1	1
говоря уже о	2	2
древней аттической комедии	6	2
начала iv в	1	1
ленеях г и	1	1
после того как	3	2
в чем же	1	1
в каждой комедии	1	1
в афинах в	2	3
в силу этого	1	2
независимо от того	1	2
что он не	1	1
гг v в	1	1
как будто бы	1	1
при марафоне и	1	1
тексты менандра по	1	1
в н э	1	5
как он был	1	1
по своему происхождению	1	1
v в до	2	1
не в состоянии	2	1
десятилетия iv в	1	1
комедии iv в	1	5
то время как	4	2
в народном собрании	5	2
направлена одноименная комедия	1	1
лет спустя после	1	1
на великих дионисиях	1	1
по свидетельству афинея	1	1
в самом начале	1	2
обращает на себя	1	5
между небом и	1	1
обстоит дело с	1	1
всей последней трети	1	1
а может быть	1	1
дошедших до нас	3	1
может быть увеличено	1	1
внешней и внутренней	2	1
чуть ли не	1	2
в этой области	1	1
внешней политики и	1	1
небом и землей	1	1
и в том	1	1
до н э	2	1
к внутреннему миру	1	1
одна из них	1	1
наиболее яркий материал	1	1
время пелопоннесской войны	1	1
в этой же	1	1
число примеров может	1	1
политики афин в	1	1
массу аттического населения	1	1
