3gram	Potebnia_Myslijsyk_partition_part2_wordlist_3gram	Potebnia_Myslijsyk_partition_part4_wordlist_3gram
имеет для него	3	1
независимо от сознания	1	1
у нас в	1	1
мы при этом	1	1
можно объяснить почему	1	1
не могут быть	2	3
в других языках	2	1
что на то	1	1
в слове и	1	1
при этом мы	1	1
звук может быть	1	1
что есть в	1	1
то что язык	1	1
и проч и	3	1
во всяком случае	3	7
имеет для нас	1	1
в санскрите корень	1	1
в том чтобы	1	1
и того же	1	6
для нас по	1	1
для того чтобы	4	2
на вопрос что	1	1
о том что	5	1
между собою и	2	1
на то что	4	3
вместе с тем	3	1
или что на	1	1
было бы невозможно	1	5
что только в	1	1
в этом случае	5	1
здесь только в	1	1
вероятно что в	1	1
на каждом шагу	1	1
уже в ребенке	1	1
в большинстве случаев	2	1
на самом деле	3	2
до значительной степени	1	1
между тем как	2	2
вопрос о том	2	1
не менее в	1	1
как и в	1	1
что в слове	2	2
друг от друга	1	1
потому что в	3	1
мысли а не	1	1
потому что как	2	1
очевидно что и	1	1
обратить внимание на	2	1
которые могут быть	1	1
то и другое	2	4
его в сознание	1	1
нем воспоминание его	1	1
том смысле в	1	1
представлений lazarus т	1	1
приблизительно так как	1	2
что и в	2	1
в слове есть	1	1
как скоро мы	1	1
мы видели что	1	1
лишь по мере	1	1
не имеет для	1	1
в обществе и	1	1
только после того	1	1
могли бы быть	1	1
как мы их	1	1
которое в эту	1	1
одного и того	1	6
б которое в	1	1
представляем себе содержание	1	1
исходною точкою для	1	1
в том смысле	2	4
в переносном смысле	2	1
потому что не	1	1
отношения между ними	1	1
с первого раза	1	2
и в слове	1	1
не только о	1	1
одной и той	1	1
таким образом можно	1	1
и не может	1	1
мы не знаем	1	1
отлично от него	1	1
это не так	1	1
не было в	2	1
в том что	7	7
эту минуту находится	1	1
в то время	1	4
связи с другими	1	1
и во многих	1	1
к языку и	1	1
может быть названо	1	2
значение то есть	2	1
и в таком	1	1
то же время	3	2
и не в	1	1
мы говорим о	1	1
а вместе и	1	4
может вовсе не	1	1
и т п	4	3
то есть объясняет	1	1
точно так как	1	4
тем не менее	4	5
что это не	1	1
мере того как	4	4
так как мысль	1	2
и как бы	2	1
в связи с	1	1
по крайней мере	5	5
в свою очередь	1	6
то есть в	2	1
это последнее имеет	1	1
но самое это	1	1
но в собственном	1	1
понимание было бы	1	1
с другой стороны	1	2
языка и поэзии	1	1
таким образом в	1	2
и проч но	2	2
и быть может	1	1
и та и	1	1
сам по себе	4	4
большую или меньшую	1	1
бы ни был	1	1
то что в	2	2
а между тем	4	4
мы тем самым	1	1
в себе в	1	1
если бы не	2	1
в состоянии дать	1	1
вне языка или	1	1
вместе с этим	2	1
смысле этого слова	1	3
или быть может	1	1
можем заметить что	1	1
до тех пор	6	1
разумеется мы говорим	1	1
если не исключительно	1	1
в одном из	1	1
было бы возможно	1	1
столь же мало	1	1
бы и в	1	1
в эту минуту	1	3
или лучше сказать	1	1
том виде в	1	1
мы уже не	1	1
потому что мысль	1	1
тех и других	1	1
состоянии дать себе	1	1
и то и	1	1
было в сознании	1	1
в каждом языке	1	1
но так как	1	1
главным образом в	1	1
с одной стороны	1	3
и других в	1	1
не было бы	1	4
тем что мы	1	2
но тем не	2	3
и тот же	2	1
в то же	3	2
связь между такими	1	1
виде в каком	1	1
нас там где	1	1
есть для нас	1	1
друг к другу	1	1
единственно потому что	1	1
только потому что	2	2
со всех сторон	1	1
нетрудно заметить что	2	1
может быть не	1	3
почти то же	1	1
можно думать что	2	2
смысле в каком	1	1
этом случае мы	1	1
том смысле что	1	1
и той же	1	1
с самого начала	1	2
в том виде	1	1
в себе никаких	1	1
это было бы	1	1
в прямом отношении	1	1
lazarus т с	2	1
с тем что	4	1
до сих пор	4	4
то что прежде	1	1
ничего общего с	1	1
рядом с ними	1	1
такой степени как	1	1
в таком случае	2	2
сплошь да рядом	1	1
дело в том	1	1
как бы ни	1	3
то что я	7	1
в нем воспоминание	1	1
потому что хотя	3	1
может быть только	1	1
то тем самым	1	1
мы не можем	3	3
в одно целое	1	2
дать себе в	1	1
после того как	2	2
не заключает в	1	2
то же выйдет	1	1
и в самом	1	1
но заключает в	1	1
развивается только в	2	1
один и тот	2	1
что же касается	1	1
и сами по	1	3
только в обществе	1	1
сравнения tertium comparationis	1	1
в сознании как	1	1
представим себе что	1	1
и это есть	2	1
том случае если	1	1
только в том	2	1
тогда как в	1	2
не в состоянии	2	4
и чем более	1	1
этого слова так	1	1
так можно выразиться	1	1
но и о	1	1
по мере того	4	4
если так можно	1	1
мы представляем себе	1	1
до такой степени	5	1
и в этом	4	1
что если бы	2	2
а в том	2	1
подобно тому как	2	4
humboldt т с	1	10
не можем потому	1	1
то время когда	1	1
его на память	1	1
могут быть названы	1	1
а не другое	1	2
та и другая	1	1
не может быть	5	2
не в том	2	2
форма в которой	1	1
на то же	1	1
мы говорим что	1	1
для нас там	1	1
само по себе	5	2
хотя все же	1	1
из виду что	1	1
в ряду других	3	1
от того что	3	4
в том случае	3	1
сами по себе	2	7
что то же	1	1
потому что мы	2	1
слово с ясным	2	1
это к языку	1	1
о том как	1	1
восприятие могло быть	1	1
и т д	3	3
можем потому что	1	1
без сомнения не	1	1
себе в зародыше	1	1
так что если	1	3
применить это к	1	1
не то что	3	1
мы его не	1	1
же касается до	1	1
находится в сознании	1	1
если бы в	1	1
могут быть выражены	1	1
только тогда когда	4	2
в состоянии были	1	1
заключает в себе	8	4
очевидно что если	1	1
чтобы понять что	1	1
мы можем заметить	1	1
минуту находится в	1	1
прямом отношении к	1	1
то есть не	1	3
во многих других	1	1
даже и в	1	1
в сравнении с	1	2
а потому только	1	1
в звуке и	1	1
