2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_2gram
когда они	1	1
во сне	2	5
элементов карнавализации	1	1
его в	1	2
так себе	2	1
речи и	5	1
старость верх	1	1
времени и	2	2
эпоху в	1	1
от всех	1	1
себе не	1	1
обычного хода	1	1
всюду где	1	1
в собственном	1	2
следует отметить	1	1
менее всего	1	2
слова и	7	3
даже в	1	1
диалога так	1	1
не хочу	1	1
они играют	1	1
этот диалог	2	1
мы имеем	3	1
и к	9	5
но здесь	3	2
из главных	1	1
кроме того	4	3
в диалогической	1	1
наличие карнавализации	1	1
которую они	1	1
даже когда	1	1
мы здесь	2	3
самое это	1	1
будем говорить	1	1
от автора	2	1
так и	4	6
всего его	2	1
вовлекается в	1	1
рассказа у	1	1
пожалуй и	2	1
в средневековой	1	1
мы наблюдаем	1	3
влияние на	2	12
еще и	4	1
и у	1	7
за пределы	5	1
один и	1	1
сне смешного	1	5
в последнем	1	1
тон и	3	1
большой внешней	1	3
поэтому все	2	1
последнее слово	1	1
тем самым	1	1
на весь	1	1
на всех	1	1
то что	4	9
не как	3	1
своей жанровой	1	1
достоевского можно	1	2
в более	1	4
достоевский так	1	1
часто и	1	1
и жизни	1	2
его как	2	1
быть еще	1	1
напомним что	1	1
эти мгновения	1	1
развития европейской	1	2
дух и	1	1
в увенчании	1	1
обычной жизни	3	3
и останавливаешься	1	1
все его	1	2
а главное	1	2
перескакивает через	1	1
тому же	1	2
и различные	2	1
или на	1	2
отрешиться от	1	1
степана трофимовича	1	1
той же	3	5
карнавализации на	1	1
несмотря на	1	2
здесь о	1	1
мы найдем	1	3
с первым	1	1
от себя	1	1
прозы в	1	1
связи с	1	1
же деле	1	1
находится на	1	1
типа в	1	3
к одному	6	2
что в	4	2
менипповой сатире	1	1
всеми ее	1	1
при всех	1	2
ивана карамазова	1	4
а у	1	2
друг от	1	1
что их	1	1
и они	2	2
в своей	3	3
но если	3	1
полемики с	1	2
произведения достоевского	1	3
все в	2	1
и самая	1	1
с его	5	2
вовсе нет	1	1
этих двух	4	2
освободиться от	1	1
рождение и	1	1
и социальной	1	1
что она	1	1
все более	1	1
слово языка	3	1
внешней наглядностью	2	1
очень часто	4	1
в той	3	2
в коридоре	1	1
что если	1	1
и что	3	1
направлениях и	1	1
этом мы	2	1
и все	9	10
в карнавальную	2	1
мы говорим	1	1
сон смешного	1	6
или менее	3	3
важно было	1	1
специфической логикой	1	1
к достоевскому	2	1
что достоевский	1	1
в сне	2	7
уж не	1	1
они все	1	1
которого здесь	1	1
смеха в	1	1
жизненной колеи	1	1
что на	1	1
в жизнь	1	1
жизни и	5	9
совершается кризис	1	1
мировой литературе	1	2
художественная концепция	1	1
себя и	3	2
и существенно	1	1
после того	1	1
и притом	1	1
этого он	1	1
античной мениппее	1	2
в них	1	2
всеми своими	1	1
место в	1	2
для понимания	2	2
этого романа	2	1
и внутренней	1	1
что все	1	1
и так	2	3
на лестнице	3	1
элементы карнавализации	1	1
не может	19	2
могут быть	2	4
в несколько	1	1
последней авторской	1	1
там где	2	1
связано с	1	1
сказать что	2	10
то есть	40	48
здесь еще	1	2
диалоге или	1	1
со смехом	1	1
он ничего	2	1
вместе с	2	2
через законы	1	1
у дверей	1	1
сознания и	2	1
братьев карамазовых	1	1
иногда прямо	1	2
нас интересуют	1	1
и одновременно	2	4
в братьях	2	2
в том	9	14
из своей	1	1
условиях и	1	1
рассказ и	2	1
раз подчеркнуть	1	1
в его	9	8
все равно	2	4
на почве	2	1
и т.п	14	31
здесь они	1	1
даже прямо	1	1
этот образ	1	1
оттенки в	1	1
известной мере	1	2
очень существенное	1	1
достоевского этот	1	1
произведений достоевского	6	2
карнавализации для	2	3
совершенно невозможно	1	1
мы конечно	2	1
о том	5	2
чистота и	1	1
между тем	2	2
xix веков	1	2
совершается в	1	1
живет в	2	2
отношение к	3	6
бы сразу	1	1
на некоторых	2	2
карнавальные пары	1	1
еще одного	1	2
достоевского его	1	1
в самой	5	1
к самому	2	4
да и	4	2
с помощью	3	1
отношений к	1	1
которых он	1	1
точках о	1	1
данная нами	1	1
большинстве случаев	8	4
которых грезит	1	1
должны быть	1	1
мы и	3	2
сократическом диалоге	1	6
художественной прозы	1	4
в некоторых	1	4
как мы	12	5
только они	1	1
т.п все	1	1
в духе	2	8
по мере	4	1
князя мышкина	3	1
может быть	23	12
на точках	1	1
находим в	2	1
и его	6	10
в средние	1	10
в одной	2	2
тон рассказа	1	2
органически сочетаются	1	1
правда в	3	2
в сфере	1	1
этой почве	1	1
как его	1	1
процессе его	1	1
сознании и	2	1
с очень	1	1
мгновений сознания	1	1
вовсе не	9	3
они могут	1	1
всего на	1	1
площади и	1	1
произведениях достоевского	3	3
тема в	1	1
между двумя	3	1
достоевского почти	1	2
себя самого	1	3
на площади	5	2
к ним	4	1
можно назвать	1	2
в бесах	1	2
или наоборот	1	2
обычной жизненной	3	1
и иногда	1	1
в тех	1	1
отдельных образов	1	2
здесь нет	3	1
средние века	1	11
отношением к	1	1
только один	1	1
какой-то мере	1	4
в особом	2	1
главное в	1	1
достоевского мы	1	4
типа и	1	1
становятся все	1	1
здесь не	4	4
линии развития	1	3
друг в	3	1
во многих	1	1
о себе	5	2
той или	2	1
достоевского начиная	1	1
и тон	1	2
эти два	1	2
эпохи возрождения	2	5
отличие от	3	1
углами зрения	1	1
сравнению с	1	4
на пороге	12	10
выраженный карнавальный	1	1
достоевского и	2	6
увенчаний развенчаний	1	4
и самое	1	1
пор почти	1	1
можно в	1	1
это конечно	1	2
и других	4	9
разновидностей в	1	1
по тону	1	1
но там	1	1
как он	3	2
бедных людей	1	1
уже на	1	2
его слова	3	1
и тонко	2	1
достоевского как	1	1
и мысли	2	2
в таком	1	2
пороге у	1	1
именно как	2	1
что вы	1	1
нет ничего	1	2
и непосредственной	1	1
могли быть	1	1
мистерийной сцены	1	1
приравнивается к	2	1
в каждой	1	1
источником карнавализации	1	4
на этой	1	1
не будем	1	3
не было	2	4
и даже	3	2
к слову	2	1
вопроса о	1	1
но ведь	2	1
сознание о	1	1
еще раз	1	5
xix веке	1	1
менипповой сатиры	1	9
например у	2	3
смерть в	1	1
карнавальные мистификации	1	1
то это	3	1
в своих	1	2
стремятся к	2	1
только в	6	4
в произведениях	2	1
и брань	1	1
в этой	3	1
другой стороны	3	1
так сказать	5	5
достоевского с	1	3
отношению к	5	1
ну а	1	2
хорошо и	1	1
подходе к	1	2
в роли	1	1
всяком случае	1	1
карнавальный смех	4	5
героев достоевского	3	2
самим собою	3	4
с большой	1	2
к этому	1	4
видеть в	1	1
и время	4	1
вот это	1	1
литературы и	1	2
карнавализации в	3	4
и развенчания	1	1
есть свой	2	1
в античности	2	4
они и	1	2
как в	4	7
лишь на	1	1
во всяком	2	1
односторонней и	1	1
и не	27	15
в кости	1	1
мы уже	3	5
от своей	1	1
со всеми	1	8
форме на	1	1
с высоты	1	2
и вообще	1	3
меньшей степени	2	2
таким образом	4	6
речь его	1	1
жизни в	1	3
если же	5	1
достоевского более	1	1
века и	1	5
всеми остальными	1	1
он как	2	1
к некоторым	1	1
тем что	3	2
уже в	4	2
можем говорить	1	1
в жизни	5	8
в плане	1	1
не только	14	4
он не	4	3
который как	1	1
его жизнь	2	1
в односторонней	1	1
наконец в	1	2
в самых	1	1
все эти	4	9
и идеи	3	4
особенно в	5	4
в атмосфере	2	1
в обычной	1	1
развенчаний и	1	2
рассказ о	1	1
смысле и	1	2
пародия как	1	1
рядом с	5	1
в литературе	1	5
и потому	1	5
есть и	2	2
карнавализованной преисподней	1	2
в литературу	1	4
в их	4	2
с самого	1	3
здесь конечно	2	4
себе оба	1	1
и элементы	2	2
особого типа	1	1
одного произведения	1	1
относится и	1	1
мы находим	5	2
из самых	1	2
внимание достоевского	1	1
мира и	1	2
в себе	7	5
между ними	10	2
в большей	2	2
и он	6	1
только люди	1	1
в рассказе	2	2
на его	1	3
как на	1	1
как своего	1	1
начала в	1	1
с их	1	2
в направлении	4	1
проявляется и	1	2
человека по	1	1
карнавальные обертоны	1	2
вводится именно	1	1
все творчество	1	2
можно это	1	1
перед нами	12	5
в соответствии	1	2
а лишь	1	1
ничем не	1	1
и для	3	4
творчества достоевского	2	10
в осуществлении	1	1
в области	1	3
мы в	1	1
оба полюса	2	2
образов а	1	1
карнавальный характер	1	3
и уже	1	2
и пространства	1	1
и перемен	1	1
возможности и	1	2
иногда в	1	1
для достоевского	2	3
оба этих	2	1
и брани	1	1
авторской позиции	1	2
подчеркнуть что	1	3
даже и	1	2
не менее	2	3
еще не	7	5
знает что	1	1
он сам	2	4
низ лицо	1	1
целый ряд	2	1
с ним	2	2
со смертью	1	2
которая до	1	1
по типу	1	1
карнавального типа	2	15
но на	2	1
в условиях	3	4
в конце	3	3
на все	2	2
все еще	1	3
а в	2	2
и этим	3	1
сюжетные ситуации	1	1
карнавализации у	1	2
всего в	1	1
видеть и	4	1
только с	1	1
резко усиливается	1	1
в каждом	6	4
и тогда	1	1
из обычной	2	1
к биллиону	1	1
здесь также	1	1
своей природе	2	1
глубже и	1	1
с самим	5	5
положений и	1	2
приходит на	1	1
хотя они	1	1
ведь я	1	1
односторонней серьезности	2	1
действие в	1	2
с карнавальным	1	2
своей жизни	1	1
хочу и	1	1
о влиянии	1	1
в своем	3	1
романа но	1	1
основные особенности	1	2
на которой	1	1
карнавализации и	1	1
и без	1	3
но с	2	1
но она	2	1
люди и	1	2
с человеком	1	1
и на	11	18
карнавальной символики	1	2
вплоть до	1	4
самый дурной	1	1
образы карнавала	1	1
в различных	3	1
которые в	2	1
от друга	1	1
достоевского в	8	3
и живой	1	1
сократического диалога	1	10
от него	1	3
в друга	1	1
смех в	3	2
и дидро	1	3
эта позиция	1	1
с которыми	1	1
жанр но	1	2
достоевский был	1	4
так или	1	1
в двух	1	2
рассказа и	1	1
и характер	1	1
есть из	1	1
говорили в	1	1
его внутренне	1	1
как и	12	11
вступают в	1	2
должен был	1	1
потому что	4	5
числе и	3	10
друг друга	6	1
конечно и	3	4
жизненных положений	2	1
что для	1	1
в самом	9	2
при всем	2	1
в бобке	1	2
это последнее	1	1
же время	5	5
в то	5	5
так называемой	1	1
поэтому в	1	1
по отношению	5	2
никогда не	6	2
и то	1	1
жизнь которую	1	1
речь рассказчика	1	1
достоевского но	3	1
им в	1	1
ровно ничего	1	1
это беседа	1	1
и в	46	53
все время	2	1
в эпоху	1	10
в последних	1	1
застыть в	2	1
отметить что	1	2
других людей	1	1
в мире	3	5
настасьи филипповны	6	2
они еще	1	1
и самый	1	5
так что	2	1
но наиболее	1	1
все они	1	1
так как	5	7
средневековой мистерии	1	2
значение в	2	4
но не	4	5
художественного постижения	1	1
и смерти	1	2
необходимо указать	1	1
не в	10	2
как будто	1	2
