2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_2gram
все же	5	8
до них	1	1
его в	4	4
времени и	1	2
слов о	1	1
в первых	1	1
не следует	1	1
том и	1	1
же самый	1	1
отдельными элементами	1	1
и завершающей	1	1
подобно тому	3	2
о мире	1	8
иной смысл	1	1
в значительной	1	1
менее всего	4	1
слова и	1	11
мысли о	1	1
даже в	2	5
ко всему	1	1
ни один	2	1
делая его	2	1
из него	1	1
и к	4	12
что почти	1	1
как впрочем	1	1
определение человека	1	1
к другому	2	16
сохранить за	1	1
его романе	1	1
но здесь	1	1
все голоса	1	2
великого инквизитора	2	1
материал для	1	2
вот он	1	1
кроме того	3	1
устойчивое и	1	1
голоса в	2	2
во взаимодействии	1	1
его и	1	3
его нет	1	1
так и	10	8
достоевского это	1	3
сознание и	3	2
дело идет	6	3
чем не	1	1
подполья это	1	1
в другой	3	1
на другого	1	2
достоевского что	1	2
чужие слова	1	1
и у	4	4
за пределы	6	3
тон и	1	4
чем бы	1	1
есть нечто	1	1
условии что	1	1
последнее слово	9	4
от записок	1	1
то что	18	10
но как	3	4
каждом романе	1	1
не как	12	3
и от	1	3
чтобы сделать	1	1
он строит	2	1
концу даже	1	1
никак не	2	1
не появляется	1	1
последним словом	2	2
не укладывается	1	1
самого героя	8	3
является поэтому	1	1
бы то	3	3
у расина	1	1
все его	1	4
и выводы	1	1
об одном	1	1
в одном	9	6
достоевский и	2	1
можно найти	1	1
своего образа	1	1
в высшей	1	3
той же	6	2
самосознание героя	5	1
от себя	1	5
других но	1	1
в обычном	2	2
к которому	1	1
это уже	1	2
если бы	10	1
же точно	1	1
ни в	3	2
участие в	1	1
героя к	1	2
к одному	1	3
то время	2	1
как не	4	1
слова о	1	4
что в	8	6
ивана карамазова	5	4
однако в	2	2
материала но	1	1
в начале	1	3
а как	6	2
за ним	2	2
в своей	11	4
собственного голоса	1	1
как раз	4	4
него нет	1	2
уже и	1	2
друг с	3	4
все в	6	1
макара девушкина	1	1
в основе	5	1
с его	6	7
что дело	1	1
и больше	1	1
бы и	4	2
в той	6	4
голоса но	1	2
весь в	1	1
себе в	1	1
зависимости от	3	1
сказать так	1	1
и что	1	6
эти три	1	1
собственного слова	1	3
в применении	1	1
и все	3	15
и сердце	1	1
сливается с	2	4
на этот	2	2
что достоевский	3	1
как другой	3	4
и заключается	1	1
