3gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_3gram
ту мысль что	1	2
участвуют в образовании	1	1
ним ни в	1	1
из того что	1	4
мы будем иметь	1	1
в готовом виде	2	1
не могут быть	1	1
взрослого таким образом	1	1
с тем мы	1	1
можно было бы	5	3
для того чтобы	7	14
во всяком случае	4	1
в том чтобы	1	1
и того же	4	3
мы видели занимает	1	1
между собой как	1	2
ступени в развитии	1	2
к одному и	1	2
о том что	3	4
самые различные предметы	1	1
ребенка с помощью	1	1
в его развитии	2	1
друг с другом	5	7
в высшей степени	6	2
и то что	2	2
ребенка на этом	1	1
вместе с тем	10	2
что иное как	1	1
в этом случае	1	3
данной ступени развития	2	1
то положение что	1	1
с ним но	1	1
в процессе решения	1	1
своему строению и	1	1
является то что	4	2
среднее место между	1	1
на первый план	2	1
к внутренней речи	1	2
и влечет за	1	1
основные интеллектуальные функции	1	1
в том числе	1	1
может быть совершенно	1	1
могли бы сказать	3	2
мы показали выше	1	1
и вместе с	2	1
с помощью этого	2	1
этом и заключается	2	1
самых общих чертах	1	1
друг от друга	1	4
между собой и	1	1
более или менее	1	1
с помощью которого	2	2
так как это	1	3
таким образом что	2	2
в результате этого	1	1
влечет за собой	1	1
в школьном возрасте	1	18
с помощью которой	2	1
в основе этого	2	1
понятий так как	1	1
том что начальные	1	1
это мы и	1	1
именно в этой	1	1
то и другое	4	2
той или иной	2	1
имеет дело с	2	1
мы могли бы	7	6
и не является	1	1
мышления а с	1	1
этой точки зрения	2	4
как мы увидим	2	1
они относятся к	1	1
включает в себя	2	2
между одним и	1	1
и что мы	1	1
в зависимости от	5	2
от внутренней речи	1	1
к тому что	1	1
как показывают исследования	1	2
говорит нам о	1	1
одного и того	4	3
если бы оно	1	1
связи и отношения	1	2
исследования пиаже показали	1	1
того как он	1	2
по своему строению	2	1
одной и той	2	1
что уже в	1	1
к высшему типу	1	1
время как в	1	1
то обстоятельство что	3	2
так как она	2	2
своем развитии не	1	1
по своей психологической	2	2
уже говорили выше	1	1
по сравнению с	3	5
и по способу	2	1
не что иное	1	1
так же точно	3	1
же как и	4	1
которые показали бы	1	1
в связь с	1	1
что они имеют	2	1
то что они	1	2
мы думаем что	1	1
в том что	17	11
мы не станем	4	2
в то время	4	4
не может возникнуть	1	1
совершенно иным путем	1	1
к выводу что	2	1
до того как	1	2
представление о том	1	1
сказать что в	1	1
вперед по сравнению	1	2
в развитии ребенка	2	1
переход к высшему	1	1
ступень в развитии	6	2
со всеми своими	1	1
виде как его	1	1
показывает что в	1	1
одним и другим	1	1
связаны между собой	1	3
именно это обстоятельство	2	1
тем не менее	5	1
то что ребенок	3	3
обоих этих моментов	1	1
если бы ребенок	1	1
в развитии понятий	3	1
что вместе с	1	1
так же как	6	7
в связи с	5	1
ребенка и что	1	1
образования понятия и	1	1
в свою очередь	2	3
в самых общих	1	2
по отношению к	2	12
что он в	1	1
в этом заключается	1	1
с другой стороны	3	2
ни в каком	1	1
в отличие от	6	2
сам по себе	1	1
в процессе развития	1	3
ребенок приходит к	1	1
как известно ребенок	1	1
проб и ошибок	1	1
кроме того что	1	1
и что следовательно	1	1
вместе с этим	2	1
смысле этого слова	4	1
все основные интеллектуальные	1	1
том чтобы понять	1	1
происходит так что	1	1
он так же	1	1
к вопросу о	1	1
так и здесь	1	1
но и по	1	1
особенность состоит в	1	1
в следующем виде	1	1
мы видим таким	1	1
их развития в	1	1
приводят нас к	1	1
первого школьного возраста	1	1
есть не что	1	1
еще в высшей	1	1
в частности благодаря	1	1
одному и тому	1	2
как уже сказано	5	1
том виде как	2	1
результатов к которым	1	1
так и в	2	1
и что оно	2	1
связанными между собой	2	1
на основе ряда	1	1
с одной стороны	5	3
речи как и	1	2
в применении к	1	1
том числе и	1	1
встречается ребенок в	1	1
в этом отношении	3	5
приходит к осознанию	1	1
собственном смысле слова	2	1
применении к проблеме	1	1
образования понятия в	2	1
в развитии речи	4	1
значение только в	1	1
бы сказать что	3	1
как мы видели	3	2
друг к другу	1	1
принять во внимание	1	1
мы должны будем	1	1
помощью этого метода	1	1
тем что они	2	1
в ее основе	1	1
того или иного	2	1
по аналогии с	1	1
и тому же	1	2
в известном смысле	2	7
непосредственное отношение к	1	1
как она сложилась	1	1
ребенка с необходимостью	1	1
в собственном смысле	6	1
понятий для того	1	1
что мы знаем	3	1
в другом месте	1	4
с самого начала	6	5
и той же	2	1
приводит нас к	1	2
в том виде	2	1
ребенка в года	1	1
является для ребенка	1	1
к тому чтобы	1	4
и в развитии	2	1
до сих пор	1	3
были бы невозможны	1	1
место между двумя	1	1
ничего общего с	1	2
сама по себе	1	4
речи так как	1	1
есть в сущности	1	1
говорит об этом	2	1
не говорит нам	1	1
заставляет нас дать	1	1
для развития мышления	1	1
том что в	1	2
более и более	1	1
с точки зрения	1	9
мы уже говорили	5	1
принципиально иное чем	1	1
что ребенок не	1	1
мы не можем	1	1
в этом смысле	2	1
видим таким образом	1	1
с их помощью	1	1
и во всяком	2	1
потому что оно	2	1
и как они	1	1
ребенка раннего возраста	4	1
в ходе развития	1	2
на данной ступени	2	1
что они являются	1	1
в этом и	2	1
независимо от того	3	1
мы никогда не	2	1
не является сколько-нибудь	1	1
своей психологической природе	2	2
является одним из	1	1
к этим последним	1	1
в функциональном отношении	6	1
все более и	1	1
что процесс образования	2	1
исследования показывают что	2	1
в своем развитии	1	4
только в том	2	1
в этот период	1	2
но в силу	1	1
не в состоянии	1	4
того же самого	1	3
речь в этом	1	1
совершенно так же	2	1
по своей природе	1	1
не является для	1	2
одним из основных	2	1
то время как	4	4
то же самое	1	4
процесса образования понятий	14	1
по мере развития	1	1
и что в	1	1
путь по которому	1	1
подобно тому как	1	4
стадии в развитии	1	1
нас к выводу	1	1
с ним в	1	1
это значит что	4	4
нам о том	1	1
как мы говорили	1	1
со всеми остальными	1	1
с этой точки	2	4
не может быть	2	3
понятия без этого	1	1
не только потому	1	1
образования понятий у	3	1
само по себе	2	2
последовательность в развитии	1	1
в какой степени	1	1
состоит в том	3	3
и связанное с	1	1
потому что она	1	1
образованию понятий и	1	1
о том как	1	2
в этой области	1	1
что обе эти	1	1
что оно является	1	2
тот же самый	1	1
в области речи	1	2
заключается в том	7	5
эти исследования согласно	1	1
того что мы	1	2
и изолированном виде	1	1
один из них	1	1
все эти три	1	2
задолго до того	1	1
а с другой	3	2
как показывает исследование	2	2
лежит не в	1	1
в дошкольном возрасте	1	2
понятий таким образом	1	2
