2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_2gram
все же	9	8
его в	10	5
в царство	7	11
отдельных случаев	3	1
которое на	1	1
так например	1	3
связь с	4	11
себе не	1	1
чрезвычайно много	1	1
этих случаях	10	1
которые были	2	1
подобно тому	3	1
в точности	1	1
не все	2	1
британской новой	1	1
напоминают нам	1	1
некоторых случаях	2	2
даже в	1	2
ни один	2	1
он прежде	1	1
из него	2	2
мы имеем	15	14
в иное	5	5
и к	1	1
от обряда	1	1
подошел к	1	1
и оно	1	1
в северной	2	2
как существо	1	2
как о	1	1
является и	1	3
а есть	1	1
кроме того	2	3
в тело	2	1
что при	5	2
последний этап	1	2
случае уже	1	1
из таких	1	1
то мы	2	1
не описывается	2	1
его и	4	1
связан с	5	6
так и	5	5
книге мертвых	2	2
и т	19	10
на весах	1	1
в подобные	1	1
когда мы	2	2
всем что	1	1
в городе	1	2
у них	1	4
думает что	1	1
он же	1	1
и почему	3	1
тем самым	2	2
то что	12	6
но как	1	4
на землю	1	4
чтобы его	1	1
в более	1	6
имеем и	2	3
на смерть	2	1
всегда присущ	1	1
на задний	1	1
наряду с	6	3
в особенности	2	1
охраняющие вход	1	3
всех сторон	4	1
с падением	1	1
представлением о	1	2
обратном порядке	1	1
другую форму	1	1
это представление	1	12
в свою	1	1
несколько человек	1	1
в русских	3	1
здесь так	1	1
иное как	2	1
можно найти	5	1
бы заняться	1	1
в одном	5	3
заключению что	1	3
или на	4	1
мы обратимся	1	1
несмотря на	1	1
мы перейдем	1	1
прийти к	1	1
может иметь	1	2
в обоих	1	1
по линии	1	1
в мифе	2	4
ни в	2	2
е его	1	1
более ранних	2	6
к одному	1	1
что в	12	12
только после	4	1
лесного дома	1	1
остается при	1	1
вокруг него	1	3
в сказке	21	23
случаях мы	1	1
рыба и	1	2
он является	2	1
на горе	1	1
и они	4	2
а как	1	1
женщин и	1	1
в своей	1	3
у австралийцев	1	1
но если	3	1
в вавилоне	1	1
вход в	6	4
случаев в	2	2
друг с	1	1
на острове	2	1
что можно	1	1
но дело	1	1
с его	1	4
этих двух	1	1
же эта	1	2
как только	1	3
и пришли	1	1
можно усмотреть	2	1
этом случае	5	6
что она	5	3
очень часто	4	5
в австралии	1	2
о чем	1	2
себе в	1	4
зависимости от	1	2
и что	6	5
пермской сказке	2	1
в й	1	1
здесь интересно	1	2
еще одну	1	2
не происходит	3	3
в стране	1	1
никто не	1	2
эта сказка	1	1
указать на	1	1
детей в	8	1
сообщает что	1	2
нам кажется	1	2
на земледелие	1	2
переносится на	1	1
что на	1	1
и о	1	1
и эту	1	1
часто является	1	1
миф объясняет	1	1
стоим перед	1	1
после того	3	2
они сели	1	1
уже видели	4	3
или он	3	2
фрэзер в	1	1
в них	1	3
для фольклориста	1	3
о смерти	1	9
в преисподнюю	1	1
явление так	1	1
можно возразить	1	1
часто также	1	1
день они	1	1
как предок	1	1
более позднюю	1	1
с обрядом	4	1
выше таким	1	1
не может	5	6
могут быть	2	3
неи как	1	1
следующим образом	1	1
о связи	2	1
интересный случай	1	2
из которого	1	1
там где	1	5
зная что	1	1
в пермской	2	1
мы видели	2	11
сказать что	2	3
в бывшей	1	1
вместе с	7	8
и вызывает	2	1
это всегда	1	1
чтобы попасть	1	1
в лесу	15	1
по-видимому не	1	1
имеет какую-то	1	1
уже ясно	1	2
представлений о	1	7
субститут некогда	1	1
мы знаем	11	2
здесь говорится	1	1
в том	6	12
царства мертвых	1	5
в его	6	5
только у	2	1
его уже	2	1
е у	1	4
д все	1	1
смерть есть	1	1
животный облик	3	1
и может	2	1
он приписывает	1	1
надо сказать	1	1
других народов	1	1
приводит к	2	1
позднее в	1	1
в связи	5	1
о том	3	7
уходят в	1	1
несколько выдержек	1	1
русских сказках	2	1
см в	2	1
живет в	2	2
этот мотив	4	5
в подземное	1	1
