4gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_4gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_4gram
заключается в том что	5	6
же как и в	1	1
одного и того же	4	4
друг с другом в	1	1
в том что в	1	1
с этой точки зрения	1	2
в том числе и	1	1
то время как в	1	1
мы могли бы сказать	2	3
принципиально нового по сравнению	1	1
общего к частному и	2	1
наблюдаем мы и в	2	1
в то время как	5	4
вместе с тем и	2	4
есть не что иное	1	1
совершенно так же как	1	1
состоит в том что	2	3
для того чтобы прийти	1	1
в зависимости от этого	1	2
процесса образования понятий и	1	3
приводит к тому что	1	1
нового по сравнению с	2	1
только в том что	1	2
на каждой возрастной ступени	1	2
понятие в собственном смысле	1	1
новая ступень в развитии	2	1
того чтобы прийти к	1	1
мы видим таким образом	1	1
видим таким образом что	1	1
не что иное как	1	1
ребенка мы могли бы	1	1
в собственном смысле слова	1	2
мы не станем сейчас	1	1
от общего к частному	2	1
как показывает исследование является	1	1
на данной ступени развития	1	2
по своей психологической природе	1	2
одной и той же	3	2
одном и том же	2	1
на то что ребенок	1	1
так же как и	1	4
принять во внимание что	1	1
в связи с этим	1	1
экспериментальном исследовании образования понятий	1	1
в этом и заключается	1	2
по сравнению с тем	1	1
и того же по	1	1
новое что возникает в	1	1
в силу того что	5	2
это вполне совпадает с	1	1
ничего принципиально нового по	1	1
вперед по сравнению с	1	1
если принять во внимание	2	1
что возникает в мышлении	1	1
заключается только в том	1	1
того же по своей	1	1
понятий для того чтобы	1	1
для всего нашего мышления	1	1
могли бы сказать что	2	3
