4gram	Vygotskiy_Psychologia_partition_part2_wordlist_4gram	Vygotskiy_Psychologia_partition_part5_wordlist_4gram
заключается в том что	4	7
что в основе его	1	1
в том виде как	1	2
одного и того же	2	1
указывает на то что	2	1
том что он не	1	1
в том что в	1	2
в этом отношении совершенно	1	1
с этой точки зрения	1	1
то как если бы	1	1
сам по себе не	1	1
в то время как	1	2
но совершенно ясно что	1	2
согласны в том что	1	1
приводит к тому что	1	1
для того чтобы заметить	1	2
том и заключается чтобы	1	1
никак не может быть	1	1
того чтобы заметить что	1	1
в том и заключается	2	2
ответ на этот вопрос	2	1
том и заключается что	1	1
так же точно как	2	3
с и когда он	1	1
не что иное как	2	1
для того чтобы сделать	1	1
так же точно и	1	2
указывали на то что	1	1
мы примем во внимание	1	1
с так же точно	1	1
же точно как в	1	1
одной и той же	2	4
привело к тому что	1	1
совершенно ясно что в	2	1
так же как и	1	1
что в то время	1	1
одно и то же	3	1
в зависимости от того	2	1
и в самом деле	1	4
до тех пор пока	2	1
один и тот же	1	1
а с другой стороны	2	1
этом отношении совершенно напоминает	1	1
в силу того что	1	1
и т д мы	1	1
как раз обратным образом	1	1
том виде как она	1	1
нужно принять во внимание	1	1
с той же точки	1	1
той же точки зрения	1	1
заключается в том чтобы	1	1
для того чтобы показать	1	2
приемом искусства является прием	1	1
в том что он	1	3
указанием на то что	1	1
совершенно ясно что тогда	1	1
