2gram	Losev_ProblemaSimvolaiRealistich_partition_part5_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part1_wordlist_2gram
есть как	2	1
все же	1	9
его в	6	6
огромное значение	1	1
так например	1	1
всего только	1	1
но такой	1	1
или ее	1	1
этот анализ	1	1
чем иным	1	2
даже в	1	1
на душе	1	2
всегда отличаются	1	1
как разложение	1	1
но тогда	1	1
из него	1	1
мы имеем	2	2
и к	1	4
не говорите	1	1
как о	1	4
а есть	4	1
таком случае	6	2
чисто человеческого	1	1
кроме того	2	2
речи о	1	1
некоторого рода	5	4
и хочет	1	3
и указание	1	1
их самих	1	1
глубоко и	1	1
то мы	1	1
так и	12	7
и т	11	1
как человек	1	1
в ту	1	1
когда мы	8	1
еще и	5	4
у фр	1	2
и обрисован	1	1
мало одного	1	1
тем самым	4	1
но вместо	1	1
то что	42	18
не как	2	1
и от	1	1
как для	2	1
никак не	4	8
думал что	1	1
и жизни	1	1
наряду с	1	2
но пока	1	1
бы то	1	2
поставленной в	1	1
на который	1	1
иное как	2	3
тому же	1	1
нет никакой	2	3
или на	3	1
несмотря на	3	6
а скорее	1	2
связи с	5	7
ни в	7	4
необходимо сказать	2	4
и которые	5	2
прошлого века	1	1
то время	1	3
что в	12	5
только после	2	1
с одного	1	1
нас в	2	4
собственно говоря	2	1
однако в	2	3
что их	2	1
в начале	1	3
за ним	1	1
моменты символа	1	1
в своей	8	22
который говорит	1	1
как раз	13	5
ниже в	1	1
хотя он	1	1
уже и	3	2
входить в	1	1
которое было	1	1
на первый	2	1
было и	1	1
чтобы был	1	1
этого символа	2	2
его по	1	1
свой собственный	2	2
с его	2	1
символ здесь	2	2
понятии символа	2	1
что она	5	1
бы и	1	1
что если	2	1
обратить внимание	3	3
о чем	6	1
и что	9	6
которые как	1	1
и все	7	9
в период	1	4
не место	1	1
модель и	1	1
то далеко	2	1
и науки	1	1
поскольку однако	1	1
и о	8	5
жизни и	1	2
но когда	2	1
он служит	1	1
в противоположность	1	3
и притом	4	5
из которых	1	1
стоит на	1	1
что эта	1	1
в них	7	2
для искусства	1	1
и весь	4	1
что пишет	2	1
этому поводу	3	2
и так	2	1
не то	2	2
или иное	1	1
земли но	1	1
не может	8	5
могут быть	2	1
если не	4	4
сказать что	13	9
то есть	33	21
отнюдь не	10	4
того или	2	1
других областях	1	1
еще до	1	2
вместе с	2	7
он должен	2	1
необходимо сделать	1	1
такого рода	7	2
в том	9	12
трактуется в	1	2
и который	2	3
все прочие	2	1
в его	6	12
существу и	1	1
это время	1	2
которое уже	1	1
иначе все	1	1
прежде чем	3	2
разного рода	6	4
от того	1	1
о том	11	12
между тем	2	2
чем он	1	1
одно единое	1	1
самое большее	1	1
вы меня	1	1
было не	1	1
в виду	6	3
на то	8	2
который мы	2	1
в самой	3	3
да и	3	2
уже о	1	1
имеется в	1	1
есть только	8	3
которая не	1	1
мы и	4	2
утверждал что	1	1
что ее	1	1
является символом	4	2
как мы	7	2
однако не	3	1
так чтобы	1	1
это ясно	1	1
да не	1	1
женщины в	1	1
чтобы этот	1	1
может быть	14	7
находим в	1	2
и можно	1	1
и его	3	6
в одной	1	2
то в	5	1
результате этого	1	1
правда в	1	1
вообще на	1	1
только тогда	1	3
как его	2	1
в отношении	3	3
вовсе не	35	8
она не	2	1
который является	2	1
была бы	1	2
человека а	2	2
не больше	3	2
в виде	15	10
не на	3	1
с тем	5	5
я не	1	2
здесь нет	2	1
настоящее время	3	3
который в	1	9
ни было	1	1
за свое	1	1
и мощь	1	1
в символе	17	2
здесь не	7	7
этого героя	1	1
даже если	4	1
той или	5	1
ни о	5	1
и нет	1	2
одного предмета	1	1
иным как	1	2
говоря уже	2	1
его к	1	1
тот же	1	3
и самое	1	1
и ко	1	1
для них	2	3
же мы	2	1
и других	1	1
сравнении с	1	3
со стороны	1	1
мира в	1	3
но всегда	1	1
вернее сказать	2	1
одно из	2	1
мы встречаемся	2	1
в таком	9	2
именно как	4	1
и нельзя	2	1
что вы	3	1
стоит и	2	1
что здесь	3	2
на небо	1	8
то он	2	1
на этой	2	1
не было	4	1
и даже	11	14
и очень	2	1
вопроса о	2	1
значение но	1	1
и тем	13	3
того чтобы	9	2
и при	2	1
в античной	1	2
только в	7	9
в смысле	1	4
тоже не	7	2
богов и	1	4
в этой	10	10
другой стороны	3	6
монастыря в	1	1
из тех	1	2
после этого	4	1
бы что	1	1
то и	6	2
в трех	1	2
всяком случае	3	2
его с	1	1
свидетельствует о	3	2
веры в	1	1
с большой	1	1
к этому	1	2
еще два	1	1
и вполне	3	4
но для	3	2
и сама	2	2
как в	4	2
жизнь которая	1	1
во всяком	7	2
от этого	1	3
и не	31	12
мы уже	5	1
самих по	1	1
со всеми	2	2
и вообще	4	9
таким образом	6	13
тем более	5	1
не говоря	4	1
вместе со	1	1
а вовсе	1	1
тогда когда	1	4
тем что	7	2
весьма существенно	1	1
хотелось бы	1	1
не думает	1	1
уже в	3	2
для получения	4	1
не только	17	18
на другой	1	1
он не	3	3
все эти	8	2
вот что	1	1
у человека	1	1
есть он	1	1
что из	1	1
для всего	2	1
в данном	9	2
тем же	1	3
но о	2	1
нас и	1	2
смысле и	2	1
в литературе	4	1
и потому	2	1
я вас	1	2
содержит в	7	1
и никак	1	2
в их	4	1
т д	10	1
мы находим	2	7
думал я	1	1
то все	1	1
достаточно глубоко	1	1
что бы	1	1
в себе	15	4
на его	2	2
за это	1	5
именно он	1	1
есть весь	1	1
но оно	1	1
к тому	3	2
перед нами	5	1
как такая	1	1
и никто	1	1
бы не	1	3
только как	1	1
что никогда	1	1
и те	1	1
из них	3	2
и для	4	6
что никакой	1	1
времени в	1	1
это только	2	1
в области	2	2
в сравнении	1	3
но даже	1	4
вообще и	4	2
этот же	1	1
и художественный	1	1
увидим ниже	2	1
и душа	1	1
в душе	1	1
по себе	15	2
не потому	2	1
даже и	8	4
и является	7	2
не менее	19	5
и этого	2	1
еще не	9	3
в году	1	5
на первом	1	3
он сам	2	3
перейти к	4	3
с ним	3	3
заметим что	1	1
к его	2	1
без всяких	2	1
вместо этого	1	1
но на	1	1
в конце	6	8
и просто	1	2
о каком	1	1
все еще	1	4
а в	4	6
тому что	4	1
эта последняя	1	1
он только	1	1
тех или	3	2
первый взгляд	1	1
и тогда	1	2
притом в	1	1
одним и	1	1
и должно	2	1
дело в	3	2
поэтому и	2	2
покамест еще	1	2
что человек	1	1
то уже	3	1
в своем	5	11
