3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_3gram
бывшей британской новой	1	1
на более ранних	1	2
не только в	4	4
мы имеем и	1	3
то же мы	2	2
видели выше таким	1	1
казалось бы что	1	1
сказке герой очень	1	1
можно было бы	3	2
есть вместе с	1	1
в сказках других	1	1
то это означает	1	1
в обратном порядке	1	1
за что же	1	1
то же можно	1	1
здесь можно было	2	1
в сказке мы	1	1
что наряду с	1	1
уже видели выше	1	1
видит в нем	1	1
этих случаях говорится	1	1
мы видим в	1	1
и в вавилоне	1	1
друг с другом	1	1
что иное как	2	1
неи этот миф	1	1
в этом случае	5	6
в обоих случаях	1	1
власть над животными	2	1
но он имеет	1	1
и вместе с	2	1
очень часто в	1	1
над жизнью и	1	1
имеем и в	1	3
теперь ты видишь	1	1
явление так как	1	1
древнейшие представления о	1	1
сих пор мы	2	2
очень интересный случай	1	2
и пришли в	1	1
при встрече с	1	1
происходит потому что	1	1
входа в тридесятое	1	1
так как это	1	3
влечет за собой	1	2
то что некогда	2	1
в мифе о	1	4
все же можно	2	2
в сказке в	1	1
этом случае уже	1	1
день они купались	1	1
здесь можно бы	1	1
тех случаях когда	1	3
наряду с этим	2	1
мы видели что	1	3
мы имеем в	5	4
только после этого	1	1
но действительно ли	1	1
можем установить что	1	2
в зависимости от	1	1
в тридесятое царство	3	1
мы имеем например	1	1
связи сказки с	1	1
мы перейдем к	1	1
переходом на земледелие	1	1
но и в	2	2
это далеко не	1	2
на своем пути	1	2
этим же объясняется	1	1
и т д.<неи	1	2
герой никогда не	2	1
через некоторое время	1	1
и в сказке	2	3
чтобы попасть в	1	1
неи но если	1	1
но никогда не	1	1
дает нам сказка	1	1
не что иное	2	1
мы видим и	1	1
т е у	1	4
здесь можно усмотреть	1	1
зависит от животного	1	1
и эти представления	1	2
в том что	5	5
т д но	2	1
в книге мертвых	1	2
но это не	1	1
так например в	1	1
спенсер и гиллен	1	1
его пути в	2	1
и др с	1	1
такой случай мы	1	1
известных нам ступенях	1	1
уже не происходит	1	2
только одна сторона	1	1
в иное царство	4	5
вспомним что и	1	1
уже знаем что	2	2
тем не менее	1	1
в русской сказке	5	6
один из видов	1	1
но вместе с	1	1
мере того как	2	1
она не знает	1	1
так же как	4	1
и то же	1	1
на этой стадии	1	1
какую-то связь с	1	1
по отношению к	3	2
этого мотива с	1	1
с другой стороны	2	8
и когда он	1	1
в свою противоположность	1	1
но еще не	1	1
с этим в	1	2
мы можем установить	1	2
но в сказках	1	1
для нас же	1	1
подробную разработку этого	1	1
в тех случаях	1	3
в других сказках	1	1
на один сюжет	1	1
в сказке о	1	3
как только мы	1	1
можем предположить что	1	1
это только одна	1	1
смысле этого слова	1	1
том что он	1	1
выше таким образом	1	1
этот вопрос не	1	1
превращается в свою	1	1
мы можем предположить	1	1
в этих случаях	8	1
но все же	4	2
знаем что в	2	1
мы можем наблюдать	1	2
представляли себе что	1	1
есть не что	1	1
и здесь с	1	1
с этой стороны	1	1
этот мотив в	1	1
что у него	1	1
чтобы они не	1	1
в царство мертвых	5	4
но так как	1	3
с одной стороны	3	7
герой очень часто	1	1
с переходом на	1	1
в подобных случаях	1	1
т е в	1	2
охранитель царства мертвых	1	1
на то что	2	1
этом случае интересно	1	2
точно так же	6	2
со всех сторон	4	1
так как в	2	1
в сказке герой	1	2
мы рассмотрим сперва	1	1
в другом месте	2	1
позднее в этом	1	1
таким образом мы	1	1
каждый день они	1	1
мы уже видели	3	3
он подошел к	1	1
в русских сказках	2	1
потому что он	2	2
приведенных случаях мы	1	1
встрече с ягой	1	1
имеет какую-то связь	1	1
т д здесь	1	1
в й главе	1	1
когда мы рассмотрим	1	1
с тем она	1	1
в других случаях	2	1
с тем что	3	1
на задний план	1	1
до сих пор	6	4
из этих материалов	1	1
к заключению что	1	3
так или иначе	1	1
в главе о	1	1
вокруг него и	1	1
том что в	1	2
случай мы имеем	2	2
о связи сказки	1	1
перед нами как	1	2
является и в	1	1
после того как	2	2
случае интересно что	1	1
выше мы видели	1	1
жизнью и смертью	1	1
ранних известных нам	1	1
но это только	1	1
состоял в том	1	1
и один из	1	1
это может быть	1	1
этот миф объясняет	1	1
же мы видим	2	2
в сказках типа	2	1
это происходит потому	1	1
в одной из	1	1
на которой стояли	1	1
й главе книги	1	1
о том что	2	4
на его пути	2	2
может быть разрешен	1	1
они купались в	1	1
по мере того	2	1
главе книги мертвых	1	1
мы не будем	2	2
мы видели также	1	1
не похожи на	1	1
подобно тому как	3	1
не подтверждается материалами	1	1
соответствии с этим	1	1
мы обратимся к	1	1
это значит что	1	1
это последний этап	1	1
не может быть	2	3
связь этого мотива	1	1
мы уже знаем	3	2
интересный случай мы	1	1
в пермской сказке	2	1
что они были	1	1
как один из	1	1
очень часто является	1	1
т е его	1	1
более ранних материалах	1	1
в подземное царство	1	1
о том как	1	3
и т д	18	8
несколько выдержек из	1	1
что в одном	1	1
в некоторых случаях	2	2
сохранились в сказке	1	1
вместе с тем	5	3
неи этот случай	1	1
вход в царство	1	2
в бывшей британской	1	1
в связи со	1	1
т д все	1	1
тем что в	1	1
в иной мир	4	1
охраняющие вход в	1	1
из этих двух	1	1
пока не будут	1	1
надо сказать что	1	1
то это значит	1	1
