2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_2gram
все же	9	10
его в	10	9
делает вид	1	3
в царство	7	3
мифы в	1	1
к тем	1	1
так например	1	2
себе не	1	1
связь с	4	8
этих случаях	10	8
отца или	1	1
подобно тому	3	1
дело происходит	1	1
подобно птицам	1	1
в состоянии	3	1
некоторых случаях	2	2
даже в	1	2
себя за	1	1
как пища	1	1
из него	2	2
мы имеем	15	14
в иное	5	5
и к	1	1
право на	3	1
от обряда	1	2
героя что	1	1
время обряда	1	2
воas неи	2	1
и оно	1	1
подошел к	1	1
виду что	1	1
в северной	2	1
мой сын	1	1
она ему	1	1
вдруг откуда	1	1
как о	1	1
же говорит	1	1
в тело	2	1
что при	5	3
народов у	1	1
мы здесь	6	4
волшебной силы	1	1
змеи или	1	2
то мы	2	1
не описывается	2	3
его и	4	2
связан с	5	2
о гильгамеше	2	1
в другой	4	3
героя за	1	1
избушке и	1	1
этом говорит	2	1
как человек	1	3
и т	19	20
книге мертвых	2	2
всем что	1	1
у них	1	1
думает что	1	1
сон стал	1	1
он же	1	2
я твое	1	1
сам был	1	1
они бросают	1	1
тем самым	2	1
то что	12	7
но как	1	1
из сказки	1	1
и пустил	1	1
в каком	1	1
женщинам и	1	1
в более	1	3
имеем и	2	1
в шаманизме	1	1
на задний	1	1
у яги	2	1
наряду с	6	4
в особенности	2	3
она его	1	1
очень рано	2	1
приведенных нами	1	1
в эти	1	1
другую форму	1	1
представлением о	1	3
в одном	5	1
это представление	1	2
в свою	1	3
они до	1	1
жену в	1	1
можно найти	5	2
же представления	1	1
заключению что	1	3
или на	4	2
ей в	1	3
несмотря на	1	2
той же	2	1
мы перейдем	1	1
пока только	1	1
прийти к	1	2
может иметь	1	1
связи с	8	8
в мифе	2	7
в животных	7	1
более ранних	2	1
человека за	1	1
что в	12	8
избушка но	1	1
только после	4	3
герой попадает	1	1
охотничьих народов	1	1
после своего	1	1
вокруг него	1	1
в сказке	21	18
случаях мы	1	2
рыба и	1	1
он является	2	1
ряда частностей	1	1
собой явление	1	1
и они	4	2
взошли в	1	1
а как	1	2
и и	1	1
за ним	1	4
в своей	1	2
у племени	2	2
посвящаемый пролезал	1	1
но если	3	1
в вавилоне	1	3
вход в	6	1
webster в	1	1
друг с	1	2
случаев в	2	1
на острове	2	1
что можно	1	1
но дело	1	1
его по	1	2
этих двух	1	1
и пришли	1	1
как только	1	1
этом случае	5	7
не знаем	1	3
и социальной	2	1
что она	5	1
ко мне	2	1
особенно часто	3	1
очень часто	4	1
о чем	1	2
в австралии	1	6
себе в	1	1
зависимости от	1	1
и что	6	8
пермской сказке	2	1
в стране	1	1
никто не	1	3
некоторых случаев	1	1
сообщает что	1	1
еще пока	1	1
на земледелие	1	1
переносится на	1	1
что на	1	1
и о	1	1
его убивают	1	1
но когда	1	3
стоим перед	1	1
после того	3	3
уже видели	4	1
или он	3	2
найти в	1	1
это положение	1	1
как можно	1	2
представить дело	1	1
что эта	2	1
в преисподнюю	1	4
о смерти	1	1
иметь в	2	1
часто также	1	1
др все	1	1
и так	2	1
не то	1	1
сам в	1	2
более позднюю	1	1
с обрядом	4	3
выше таким	1	1
не может	5	6
могут быть	2	6
следующим образом	1	1
более ранним	1	1
в дремучий	3	1
там где	1	6
древнейшая форма	1	1
в пермской	2	1
мы видели	2	7
сказать что	2	2
отнюдь не	1	1
в бывшей	1	2
вместе с	7	22
он должен	2	1
в сказаниях	1	1
чтобы попасть	1	1
в лесу	15	2
себя как	1	1
мы знаем	11	8
представлений о	1	7
в том	6	6
герой уходит	1	1
царства мертвых	1	1
происходит в	2	1
в его	6	12
только у	2	2
е у	1	1
д все	1	1
это время	1	2
к следующему	1	1
животный вид	1	1
происходит не	1	1
чем продолжать	1	1
из форм	1	1
давно известно	1	1
не мотивировано	1	1
приводит к	2	1
посвящением в	1	1
в связи	5	4
о том	3	7
ее сердце	1	1
этих обрядов	2	1
живет в	2	5
но после	1	1
см в	2	1
но некоторые	1	1
в избушке	9	2
возможно что	2	1
в подземное	1	1
его не	2	3
есть ли	2	1
этот мотив	4	6
на вопрос	2	1
в виду	2	1
в руки	2	1
на то	3	2
в животное	2	6
этих способностей	1	1
можно сделать	1	1
лес только	1	1
материалов по	1	1
сказках о	2	1
детей и	1	1
впечатление что	1	1
в долганском	3	1
в некоторых	2	4
быть не	1	1
здесь прослеживать	1	1
птиц в	1	1
главным образом	2	1
это верно	1	1
неверно уже	1	1
также в	2	1
идет речь	1	1
по мере	3	2
что умерший	1	1
как мы	1	5
д требует	1	1
может быть	17	17
ягой или	1	1
особого рода	1	1
в каких	3	1
и его	3	9
в одной	4	1
понимать язык	1	2
правда в	1	1
очень многих	1	1
два брата	1	1
его право	1	1
по окончании	1	1
или его	2	1
одном случае	2	1
подробнее мы	1	1
в саду	1	1
в комнату	1	1
с каким	1	1
мифе о	1	1
из воды	1	2
подтверждается материалами	1	1
и могут	1	1
вовсе не	1	2
она не	5	2
у якутов	1	1
мертвых это	1	1
нашей сказке	2	1
на семь	1	1
можно назвать	1	1
есть не	1	1
момент когда	2	1
это явление	2	1
в тех	2	1
этого мотива	5	8
ее тело	1	2
что герой	5	3
с тем	9	8
он бросает	1	2
это показывает	1	2
здесь нет	2	1
будем здесь	1	2
герой никогда	2	1
имеем более	1	1
я не	2	1
за собой	1	1
из этого	1	1
что обряд	1	2
себя где	1	1
здесь не	2	1
как указано	3	1
увидим что	3	1
представления и	2	1
не сам	2	1
вслед за	1	1
выдает себя	1	1
их рассмотрение	1	1
герой сказки	1	1
другой версии	1	1
на куски	4	1
отличие от	1	1
можно бы	1	3
его к	1	3
тот же	1	1
см неи	5	1
формы эти	1	1
неи этот	3	2
и действительно	1	5
можно в	1	1
говорит об	1	1
и других	1	2
здесь нас	1	1
со стороны	1	2
это постоянная	2	1
в этнографии	1	1
одно из	2	1
сложился на	1	1
в таком	1	1
пришли в	2	1
в частности	1	7
что здесь	4	3
как говорит	1	1
по земле	1	1
нет ничего	2	1
с которой	2	1
на небо	1	6
случаи представляют	1	1
