3gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_3gram
ту мысль что	2	5
детской мысли как	1	1
из того что	4	4
мы будем иметь	1	2
развития в целом	1	2
не могут быть	1	1
то что с	1	2
является для него	1	1
всей теории пиаже	1	1
можно было бы	3	5
что с таким	1	1
что он является	1	1
во всяком случае	1	6
со стороны ребенка	1	1
развития ребенка с	1	1
в том чтобы	1	4
не может не	1	1
первостепенное значение для	1	1
процессе развития речи	1	1
доказательство того что	1	1
все равно что	1	1
показали что в	1	1
о том что	4	4
с которым мы	1	1
друг с другом	7	2
для того чтобы	14	10
в высшей степени	2	7
и то что	2	1
этой точки зрения	4	1
на первый план	1	1
он не отдает	1	1
является то что	2	2
и тем более	2	1
на самом деле	1	2
к внутренней речи	2	1
в том числе	1	3
вопрос о том	3	2
не только не	3	1
умственного развития ребенка	5	1
в наших опытах	1	1
с помощью этого	1	1
развития и в	1	2
и мышления и	1	1
ответ на этот	2	1
таким образом и	1	1
друг от друга	4	2
ответить на этот	1	1
те же самые	1	1
подняться над крайностями	1	1
более или менее	1	2
с помощью которого	2	2
не могут иметь	1	1
говорит он что	1	1
то и другое	2	1
развитии ребенка от	1	1
и потому что	1	1
той или иной	1	1
в этом пункте	1	2
мы могли бы	6	4
что у ребенка	2	1
мы имеем в	1	1
того факта что	2	1
в свое время	2	1
включает в себя	2	1
своем развитии и	1	1
на первом месте	1	1
в зависимости от	2	6
в том смысле	1	1
то обстоятельство что	2	1
с таким же	3	2
занимает центральное место	1	1
уже говорили выше	1	1
точка зрения была	1	1
по сравнению с	5	5
не отдает себе	2	2
по своей психологической	2	3
и в частности	2	1
и ко всем	1	1
принадлежит к числу	1	1
которым мы сталкиваемся	1	1
себе отчета в	1	2
мы думаем что	1	2
в том что	11	21
мы не станем	2	2
лежит в основе	2	3
мы хотели бы	1	1
что мысль ребенка	1	1
к выводу что	1	1
представление о том	1	1
в развитии ребенка	1	3
одной стороны и	1	2
ступень в развитии	2	3
пиаже и не	1	1
в детской речи	1	1
мы должны были	1	1
своей природе и	1	1
связаны между собой	3	1
у ребенка в	1	2
понимание самого процесса	1	1
но вместе с	1	1
так же как	7	1
в связи с	1	6
эта точка зрения	2	1
именно потому что	2	1
то что пиаже	1	2
в том же	1	2
общего с развитием	1	1
по отношению к	12	5
с другой стороны	2	1
того что нам	2	2
что нам известно	2	4
сам по себе	1	1
в отличие от	2	3
мы можем установить	1	1
того что ребенок	1	2
в процессе развития	3	5
появляется у ребенка	1	1
мы попытались сделать	1	1
связи с развитием	1	1
самом деле если	1	1
проб и ошибок	1	5
смысле с таким	1	1
так и по	1	1
сейчас нас интересует	1	1
что представляет собой	2	1
на всем протяжении	2	2
мы находим в	1	1
смысле этого слова	1	3
том что он	2	1
в своем течении	1	1
благодаря тому что	1	1
вот почему пиаже	1	1
он так же	1	1
не имеют ничего	1	1
можно видеть из	1	1
чем для нас	1	2
что между развитием	2	1
у ребенка уже	1	1
в следующем виде	1	2
не влияет на	1	1
мы видим таким	1	1
именно в этом	2	1
здесь и там	1	1
как уже сказано	1	2
он полагает что	1	1
можно сказать что	5	1
в такой же	3	1
развития одной из	1	1
или хотя бы	1	1
с одной стороны	3	7
не существует все	1	1
речи как и	2	1
в применении к	1	1
том числе и	1	3
функций и в	1	1
детского мышления и	1	1
что эта речь	1	1
и тот же	3	1
вместо того чтобы	3	1
в этом отношении	5	3
собственном смысле слова	1	3
в развитии речи	1	10
бы сказать что	1	1
как мы видели	2	1
том что ребенок	1	3
этой теории которая	1	1
друг к другу	1	1
мы должны будем	1	2
сущности говоря она	1	1
что потребность в	1	1
что в сущности	1	3
детского мышления как	1	2
и т.д и	2	2
в известном смысле	7	1
будем иметь случай	1	2
потому что эта	1	1
том смысле что	1	1
в собственном смысле	1	3
что мы знаем	1	6
в другом месте	4	2
с самого начала	5	1
имеем в виду	1	1
в самом деле	2	4
потому что он	5	2
это было бы	1	1
является для ребенка	1	1
к тому чтобы	4	2
факт с которым	1	1
на все остальные	1	1
до сих пор	3	1
ничего общего с	2	1
сама по себе	4	2
интересующей нас проблемы	1	1
шаг за шагом	1	1
а в результате	1	1
на вопрос о	3	2
то же что	1	1
которое ребенок усваивает	1	1
отдает себе отчета	1	2
том что в	2	2
более и более	1	1
к которому мы	1	1
с точки зрения	9	18
сознательно и намеренно	1	1
состоящее в том	1	1
принципиально иное чем	1	1
длится до лет	1	1
мы уже говорили	1	3
и что только	1	1
мы не можем	1	3
в этом смысле	1	2
видим таким образом	1	1
в настоящей книге	1	1
что ребенок в	1	1
к мысли взрослого	1	1
один и тот	3	1
в сущности говоря	4	1
речи таким образом	1	1
в силу этого	1	1
не обнаруживают ни	1	1
что он не	2	2
что в этом	1	1
не является сколько-нибудь	1	2
на этот вопрос	4	5
как и во	1	1
все более и	1	1
мы постараемся показать	1	1
в своем развитии	4	2
только в том	1	1
если верно что	2	1
того же самого	3	1
точки зрения и	1	1
развитии речи мы	1	1
речь и есть	2	1
не является для	2	1
по своей природе	1	1
и умственного развития	2	1
и внешних условий	1	1
на ту же	1	1
точек зрения которые	1	1
совершенно в других	1	1
то же самое	4	2
процессов развития которые	1	1
но которые имеют	1	1
