4gram	Vygotskiy_Psychologia_partition_part3_wordlist_4gram	Vygotskiy_Psychologia_partition_part5_wordlist_4gram
заключается в том что	4	4
с одной стороны это	1	1
указывает на то что	2	3
если мы перейдем к	1	1
которых мы все время	1	1
с этой точки зрения	1	1
и совершенно ясно что	1	1
и что в этом	1	1
все время как бы	1	2
и в сущности говоря	1	1
же самое видим мы	1	1
мы могли бы сказать	2	1
в то время как	1	2
секрет художника заключается в	1	1
для того чтобы увидеть	1	2
состоит в том что	2	1
с и в самом	1	2
в двух противоположных направлениях	2	1
только обратиться к самому	1	1
время вызывает в нас	1	1
в самом деле если	2	1
и мы увидим что	2	1
не только то что	1	1
образом мы видим что	2	2
именно на этом противоречии	1	1
в том и заключается	2	1
вступить в противоречие с	1	1
том и заключается что	1	1
таким образом мы видим	1	1
и то что в	1	1
могла бы дать повод	1	1
стоит только обратиться к	1	1
одной и той же	2	1
о которых мы говорили	1	2
о которых мы все	1	1
до сих пор не	1	1
замечательно и то что	2	1
мы все время говорим	1	1
одно и то же	3	2
художника заключается в том	1	1
и в самом деле	1	9
тенденцию к тому чтобы	1	1
в том что всякое	1	1
то для того чтобы	1	1
один и тот же	1	1
с другой стороны мы	1	1
все время вызывает в	1	1
настоящий секрет художника заключается	1	1
в двух планах в	1	1
ссылается на то что	1	1
в том чтобы формой	1	1
мы сейчас увидим что	2	1
заключается в том чтобы	1	1
того чтобы увидеть что	1	2
подготовлен к тому что	1	1
заключает в себе непременно	1	1
и мы никогда не	1	1
которых мы говорили выше	1	1
в том что оно	1	1
