3gram	Potebnia_Myslijsyk_partition_part4_wordlist_3gram	Potebnia_Myslijsyk_partition_part1_wordlist_3gram
видно что в	1	1
в том только	1	1
формы мысли то	1	1
должно бы было	1	1
дополнения со стороны	3	1
не могут быть	2	2
все то что	2	1
что на то	1	1
но при этом	1	1
понимание есть вместе	2	1
другую то есть	2	1
из глубины души	1	1
во всяком случае	1	3
вместе непонимание всякое	1	1
что бы они	1	1
и того же	2	1
для того чтобы	2	4
он не есть	1	1
что язык есть	5	3
таким же образом	1	1
можем ли мы	1	1
на то что	1	4
о том что	1	5
человек впервые пришел	1	1
было бы невозможно	1	1
или что на	1	1
что иное как	2	2
лицом к лицу	1	1
не теряет своей	1	1
то есть чем	1	1
и тем более	1	1
слова от мысли	1	1
на самом деле	1	3
языка таким образом	1	1
между тем как	1	2
говорящего и слушающего	1	1
вопрос о том	1	2
то это не	2	1
не только не	2	3
не менее в	1	1
как и в	2	1
что как же	1	1
друг от друга	2	1
потому что в	4	3
потому что как	2	2
для нас весьма	1	1
таким образом что	2	2
обратить внимание на	1	2
которые могут быть	1	1
то и другое	2	2
язык не может	2	1
быть не может	2	1
том смысле в	3	1
о сознательном изобретении	1	1
что и в	3	2
уже при самом	1	1
имеет свою историю	1	2
сказать несколько слов	1	2
мы видели что	1	1
в сущности есть	1	1
со стороны его	1	1
лишь по мере	1	1
выражать уже готовую	1	1
есть переход от	1	1
к тому что	2	1
в обществе и	1	1
так что в	2	1
и в этом	6	4
со стороны говорящего	1	1
впервые пришел к	1	1
одного и того	2	1
в том смысле	4	2
от того что	1	3
лишь в том	1	1
что в нем	1	1
но и в	4	1
мысли отдельного лица	1	1
исходная точка языка	1	1
потому что не	4	1
и в слове	1	1
одной и той	3	1
доставляемых общим чувством	1	1
мнения о сознательном	1	1
не что иное	2	2
мысли если бы	1	1
т д то	1	1
а следовательно и	1	1
в том и	2	2
для нас в	1	1
с этим последним	2	2
же следует сказать	1	1
это не так	1	1
в том что	13	7
однако заметить что	1	1
в то время	1	1
к лицу с	1	1
там же с	7	2
может быть названо	3	1
нельзя сказать чтобы	1	2
потому что слово	1	2
и в таком	1	1
то же время	3	3
язык развивается только	1	1
а вместе и	2	1
и т п	2	4
тем и другим	1	3
точно так как	6	1
употребленное нами слово	1	1
тем не менее	6	4
может быть назван	1	3
мере того как	3	4
занимающего нас вопроса	1	1
до того что	1	1
и как бы	3	2
требуют дополнения со	1	1
в связи с	1	1
слова не было	1	1
по крайней мере	2	5
в свою очередь	4	1
но самое это	1	1
понимание было бы	1	1
по отношению к	13	8
с другой стороны	5	1
таким образом в	1	1
в данное время	1	1
мысли и слова	1	1
всякое согласие в	1	1
и мы в	1	1
сам по себе	1	4
то что в	1	2
а между тем	3	4
не более как	3	1
если бы не	2	2
с членораздельным звуком	1	1
только в нем	1	1
в действительности язык	1	1
и все это	1	1
смысле этого слова	1	1
вместе с этим	1	2
не может стать	1	1
человека зависят от	1	1
в одном из	1	1
возможно только тогда	2	1
столь же мало	1	1
в эту минуту	1	1
в мыслях вместе	1	1
носит на себе	1	1
том виде в	1	1
потому что мысль	1	1
тех и других	2	1
при помощи языка	1	1
несколько слов об	1	2
язык не есть	2	1
мы в то	1	1
и то и	1	1
том и другом	2	1
в каждом языке	1	1
но так как	1	1
с одной стороны	3	1
не было бы	1	1
тем что мы	1	1
