3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_3gram
должны перейти к	1	1
все то что	3	2
до достоевского с	1	1
особенности творчества достоевского	1	1
как мы уже	2	3
типа а не	2	1
значение для понимания	1	1
можно было бы	3	1
чтобы убедиться в	1	1
во всяком случае	3	1
дело идет именно	1	1
он ни был	1	1
всех произведениях достоевского	1	1
о том что	2	2
и то что	1	1
свое последнее слово	1	1
а вместе с	1	1
и заключается в	1	1
в большинстве случаев	2	4
в его целом	5	1
со всею отчетливостью	1	1
сам с собою	1	1
таким образом и	1	1
достоевского мы остановимся	1	1
видения мира и	1	1
как у достоевского	1	3
в этом произведении	1	2
линии развития европейской	1	1
прямо сказать что	1	1
в братьях карамазовых	1	2
может быть и	1	2
творчестве достоевского мы	1	1
записок из подполья	3	1
и в то	3	2
но ее нельзя	1	1
в зависимости от	3	2
идет именно об	1	1
мы должны перейти	1	1
и у достоевского	1	1
личности в этом	1	1
что и достоевский	1	1
той линии развития	1	1
во всех произведениях	1	1
том что все	1	1
и в двойнике	1	1
так как только	1	1
и не может	2	1
по сравнению с	1	4
и на его	1	2
при всей их	1	1
в своей совокупности	1	1
тем или иным	1	1
в том что	7	3
идеи у достоевского	1	1
то же время	7	5
но они уже	1	1
к творчеству достоевского	1	1
хотя и не	1	1
бы он ни	1	1
было бы дать	1	1
и наконец в	1	2
новое отношение к	1	1
находим у достоевского	1	1
именно потому что	2	1
по крайней мере	2	1
равно как и	1	1
то есть в	3	2
его творчества и	1	1
что они не	1	1
по отношению к	11	1
с другой стороны	2	1
что дело идет	1	1
стиль и тон	1	1
в отличие от	2	1
а потому и	1	1
и обнаженной форме	1	3
мы уже отмечали	1	2
в нем и	1	1
европейской литературы в	1	1
здесь мы должны	1	1
странника макара долгорукого	1	1
как и его	1	1
смысле этого слова	1	1
мы остановимся в	1	1
нельзя правильно понять	1	1
позиции по отношению	1	1
почти во всех	1	2
но во всех	1	1
обычной то есть	1	1
один миг не	1	1
достоевского и в	1	2
как бы он	1	1
в той же	3	1
произведений достоевского мы	2	1
как мы сказали	1	1
так и в	1	2
можно сказать что	2	4
разумеется все эти	1	1
есть все то	1	1
здесь конечно не	1	1
в то же	7	5
в этом отношении	5	1
в этих романах	1	1
друг к другу	1	1
его творчества так	1	1
можно даже сказать	1	1
но вовсе не	1	1
с самого начала	2	3
и никогда не	1	1
в его творчестве	2	2
да и не	1	1
тех или иных	1	1
человека из подполья	3	1
творчестве достоевского в	1	1
до сих пор	2	5
в сущности только	2	2
той же основной	2	1
в мире а	1	1
и он остается	1	1
в произведениях достоевского	2	1
в творчестве достоевского	4	5
с точки зрения	15	2
к себе самому	1	6
то что я	1	1
даже сказать что	1	1
мы уже говорили	1	2
может быть только	1	1
и т.п все	1	1
в этом смысле	9	1
достоевский как художник	1	1
но именно этот	1	1
является одним из	1	1
но в то	2	1
описательная характеристика жанровых	1	1
в конце концов	4	1
и в нем	1	1
то же самое	1	1
нужно сказать что	1	2
с самим собою	1	4
не может сосредоточиться	1	1
и даже не	1	1
но не может	1	1
все в нем	1	1
то что было	3	1
теперь мы должны	1	2
не может быть	3	1
то есть все	1	1
со всеми ее	1	1
себе самому и	1	1
мы видим что	1	1
все романы достоевского	1	1
творчества достоевского и	1	1
