3gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_3gram
о которой мы	1	1
аутизма к логике	1	1
эгоцентризма детской мысли	1	3
что говоря словами	1	2
всей теории пиаже	1	1
на которых покоится	1	1
сомнений в том	1	1
мышлении ребенка о	1	1
в том чтобы	4	3
она стремится не	1	1
для того чтобы	10	15
о том что	4	6
этой точки зрения	1	1
на то что	6	3
на первый план	1	2
на самом деле	2	1
полагает что если	2	1
лишь в отдельных	1	1
не только не	1	1
как и в	1	1
и мн др	1	1
зависимости от этого	2	1
в наших опытах	1	2
ответ на этот	1	2
как именно в	1	1
развитии детской речи	2	1
нас сейчас может	1	1
той или иной	1	1
контакт с действительностью	2	1
мы видели что	3	1
мы могли бы	4	5
эгоцентрической речи является	1	1
и связи с	1	1
на первом месте	1	1
в зависимости от	6	2
и не то	1	1
как и все	1	1
предшествует принципу реальности	1	2
что эгоцентрическая речь	3	10
установлению истины а	1	1
психологическую субстанцию ребенка	1	3
и в частности	1	2
в том что	21	15
о развитии мышления	1	2
о развитии детской	2	1
для исследователя который	1	1
показать что эгоцентрическая	1	1
не то же	1	1
как другая сторона	1	1
ступень в развитии	3	1
является побочным продуктом	1	1
с таким образом	3	3
сама себе воображаемую	1	1
себе воображаемую действительность	1	1
которые содержатся в	1	1
так же как	1	5
что в мышлении	1	1
стремится не к	1	1
мы не хотим	2	2
от всяких обобщений	1	1
в отличие от	3	1
только для того	1	1
действительного приема пищи	1	2
в деятельности ребенка	1	1
с действительностью нисколько	1	1
тем более от	1	1
мы видим таким	1	3
тех фактов которые	1	1
том числе и	3	1
и логическое мышление	1	1
в пользу того	2	3
систематического изложения и	1	1
к социализированной речи	2	1
связь и взаимодействие	1	1
влияет на общее	1	1
может быть следует	1	1
основной вывод который	1	1
нечто подобное происходит	1	1
теоретической и фактической	1	1
в собственном смысле	3	5
в своем исследовании	1	1
что мы знаем	6	1
с самого начала	1	8
внедряются в его	1	1
в самом деле	4	2
сама по себе	2	1
то же что	1	1
более и более	1	2
с точки зрения	18	18
и речи которые	1	1
того чтобы с	1	1
мы не можем	3	1
в этом смысле	2	1
зрения биологической эволюции	1	2
в настоящей книге	1	1
от миражного воображения	1	1
в силу этого	1	3
основной нерв всей	1	1
речи таким образом	1	1
и речи в	1	3
все что мы	4	1
и со стороны	1	1
заметить что в	1	1
нас к выводу	1	1
в филогенетическом развитии	1	1
речи и мышлению	1	1
в теории пиаже	5	3
и с точки	1	1
само по себе	2	1
постараемся показать ниже	1	1
всего исследования пиаже	1	2
что пиаже утверждает	1	1
того чтобы показать	1	2
говорит что в	1	1
заключается в том	7	6
в развитии мышления	4	6
функциональные моменты которые	1	1
не удивительно поэтому	4	1
и мышление в	1	1
наступает лишь после	1	1
как это ни	1	1
черт детской логики	1	1
речи от внешней	1	1
их в контекст	1	1
его мышления как	1	1
как мы уже	3	1
пиаже как бы	1	1
особенности детского мышления	3	2
показали что в	1	1
с помощью которых	1	1
к эгоцентризму большую	1	1
на общее направление	1	1
тогда когда он	1	1
в исследованиях пиаже	1	2
в теории детского	1	1
приходит к выводу	1	3
и тем более	1	1
является то что	2	2
на каждом шагу	1	1
рассматривается пиаже как	1	1
понимания вербальной мысли	1	1
в мышлении ребенка	1	1
эгоцентрическая речь ребенка	4	7
скажем только что	1	2
и потому что	1	1
частичный контакт с	1	1
его мысли и	1	1
который по своей	1	1
что ум ребенка	1	1
развития детского мышления	7	2
тот факт что	1	1
что сама постановка	1	1
приводит к установлению	1	1
ситуации в которой	1	1
пределы психологии ребенка	1	1
когда мы говорим	1	1
общее направление его	1	1
об эгоцентрической речи	2	3
детского мышления остается	1	1
что мысль ребенка	1	1
характер детской мысли	1	2
которой мы говорили	1	1
относительно того что	3	1
т.е деформируются живым	1	1
свою особую логику	1	1
между мышлением и	5	2
в результате такого	1	1
эта попытка вывести	1	1
чтобы показать что	1	1
затрагивает целый ряд	1	1
и речью в	1	1
на точку зрения	1	1
по отношению к	5	7
с другой стороны	1	9
о детском эгоцентризме	1	1
мышлением и речью	5	2
точки зрения филогенетического	1	1
вместе с ней	1	1
речи мы должны	1	1
не хотим вовсе	1	1
потребностей и интересов	1	1
говорит пиаже является	1	1
мышления и речи	9	31
от речи и	1	1
а к удовлетворению	1	1
не является той	1	1
во внутреннюю речь	1	1
мышление ребенка в	1	3
воображаемую действительность или	1	1
детского мышления и	1	8
вместо того чтобы	1	2
в пользу этого	1	1
действительностью нисколько не	1	1
детской логики с	1	1
но этот мимолетный	1	1
бы сказать что	1	2
эгоцентрическая речь является	1	1
точно так же	1	1
друг к другу	1	1
его собственную субстанцию	1	1
первичной ступенью в	1	1
учении о мышлении	1	1
детского мышления как	2	2
в известном смысле	1	2
эгоцентризму большую часть	1	1
в другом месте	2	6
развитие детского мышления	1	1
лишь после действительного	1	2
внешней к внутренней	2	1
во всем его	1	1
эта мысль не	1	1
к пониманию и	1	1
по этому пути	1	1
том что в	2	2
дело в том	1	1
развитии речи от	1	1
в его собственную	1	1
сам пиаже в	1	2
в развитии детского	5	2
на этот вопрос	5	2
об этом в	1	1
концепции детского эгоцентризма	1	2
слушать что они	1	1
образом как и	1	1
детского мышления не	1	1
по своей природе	1	2
своеобразие детского мышления	1	1
направление его мысли	1	1
в отдельных весьма	1	1
мышления от аутизма	1	1
в своих исследованиях	1	1
в истории развития	2	1
эта функция речи	1	1
слишком систематического изложения	1	1
во всей их	1	1
как если бы	1	2
он приходит к	1	1
в целом и	1	5
являются как бы	1	1
и онтогенетического развития	1	1
теории пиаже в	1	2
и в известном	1	2
генетической точки зрения	1	3
по мнению пиаже	1	1
в сущности это	1	1
и независимо друг	1	1
как в отношении	1	1
то что в	1	1
развития в целом	2	1
удивительно поэтому что	4	1
из того что	4	5
от аутизма к	1	2
эгоцентрической детской речи	1	2
ответа на вопрос	1	1
человеческой речи является	1	1
что он является	1	1
во всяком случае	6	3
всяких обобщений выходящих	1	1
точки зрения развития	1	1
друг с другом	2	4
в высшей степени	7	4
и то что	1	1
а вместе с	1	1
детского мышления в	4	1
для правильной оценки	1	1
функциональных и структурных	1	1
говорит он как	1	1
мы склонны видеть	2	1
в том числе	3	1
это ни странно	1	1
таким образом и	1	2
друг от друга	2	3
что принцип удовольствия	1	1
лишь постольку поскольку	1	1
что у ребенка	1	1
бы мы хотели	1	1
этот мимолетный частичный	1	1
как раз в	2	1
ребенка и с	1	1
по сравнению с	5	5
заключающееся в том	1	1
мы думаем что	2	1
мы не станем	2	4
мы хотели бы	1	2
что даже в	1	1
к которым приводит	1	1
он как уже	1	1
в детской речи	1	1
стоит только сравнить	1	1
мы должны были	1	1
но вместе с	1	4
выводу что все	1	1
эгоцентрической речи ребенка	2	6
того что нам	2	1
его внутренней речи	1	1
сам по себе	1	3
связи с развитием	1	1
в совершенно новом	1	1
на всем протяжении	2	2
развитии детского мышления	5	2
гораздо раньше чем	1	1
благодаря тому что	1	2
весьма специальных технических	1	1
человеческой речи и	1	3
он показывает что	1	2
своей книги в	1	1
именно в этом	1	2
нам думается что	2	5
между словом и	1	1
коэффициент эгоцентрической речи	1	4
сейчас может интересовать	1	1
как уже сказано	2	6
в такой же	1	3
с одной стороны	7	8
в этом отношении	3	4
мышления в собственном	1	2
в развитии речи	10	1
создает сама себе	1	1
в психологическую субстанцию	1	1
который в отличие	1	1
мы говорим об	1	1
мы встречаемся в	1	1
филогенетического и онтогенетического	1	1
в психологическом развитии	1	1
интересующей нас проблемы	1	2
ребенка как известно	1	1
по самому своему	1	1
по существу дела	2	2
на вопрос о	2	2
ли бывает у	1	1
к действительности и	1	1
воздерживается от слишком	1	1
сознательно и намеренно	1	1
в кратких словах	1	1
