2gram	Losev_DialektikaMifa_partition_part3_wordlist_2gram	Losev_DialektikaMifa_partition_part2_wordlist_2gram
когда они	2	1
в последнее	1	1
все же	4	3
его в	3	1
значит? это	1	2
об отношении	1	1
– реальное	2	1
поэтического образа	2	1
без поэзии	4	1
себе не	3	1
существует только	1	1
начиная от	1	1
– лик	1	1
что ему	1	1
если нет	1	4
будет значить	1	4
подобно тому	1	4
не кончится	1	1
она есть	9	10
о мире	1	1
не от	1	1
непосредственное и	1	1
миф это	1	1
есть ничто	1	2
слова и	1	1
итак миф	2	2
даже в	3	1
это вовсе	2	1
из него	1	1
мы имеем	3	1
и к	7	5
здесь я	1	1
говорить не	1	2
не меньше	1	2
виду что	2	1
независимо от	4	1
как о	1	4
того и	2	2
планеты и	1	1
таком случае	3	10
кроме того	3	6
и отвлеченное	1	1
себе ни	1	1
от нее	1	1
так и	10	5
время может	1	1
время однако	1	1
вещи и	3	1
восприятие и	1	1
и т	17	24
уже давно	1	1
должна иметь	1	1
когда мы	3	2
еще и	1	2
реальные вещи	4	2
вещь не	1	2
за пределы	4	3
личности с	1	1
они имеют	1	1
есть нечто	8	23
вещь или	2	2
говорим что	1	1
то что	14	14
но как	5	2
всегда в	1	1
не как	2	1
что тут	4	1
в каком	4	3
свободе и	1	1
мифа в	4	2
и от	3	3
есть по	1	1
– на	1	1
или нет?	1	2
мир как	1	8
его как	1	3
ничего специфически	1	1
в особенности	1	7
можно находить	1	1
как таковым	2	1
не будучи	2	1
дело вовсе	1	1
даже чем	1	1
тело и	3	4
бы то	1	2
должна быть	5	6
мифическое представление	1	1
вещь но	2	3
в одном	4	1
творчества и	1	1
иное как	3	6
что обычно	1	1
тому же	1	2
нет никакой	4	4
кончилось а	1	1
сферу которая	1	1
или на	2	1
несмотря на	2	2
личность и	2	2
понимать как	3	3
та же	4	1
к которому	1	1
мы получим	1	1
нет никакого	2	7
связи с	4	1
выйти за	1	3
в мифе	16	13
ни в	10	9
из двух	1	3
сами эти	1	2
и которые	1	1
то время	4	4
как не	2	2
но то	1	2
он с	1	1
– итак	2	1
слова о	1	1
что в	7	7
тоже суть	1	1
нас в	1	2
собственно говоря	2	4
бытие и	2	3
но совершенно	1	2
и они	2	2
может ли	1	3
как раз	5	7
не указывает	1	1
уже и	2	3
но если	1	6
все в	2	1
на первый	1	4
и живого	1	1
в основе	1	3
миф есть	6	12
вещей или	1	1
что можно	1	2
то тут	2	1
тоже проявление	1	1
и миф	1	3
вовсе нет	1	1
исторического бытия	1	1
себя всему	1	1
как только	3	1
истории не	1	2
из ее	1	1
что она	14	9
формы проявления	2	1
никакому сомнению	1	1
и разные	1	1
бы и	2	1
что если	3	2
о чем	3	1
зависимости от	2	3
и что	5	15
вещи не	1	1
только очень	1	1
в мифологии	4	1
личности но	2	1
еще дальше	1	1
и все	12	6
мы говорим	3	2
от всего	2	6
есть тоже	1	1
или менее	2	1
или явление	1	1
спасения и	1	1
бы мы	1	1
есть вообще	1	1
его тела	1	1
мы только	2	1
что на	2	1
которая есть	2	1
и о	1	3
я показал	2	1
мифе нет	1	1
раз навсегда	1	2
и –	4	6
где есть	2	2
что миф	5	7
жизни и	6	5
– можно	1	1
передо мною	1	1
себя и	1	2
не сводима	1	1
антитеза субъекта	1	1
и притом	7	5
из которых	1	3
что эта	1	1
в них	1	5
только не	2	10
или нет	3	5
же самого	2	1
личностного бытия	3	1
не зависит	1	1
на одном	1	1
иметь в	2	2
не есть	47	54
вечности и	1	1
же необходимо	1	1
исторические факты	1	1
не то	5	1
и ни	1	3
религии что	2	1
в основу	1	1
что все	1	14
– об	1	1
вещи в	4	2
опыта но	1	1
не может	9	19
– не	9	7
могут быть	4	2
но лишь	1	1
уже сказали	1	1
сказать что	10	4
ли нечто	1	3
время никогда	1	1
отнюдь не	6	10
но который	1	1
того или	2	3
но тут	3	1
вместе с	2	1
сознания и	5	4
мало ли	1	1
и значит	1	3
в том	14	5
мы знаем	1	3
вот эта	1	1
но остается	1	1
– вне-временное	1	1
существует особая	1	1
происходит в	1	1
все прочие	1	1
образ и	1	1
в его	1	2
все равно	5	2
всего –	1	1
на почве	1	1
личностной стихии	1	1
в нас	1	1
даны в	3	1
живой и	2	1
и прочие	1	1
есть самосознание	1	3
не существует	1	10
и может	6	1
небесные и	1	1
из всего	2	1
науке и	1	1
от того	4	4
о том	5	6
она действительно	1	2
которая бы	1	1
отличалась от	1	1
его не	2	2
есть ли	5	5
в виду	5	7
нечто в	1	1
вовсе нельзя	1	1
на то	1	3
категория личности	1	1
не отличаются	2	1
да и	6	1
уже о	2	2
имеется в	2	3
есть только	4	12
в сферу	2	3
должны быть	3	3
мы и	1	4
брать как	1	2
и историчен	1	1
и мифология	4	1
есть вид	1	2
об этих	1	1
в некоторых	2	1
не реальные	1	1
опытом и	1	1
как мы	3	2
а потому	2	1
однако не	1	2
как я	2	2
так чтобы	2	2
известно что	1	1
может быть	20	13
есть догмат	4	6
и можно	2	2
в каких	2	1
то в	1	2
в одной	4	3
и его	5	5
тут нет	2	1
на ту	1	1
в сфере	2	1
только тогда	7	3
абстрактно-изолированных вещей	1	1
были бы	1	1
есть субъект	1	1
на мир	2	1
констатировали что	1	1
вовсе не	13	13
она не	8	3
понятие мифа	2	1
же тут	1	4
двери и	1	1
каком-то смысле	2	1
себя самого	1	2
есть не	7	9
мифической отрешенности	10	1
бы я	1	1
к ним	1	1
вещи живого	1	1
была бы	3	3
для мифа	2	3
ответить на	1	1
в виде	2	8
не больше	4	3
не на	2	6
она –	8	1
существу своему	1	1
это есть	8	8
я не	6	6
только один	1	1
что тело	2	1
он берет	2	1
из этого	1	2
как таковую	1	3
том смысле	4	1
более не	1	2
уже сама	2	1
здесь не	1	1
даже если	1	2
во многих	1	1
в глубине	1	1
как миф	3	2
той или	4	2
ни о	2	3
оно живет	1	1
эти два	2	1
чувств и	1	1
и нет	2	7
всем том	1	1
он –	6	7
личность есть	11	3
говоря уже	2	2
оба они	1	1
и проч	1	1
и собственно	1	1
миф от	2	3
несмотря ни	1	1
и прежде	2	3
она в	1	1
тот же	1	1
последнее время	1	1
есть часть	1	1
вопреки своим	1	1
движется и	1	1
это конечно	4	1
же мы	3	2
одинаковой мере	1	3
религии и	1	1
природы и	1	2
поэзии –	1	1
свою собственную	1	1
состоит из	1	1
вы не	2	6
религии религия	1	1
таких примеров	1	1
и социализм	1	1
– и	3	4
одно из	4	5
восприятия но	1	1
может существовать	3	2
становления и	3	1
в таком	4	14
но до	1	1
нас к	1	2
в частности	2	2
нет ничего	1	9
менее в	1	1
на небо	1	2
вы же	1	1
ее среди	1	1
случае есть	1	1
в вечность	1	1
это дает	1	1
от их	2	1
колокольный звон	1	1
показывает что	1	2
итак время	1	1
не было	3	3
и даже	14	13
от этой	1	1
и очень	1	1
но ведь	2	1
платонизм есть	1	1
чтобы не	6	1
и тем	1	2
бытия а	1	1
во внимание	3	2
и при	2	1
то это	2	9
в своих	2	2
только в	5	5
в смысле	5	2
существует не	1	1
бы сказал	1	1
души и	2	2
другой стороны	4	2
одна и	4	1
могут не	1	1
или иного	1	2
есть слово	1	3
само по	2	5
быть так	1	1
после этого	3	1
что уже	2	1
т е	30	48
идет о	1	1
то и	1	3
от абстрактно-изолированных	1	1
все то	1	1
всяком случае	2	2
его с	3	1
– ровно	1	1
не сама	3	1
мифа как	1	1
говорим об	1	1
и время	4	1
на ней	1	1
людей на	1	1
и эта	1	1
оно и	1	1
и вещей	1	1
но для	1	2
и сама	1	5
и я	2	3
нет ни	3	2
от этого	3	1
во всяком	2	2
и не	30	27
что у	2	2
мы уже	8	3
и та	6	1
со всеми	1	2
и вообще	6	2
итак личность	2	1
охватывает и	1	1
таким образом	4	13
тем более	1	3
свой предмет	1	1
действительно есть	2	2
своего предмета	1	1
если же	1	8
по своему	5	1
понятий и	1	1
не говоря	2	2
все –	2	2
тогда когда	6	5
тем что	2	3
одно и	4	5
чтобы убедиться	1	1
по самому	1	1
это и	3	7
бытия то	1	1
у вас	1	1
человеческая жизнь	1	1
не только	19	23
угодно но	1	1
тут впервые	1	1
он не	4	5
понимать в	1	1
ничего странного	1	1
бытие –	1	2
наконец в	1	1
все эти	2	3
только она	1	1
и понимает	1	1
быть ни	1	1
не буду	1	5
е это	1	1
мы констатировали	1	1
в данном	3	2
сознания на	2	1
может и	2	2
в истории	2	4
же кроме	1	1
но о	2	2
пусть даже	1	1
есть и	6	12
и потому	5	2
только мы	1	1
случае не	1	3
содержит в	4	1
в их	2	2
т д	15	23
мы находим	3	1
ниоткуда не	1	1
короче миф	1	1
мира и	1	3
отвлеченное понятие	1	1
есть вечность	5	1
в себе	15	2
мифическая отрешенность	10	2
– во	2	1
все их	1	1
в одинаковой	1	2
и тела	1	2
и он	1	2
человеческого опыта	1	1
как на	1	5
идея и	2	1
личности в	8	2
к тому	2	4
меня и	1	2
– что	2	3
есть следовательно	1	1
и становится	1	1
есть выдумка	1	1
мы есть	1	1
существо а	1	1
мы отнюдь	1	1
сказать и	1	1
мифология ни	1	1
как все	1	3
мифология как	2	1
перед нами	2	3
ставится вопрос	1	1
одной стороны	1	3
только как	3	5
чем говорить	1	1
от идеи	2	1
самое главное	1	1
из них	3	3
и слова	3	1
ибо только	1	1
ничем не	1	7
– все	2	3
быть может	1	3
себе вовсе	1	1
сами по	3	3
можно понимать	2	2
мифического субъекта	1	3
но даже	1	3
взгляд на	2	1
отличается от	1	8
сущности и	1	5
что сущность	2	1
и уже	3	2
но –	5	5
или только	1	4
и эти	1	2
е он	1	1
отцу и	1	2
не дают	1	1
они отличаются	1	1
по себе	18	20
не утверждаем	1	1
тогда и	1	2
слово –	1	2
не менее	3	11
вещей и	3	6
еще не	4	2
совершенно нет	1	1
знает что	1	1
и этого	1	1
даже и	1	7
я говорил	1	1
с ним	4	1
или просто	1	1
или вообще	3	1
ни одного	1	1
утверждаю что	1	5
по типу	1	1
без всяких	1	1
же самое	2	1
тело –	5	2
но на	1	2
как принцип	1	1
должно дать	1	1
о мифологии	1	1
религиозным мифом	2	1
а в	4	2
тому что	2	4
однако что	1	2
необходимым образом	1	2
физическом теле	1	1
тех или	2	2
и более	3	1
когда есть	2	1
и тогда	3	5
их брать	1	2
ни ее	2	1
от самого	1	2
наука и	2	1
на которую	1	1
же будет	1	1
на них	1	2
– вы	1	1
с тех	2	2
вас в	1	1
и вот	4	2
значить что	1	4
миф и	2	3
что угодно	1	2
я хочу	1	1
по преимуществу	1	1
в своем	4	3
к вещам	1	1
стороны и	1	1
вечное и	1	1
но она	1	3
но с	1	1
не мешает	5	2
и на	1	3
всегда и	1	1
явления так	1	1
считает что	1	1
своему существу	1	1
есть уже	2	1
человеческого восприятия	1	1
говорили об	1	1
время –	4	1
на одной	1	1
ли это	1	1
них как	1	1
есть то	1	6
по крайней	9	5
– те	1	1
личность как	2	2
она всегда	1	2
так или	2	2
вообще не	1	2
сознание которое	1	1
– тоже	2	2
по его	1	1
стало быть	10	9
отсюда –	1	1
и всякой	1	2
мы никогда	1	1
только так	1	1
факт что	1	1
как и	10	7
тому как	1	4
с пролетарской	1	1
не могу	6	1
потому что	14	7
друг друга	1	3
что с	2	1
хочу сказать	1	1
но вот	2	2
в самом	5	7
если есть	1	1
при всем	1	4
только и	2	2
личности мы	1	1
же время	5	3
мы еще	1	1
смысле что	3	1
возможна без	4	1
в то	6	5
бытия личностного	3	2
никогда не	9	7
и то	7	4
этом отношении	1	1
тогда он	1	1
утверждаем что	1	1
что есть	2	4
можно ли	3	5
всех этих	3	1
зрения мифического	1	2
и в	19	24
все время	3	3
так же	2	4
грань между	3	2
в мире	2	1
без всякого	4	1
и где	3	2
так что	7	8
чтобы она	1	2
них нет	1	1
сущности это	1	1
не просто	12	18
так как	14	6
миф как	4	1
внешний мир	1	3
чтобы все	3	1
