4gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_4gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_4gram
заключается в том что	4	4
присущие речевому мышлению как	1	1
в том числе и	1	1
собственном смысле этого слова	3	3
отношений между мыслью и	1	2
что в ходе развития	1	1
но вместе с тем	1	4
отмирание эгоцентрической речи а	1	1
не связанных между собой	1	1
в зависимости от этого	1	1
то же самое время	1	1
современной структурной психологии в	1	1
все больше и больше	2	1
точки зрения с точки	1	1
речи по сравнению с	1	1
сказать что эгоцентрическая речь	1	1
мышления и речи в	1	2
себе свойств присущих целому	1	1
это речь для себя	1	1
речи в детском возрасте	1	3
почти всегда готово когда	2	1
не удивительно поэтому что	1	1
той только разницей что	1	1
и судьбе эгоцентрической речи	2	1
всякое слово уже обобщает	1	1
одно и то же	3	2
на одно из первых	1	1
ни к кому не	1	1
что с точки зрения	1	1
находит свое выражение в	2	1
отношения мысли к слову	2	1
учения о мышлении и	2	3
речи но все же	1	1
всегда готово когда готово	2	1
к выводу что эгоцентрическая	1	1
одно из первых мест	1	1
в одной и той	1	1
эгоцентрическую речь ребенка с	1	1
слова к его значению	1	1
в себе свойств присущих	1	1
внутренней речи и ее	1	2
что эгоцентрическая речь ребенка	1	4
в том что в	1	1
в одно и то	1	1
установление того факта что	1	1
с этой точки зрения	4	1
падению коэффициента эгоцентрической речи	2	1
слово почти всегда готово	1	1
слова но вместе с	1	1
в то время как	2	4
в свою очередь является	1	1
есть речь для себя	1	1
свойства присущие речевому мышлению	1	2
эгоцентрической речи ребенка и	1	1
свойствам в равной мере	1	1
грамматики и логики в	1	1
психологической природы внутренней речи	3	1
для того чтобы сделать	2	1
вещи к самой себе	1	1
на кислород и водород	1	1
между мышлением и речью	2	2
с одной стороны и	3	1
ко всем ее свойствам	1	1
в развитии эгоцентрической речи	1	1
учение о мышлении и	2	2
эгоцентрической речи является основным	1	1
одной и той же	2	2
но для того чтобы	1	1
скажем только что эти	1	1
о том что эгоцентрическая	1	1
по отношению к другу	1	1
мысли к слову является	1	1
той ситуации в которой	1	1
коэффициента эгоцентрической речи в	2	1
такой же мере как	2	1
привел к тому что	1	1
ситуации в которой она	1	1
эгоцентрической речи но все	1	1
друг по отношению к	1	1
том что эгоцентрическая речь	1	2
в эгоцентрической речи ребенка	2	1
выполняет никакой функции в	1	2
которых мы говорили выше	2	1
точки зрения значение слова	1	1
области учения о мышлении	3	1
по мере роста ребенка	1	1
не выполняет никакой функции	1	2
никакой функции в поведении	1	1
на всем протяжении исследования	1	1
но с точки зрения	2	1
по своей природе и	1	1
мы могли бы сказать	2	2
речевому мышлению в целом	1	1
ее свойствам в равной	1	1
эгоцентрической речи а ее	1	1
в этом отношении она	1	1
может быть выражена в	1	1
коэффициент эгоцентрической речи но	1	1
в процессе детского развития	1	1
в собственном смысле этого	3	3
не станем останавливаться на	1	1
ни в какой мере	2	1
именно в силу того	1	1
точно так же как	2	1
с точки зрения теории	1	1
в области учения о	3	1
на образующие его элементы	1	1
о том что в	1	1
не содержат в себе	2	1
может привести нас к	1	1
мышления и речи но	1	2
одном и том же	1	1
по сравнению со взрослым	1	1
так же как и	1	4
между словом и мыслью	1	1
т.е в конечном счете	1	1
одной из центральных особенностей	1	1
между мыслью и словом	5	4
готово когда готово понятие	1	1
в непосредственной связи с	1	1
о развитии внутренней речи	1	1
выводу что эгоцентрическая речь	1	1
в силу того что	1	1
отношению к эгоцентрической речи	2	1
в такой же мере	3	3
детского мышления и речи	1	1
всем ее свойствам в	1	1
речь по мере развития	1	1
речи для того чтобы	2	1
функции и судьбе эгоцентрической	2	1
вопрос о связи между	1	1
для того чтобы показать	1	2
речь не выполняет никакой	1	1
в том что он	2	1
единство мышления и речи	1	2
на речь и мышление	1	1
развитии мышления и речи	1	2
таким образом оказывается что	1	1
зрения с точки зрения	1	1
о мышлении и речи	9	7
проблеме мышления и речи	1	3
в развитии мышления и	1	1
не связаны между собой	1	1
содержат в себе свойств	1	1
точки зрения теории пиаже	1	1
приводит к тому что	2	1
заключается как раз в	1	1
мы не станем останавливаться	1	1
в какой мере не	2	1
что значения слов развиваются	1	1
в современной структурной психологии	1	1
в отличие от элементов	1	1
в пользу того что	1	2
по отношению к эгоцентрической	2	1
с той только разницей	1	1
о которых мы говорили	2	1
сомнений в том что	1	1
в то же самое	1	1
всего в том что	1	1
на пороге школьного возраста	4	2
мысли к слову и	1	2
прежде всего в том	1	1
которые не содержат в	1	1
в нескольких словах на	1	1
учении о мышлении и	2	1
что она представляет собой	2	1
почему вода тушит огонь	1	1
отношение мысли к слову	3	1
могли бы сказать что	2	2
