2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_2gram
сказке он	2	1
и тех	1	1
укажем что	1	1
все же	9	5
его в	3	3
зп в	1	3
знакомый нам	1	1
не единственная	2	1
сына а	2	1
к водяному	1	1
от всех	2	1
теперь к	1	2
связь с	2	6
так например	2	1
этих случаях	16	7
в одну	2	1
только часто	1	1
стал он	1	1
один а	1	1
дело происходит	1	1
с волосами	1	2
в состоянии	4	1
за него	4	2
носит характер	1	1
некоторых случаях	1	3
есть условие	1	1
эти материалы	2	2
ни один	1	2
что им	1	2
коня аф	1	1
меч и	1	1
наконец если	1	3
из сознания	1	1
из него	1	1
мы имеем	12	19
в иное	1	1
и к	1	3
право на	5	1
в северной	1	3
но здесь	2	1
ином царстве	6	2
в наших	1	2
независимо от	1	2
не представляют	1	2
с мужем	1	1
кроме того	3	1
волшебного средства	1	2
и всей	1	1
прямо говорит	1	1
что при	2	1
народов у	1	1
дочь и	5	1
доме и	1	2
мы здесь	2	4
чтобы я	1	1
связан с	1	2
так и	5	2
в другой	3	4
будет сказать	1	1
царстве и	1	1
частный случай	1	2
и т	17	16
для такой	1	1
они имеют	1	1
и у	2	3
означает что	1	1
д в	2	1
то что	7	7
на землю	1	2
с царевной	2	1
с наступлением	1	1
и от	2	3
чтобы изжарить	1	1
никак не	1	1
не один	1	1
большим домом	1	3
в особенности	2	2
самый факт	1	1
не единственный	1	3
случай показывает	2	1
чтобы дать	1	1
сын мой	1	1
должна быть	1	1
ты должен	1	1
в русских	2	3
можно найти	2	4
дом был	1	1
заключению что	1	1
она при	1	2
и пляски	1	1
если бы	1	6
прочим и	2	1
в ученье	1	3
худ в	1	2
связи с	3	6
выйти за	1	2
людям и	1	1
ни в	2	2
собой метафору	1	1
то время	2	2
и той	1	1
между собой	1	1
как не	1	1
что в	13	15
дома с	1	1
в руках	2	1
в сказке	36	50
или она	3	1
случаях мы	2	2
до окна	1	1
волшебного помощника	1	1
в третью	1	1
обряд а	1	1
в начале	1	1
а как	1	1
за ним	1	3
в своей	1	1
отправляется ее	1	1
и они	1	4
у австралийцев	2	1
женщин и	1	1
но если	1	1
случаев в	1	1
женской линии	1	1
и другая	1	1
на острове	2	3
уже известно	1	2
как только	2	2
понимаем теперь	1	1
этом случае	1	5
можно усмотреть	1	1
она дает	1	1
что она	5	5
очень часто	1	3
после смерти	3	2
о чем	1	1
себе в	1	2
и что	10	2
пермской сказке	1	6
как сестра	1	1
этом мы	2	1
верно если	1	1
увидим дальше	1	1
и все	6	3
весь дом	1	1
наблюдать что	1	1
ребенок не	1	1
никто не	1	2
на этот	2	1
и о	2	2
жизни и	1	2
такое толкование	1	3
ему и	1	1
также на	1	1
после того	4	2
