2gram	Ircho_Komedia_partition_part3_wordlist_2gram	Ircho_Komedia_partition_part1_wordlist_2gram
а напротив	1	1
его в	3	8
все же	3	4
ни малейшего	2	3
времени и	2	1
сталкиваемся с	1	1
подобно тому	1	1
в состоянии	2	1
современных ей	1	1
и чаще	2	1
на основании	3	2
на душе	1	1
к одной	1	2
о которой	1	2
и к	1	3
право на	2	1
как впрочем	1	1
который они	1	1
независимо от	2	1
с такими	1	1
в город	1	1
материал для	1	1
не уступающую	1	1
ср фр	1	1
отвергает все	1	1
драматическом искусстве	1	1
как теперь	2	1
комедии iv	1	1
сведения о	1	1
так и	5	4
о браке	1	1
и т	9	4
двух фрагментов	1	1
в городе	2	1
и у	3	1
за пределы	2	2
у них	1	1
конечно в	1	1
до нас	5	4
г и	3	2
и почему	1	1
в действие	1	1
то что	2	4
в v	2	1
показательно что	1	1
из того	1	3
главный герой	1	1
что комедия	5	1
в г	11	2
наряду с	2	2
намеков на	1	1
стихов из	1	4
в эти	2	1
бы то	2	2
все его	1	1
тоже по	1	1
аттической комедии	9	6
в свою	2	7
в одном	8	2
действие комедии	1	1
тому же	6	6
своих комедиях	1	1
его т	1	1
несмотря на	4	4
той же	1	1
понимать как	1	1
в обоих	1	1
силу этого	1	1
ни в	6	10
три раза	1	1
участие в	4	1
сделать вывод	1	1
прошлого века	1	1
ярким примером	1	1
то время	5	2
что в	6	5
к одному	1	1
он с	1	1
нас в	2	1
однако в	3	4
еще три	1	1
друг от	1	1
в начале	3	3
что их	1	2
а как	1	2
за ним	1	2
уступающую по	1	1
к сожалению	2	1
как раз	3	6
но если	1	3
противоречия между	2	1
v в	13	1
к числу	2	1
было и	1	1
последнее место	1	1
в далеком	1	1
фр в	4	1
не знаем	1	1
что она	1	4
во ii	1	1
после смерти	3	1
о чем	1	7
себе в	1	3
зависимости от	1	1
и что	1	6
в сопровождении	1	2
последней четверти	1	1
ближе к	1	2
зрителей в	1	1
коль скоро	2	1
его для	1	1
в богатстве	3	1
и все	3	2
или менее	2	1
на этот	1	3
комедии только	1	2
еврипида и	3	2
что на	1	1
за несколько	1	1
и о	3	2
ряд моментов	1	1
жизни и	1	1
обе они	1	1
комедии к	5	1
ты не	1	1
ему и	2	2
к человеку	1	2
после того	3	1
всего это	1	1
комедии в	7	1
и притом	2	1
из которых	2	2
начале iv	1	1
ст и	1	5
в них	3	3
выражал ни	1	1
место в	3	1
как зевс	2	1
что все	1	1
те же	1	1
действия и	1	1
не может	2	3
могут быть	3	1
сказать что	1	1
ко всем	1	1
отнюдь не	1	4
персонажей которые	1	1
открытым небом	1	1
в трагедии	2	1
вместе с	2	9
такого рода	6	1
а к	2	1
в том	11	12
мы знаем	2	2
из своей	2	1
указывает сам	1	1
места в	1	1
о первой	1	1
в его	5	8
все равно	1	3
свое мнение	1	1
это время	2	1
мой взгляд	1	1
не входит	1	1
ставит нас	1	1
приводит к	1	3
является конечно	1	2
от того	1	2
о том	8	8
или вовсе	3	1
за ней	1	2
между тем	5	2
отношение к	3	5
которым они	1	1
возможно что	1	3
совсем иную	1	1
похожи на	1	1
молодой человек	1	8
на вопрос	1	2
отказаться от	1	2
в руки	1	2
на то	3	3
вспомнить что	1	1
свидетельствуют о	1	1
да и	3	1
в греческой	1	1
уже о	2	1
можно сделать	3	1
можем судить	2	1
в комедиях	9	2
незадолго до	1	1
по-русски в	1	1
vi вв	1	1
перемены в	1	1
как мы	4	2
это ясно	1	1
противоречие между	1	1
относится к	2	1
известно что	4	1
может быть	9	6
в прологе	4	1
и его	8	6
менандром и	1	2
то в	1	1
же комедии	2	1
так мы	1	1
х годов	3	2
почти за	1	1
в отношении	6	4
этот раз	1	2
вовсе не	2	4
себя внимание	1	1
самым ярким	1	1
хоть и	2	2
от до	2	1
его от	1	2
об их	1	1
в тех	3	1
последних лет	1	1
ли не	4	2
с тем	1	4
появление на	1	1
с презрением	1	1
сам не	1	1
который в	2	3
ни было	2	2
вторая половина	1	1
в до	2	1
за свое	1	1
мы встречаем	5	1
только один	2	2
какой-нибудь из	1	1
не выражал	1	1
сопоставление с	1	1
даже если	2	2
из других	2	1
путь к	2	1
ли он	1	1
самое касается	1	2
сцены из	1	1
бы в	1	4
вслед за	2	1
сцена с	1	2
к которой	1	1
папирусных фрагментов	1	1
всем том	1	2
для комедии	2	1
говоря уже	2	1
отличие от	2	2
на которых	1	1
тот же	3	2
на которые	2	3
был изображен	2	1
и других	7	1
для них	2	1
ему не	1	3
со стороны	2	11
то чтобы	1	1
как он	1	3
тем как	2	1
iv и	1	2
в таком	1	2
больше не	1	1
в частности	3	3
из комедии	6	2
от их	1	1
в следующем	2	1
т п	5	4
расцвета к	1	1
ответ на	1	1
и даже	5	3
он еще	1	1
комедии из	1	1
чтобы не	1	1
и тем	2	1
того чтобы	1	6
а попутно	1	1
то это	1	5
в своих	2	2
только в	3	1
его отца	1	2
первые десятилетия	1	1
больше всего	1	1
в этой	7	3
другой стороны	5	2
жанра который	1	1
к первой	1	1
отношению к	3	3
сразу же	1	4
т е	13	16
после этого	1	2
фр и	8	1
менандра по	1	1
малейшего намека	1	1
идет о	3	3
которые он	2	1
всяком случае	2	3
чтобы понять	1	1
и поскольку	1	1
к этому	4	6
видеть в	2	1
из чего	1	1
и эта	1	1
п т	1	1
и v	1	1
как в	5	2
слишком много	1	1
не случайно	1	1
во всяком	2	3
и не	8	21
что у	2	1
две причины	1	1
таким образом	8	12
по своему	3	3
не говоря	2	1
его современники	1	1
марафоне и	1	1
е из	1	1
тем что	4	5
уже в	5	2
добавим к	1	1
и после	1	2
пока же	1	1
плутарха и	1	1
такое же	1	2
в изображении	1	2
не только	10	5
судя по	2	3
он не	3	5
в основном	1	1
на кого	2	1
комедии менандра	1	7
их характера	1	1
там же	3	1
знаем их	1	1
в самых	1	1
по содержанию	3	1
что из	1	1
папирус обрывается	1	1
особенно в	1	1
в истории	5	1
тем же	1	3
собрании и	2	1
к своим	1	1
и потому	1	1
и саламине	1	1
с самого	1	4
со своим	5	1
в их	4	2
перед собой	1	1
в современном	1	1
т д	4	1
аналогии с	2	2
раз эта	1	1
это обстоятельство	1	3
в себе	2	4
и он	1	2
на его	5	2
как на	1	1
в судьбе	1	1
к тому	6	6
же ничего	1	1
но едва	1	1
на себе	1	1
сказать и	1	1
перед нами	1	1
начала iv	1	1
обстоит дело	1	2
одной стороны	3	3
бы не	1	2
в соответствии	1	1
само собой	1	4
оказывается на	1	1
и те	1	1
из них	10	5
и для	1	4
это только	1	1
этому времени	1	1
отрывки из	1	2
в области	2	2
до конца	2	4
с участием	3	2
при марафоне	1	1
до начала	2	2
в душе	1	1
