3gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_3gram
в слове и	1	1
силу того что	2	1
для того чтобы	7	18
всей нашей работы	1	1
о том что	3	4
этой точки зрения	2	4
на то что	3	4
если только не	1	1
что иное как	1	1
они будут служить	1	1
к внутренней речи	1	3
могли бы сказать	3	2
как и в	2	3
и вместе с	2	2
зависимости от этого	2	1
с помощью этого	2	1
мышления в целом	1	1
этом и заключается	2	1
речи в этом	1	2
развитии детской речи	1	1
той или иной	2	1
что и в	5	1
мы могли бы	7	4
одним и тем	1	2
в зависимости от	5	1
или на цилиндре	1	1
по своему функциональному	1	1
знак равенства между	1	1
по своей психологической	2	3
так же точно	3	3
том что она	1	2
в том что	17	13
для социальных приспособлений	1	1
все же в	2	1
представляет собой такое	1	1
ребенка этого возраста	1	1
показывает что в	1	1
с таким образом	1	1
самого начала в	1	1
то что ребенок	3	1
проследить их образования	1	1
так же как	6	7
не станем останавливаться	1	1
стадии где они	1	1
в отличие от	6	2
коротких замыканий и	2	1
по характеру до	1	1
и речи есть	1	1
слово входит в	3	1
кроме того что	1	1
речи ребенка мы	1	1
до их конечной	1	1
что речевое мышление	1	1
том числе и	1	1
имелось бы так	1	1
ребенок таким образом	1	1
в пользу того	2	1
это имеет место	1	1
так как в	1	1
в собственном смысле	6	3
каждой возрастной ступени	2	1
с самого начала	6	7
будут служить для	1	1
таким образом по	1	1
со взрослым в	1	1
сама по себе	1	1
в функциональном и	1	3
внутренняя речь не	1	1
ее других свойств	1	1
с внутренней речью	1	4
в последнее время	3	2
с точки зрения	1	21
входит в структуру	3	2
речь для себя	1	13
мы не можем	1	3
в этом смысле	2	1
принципиально ничем не	1	1
остается тем же	1	1
и ослаблению других	1	1
и речи в	2	2
и функциональных особенностей	1	2
все что мы	2	3
лежащие в основе	1	1
речь в этом	1	2
были бы неузнаваемы	1	1
который мог бы	1	1
все скрытые процессы	1	1
речи к шепоту	1	1
само по себе	2	1
идет впереди его	1	1
служить для индивидуальных	1	1
и связанное с	1	1
речи то и	1	1
характеру до их	1	1
заключается в том	7	4
в развитии мышления	6	2
того что она	1	1
на ряд отдельных	1	1
не только в	1	1
мы стремились показать	1	2
к той же	1	1
как мы уже	2	1
не для социальных	1	1
свете наших экспериментов	1	1
то положение что	1	1
ребенка и взрослого	7	1
в детском возрасте	2	1
социализации детского мышления	1	1
как и для	1	1
возникающая на основе	1	1
эгоцентрическая речь ребенка	1	5
скажем только что	1	1
речи тем не	1	1
благодаря этому возникает	3	1
является в этом	1	1
представляется в свете	1	2
сокращений коротких замыканий	2	1
что эта связь	1	1
и что мы	1	1
таким образом приходим	1	1
от внутренней речи	1	1
могли развернуть все	1	1
тот факт что	5	1
совершенны и социальны	1	1
процессы и записать	1	1
по своему строению	2	5
с помощью речи	2	1
же как и	4	2
не может возникнуть	1	1
же в них	1	1
и структурном отношении	1	3
контакт между ребенком	1	1
одного из авторов	1	1
анализ показывает что	1	1
так как этот	1	1
между мышлением и	1	2
в свою очередь	2	2
функционального и структурного	2	1
по отношению к	2	5
с другой стороны	3	1
не проследить их	1	1
мышлением и речью	1	2
мы могли развернуть	1	1
мышления и речи	18	6
и том же	1	1
мы остановимся в	1	1
где они совершенны	1	1
того и другого	2	2
есть не что	1	1
речь и мышление	2	2
мысль можно было	1	1
речь становится внутренней	2	1
значение внутренней речи	1	1
для индивидуальных но	1	1
бы сказать что	3	2
заключается только в	1	1
точно так же	1	2
друг к другу	1	1
отличны друг от	1	1
помощью этого метода	1	1
по аналогии с	1	1
в известном смысле	2	2
неузнаваемы если только	1	1
связи между словом	1	2
и той же	2	2
оба эти момента	2	2
ребенка в года	1	1
на цилиндре фонографа	1	1
их на чувствительной	1	1
конечной стадии где	1	1
том что перед	1	1
том что в	1	2
понимание с помощью	1	1
и тем же	1	2
речи только что	1	1
во внешней речи	1	4
что мы в	1	1
и зависят от	1	1
по своей природе	1	4
в процессе образования	7	1
подобно тому как	1	1
стадии в развитии	1	1
в самом начале	1	3
по этому поводу	1	3
из которых каждый	2	1
внутренней речи в	2	4
что они были	1	1
внутреннюю речь и	1	1
и в высшей	1	1
от внешней речи	1	3
даже если бы	1	1
и социальны по	1	1
так много сокращений	1	1
функциональном и структурном	1	3
внутренней речью в	1	2
социальны по характеру	1	1
все эти три	1	2
по отношению ко	1	1
в дошкольном возрасте	1	1
из того что	1	2
связей между отдельными	1	1
взрослого таким образом	1	1
ребенка представляет собой	1	2
во всяком случае	4	1
на котором мы	1	2
что внутренняя речь	1	3
таким же образом	1	1
ребенка с помощью	1	1
друг с другом	5	2
