3gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_3gram
перед нами в	1	1
процесс образования понятий	9	6
этого слова мы	1	1
чрезвычайно важную роль	1	3
в детском мышлении	2	1
интересующей нас проблеме	1	1
в том чтобы	1	2
в мышлении взрослого	1	4
для того чтобы	7	5
о том что	3	3
этой точки зрения	2	4
понятия маленькое повествование	1	1
на то что	3	4
что иное как	1	1
будем иметь возможность	1	1
в образовании понятия	2	2
на первый план	2	4
могли бы сказать	3	2
как и в	2	1
вывод к которому	1	1
мышления в целом	1	1
между собой и	1	2
с помощью которого	2	2
так как это	1	1
если принять во	1	1
с помощью которой	2	1
что и в	5	1
мы видели что	3	2
мы могли бы	7	9
они относятся к	1	1
он имеет в	1	1
одним и тем	1	3
в зависимости от	5	1
является функциональное употребление	1	1
одного и того	4	5
таким образом задача	1	1
знак равенства между	1	1
эксперимент показывает что	1	1
от мышления в	3	2
на процесс образования	2	1
понятий в его	2	1
уже говорили выше	1	2
в области практического	1	1
в том что	17	31
мышлении взрослого человека	1	4
понятие в действии	2	1
в переходе от	1	1
в своеобразном сочетании	2	2
ступень в развитии	6	3
показывает что в	1	1
с таким образом	1	3
функционального употребления слова	2	2
в качестве средства	4	2
задачи стоящей перед	1	1
и в мышлении	2	2
так же как	6	5
что в мышлении	1	1
на этой стадии	2	1
комплексному характеру детского	1	1
нельзя принять за	1	1
в экспериментальном анализе	1	1
раньше чем он	1	1
в отличие от	6	2
не имеет никакого	1	1
в процессе развития	1	1
отношение общего к	1	1
ребенок приходит к	1	2
на каждой возрастной	2	1
целый ряд слов	1	1
никакому сомнению что	1	1
комплекса от понятия	1	1
этой фазе своего	1	1
мы видим таким	1	4
приводят нас к	1	1
одному и тому	1	4
том числе и	1	2
тогда когда они	1	1
ребенка как в	1	1
так как в	1	2
и тому же	1	4
играют чрезвычайно важную	1	3
в собственном смысле	6	7
каждой возрастной ступени	2	1
с самого начала	6	1
образования понятий на	1	1
сравнению с тем	1	1
со взрослыми и	1	1
с полным основанием	1	2
более и более	1	2
с точки зрения	1	11
виде а в	1	1
в этом смысле	2	8
предметов что и	1	1
значение слова или	1	1
примитивного человека и	1	1
не только у	1	1
что процесс образования	2	1
является не просто	1	1
не подлежит никакому	1	2
лежащие в основе	1	1
за простой знак	1	1
развития понятий и	1	1
высших психологических функций	1	1
и в отношении	2	2
само по себе	2	1
к образованию понятий	4	1
о том как	1	1
остановиться на этом	1	1
что обе эти	1	1
заключается в том	7	14
и в результате	1	2
его речевого развития	1	1
в развитии мышления	6	1
слова в качестве	1	3
как показывает исследование	2	1
для образования понятий	2	1
нового по сравнению	1	1
чтобы подойти к	1	1
учит нас не	1	1
в экспериментальных условиях	3	1
возникает на основе	1	2
это означает что	1	1
друг друга как	1	1
не только в	1	1
в готовом виде	2	5
не совершается никакого	1	1
формы комплексного мышления	2	4
как мы уже	2	3
то ни было	1	1
фаза в развитии	1	1
основе комплексного мышления	1	1
с истинным понятием	1	1
и того же	4	5
с помощью которых	7	1
в его развитии	2	2
операции с помощью	1	1
общения со взрослыми	1	1
ребенка и взрослого	7	1
в основе понятия	1	1
скорее картина умственный	1	1
в детском возрасте	2	2
должны сказать что	1	1
образования понятий в	4	1
в мышлении ребенка	4	6
окружающих его взрослых	1	1
развития детского мышления	2	10
на основе комплексного	1	1
тот факт что	5	1
на одном и	1	1
с помощью речи	2	2
что уже в	1	1
общего к частному	3	2
же как и	4	4
именно с помощью	1	1
но по своей	1	1
ребенок находящийся на	1	1
для мышления в	1	1
только в переходном	1	1
понятием в процессе	1	1
характеру детского мышления	1	1
одного из авторов	1	1
себя понятие в	1	1
