4gram	Losev_DialektikaMifa_partition_part2_wordlist_4gram	Losev_DialektikaMifa_partition_part1_wordlist_4gram
чисто мифическую же истинность	1	1
есть метафизическое построение но	1	1
миф не есть бытие	2	1
и творимая вещественная реальность	1	1
что это значит? это	1	1
логически т е прежде	1	1
я – во всем	1	1
не есть бытие идеальное	2	1
от обычного хода явлений	1	1
не есть метафизическое построение	2	1
в той или другой	1	2
д и т д	2	2
реально вещественно и чувственно	1	1
не что иное как	1	3
и схемой и аллегорией	2	1
в частности примитивно-научное построение	2	1
на самом же деле	1	1
вещественно и чувственно творимая	1	1
ни в каком случае	4	2
жизненно ощущаемая и творимая	1	1
так что уже нельзя	1	1
категория сознания и бытия	1	2
все – во мне	1	1
творимая действительность являющаяся в	1	1
– сама по себе	1	1
что касается меня то	1	1
степень иерархийности разную степень	1	1
в связи с этим	1	1
несмотря на всю ее	1	1
одно и то же	4	4
и я – во	1	1
схема ни аллегория но	1	1
и т п –	1	1
миф не есть выдумка	1	1
никогда не есть только	1	1
мы можем сказать что	2	1
есть бытие идеальное но	1	1
время отрешенной от обычного	1	1
то же время отрешенной	1	1
всего диалектически необходимая категория	1	1
есть научное и в	2	1
по одному тому что	1	1
мифическую же истинность достоверность	1	1
значит? это значит что	1	1
и т д в	1	1
миф никогда не есть	1	1
разную степень иерархийности разную	1	1
есть не что иное	1	2
в то время как	1	3
т д все это	1	1
– во мне и	1	1
и т д и	2	2
да и то не	2	1
взаимообщение содержащее в себе	1	1
являющаяся в то же	1	1
и стало быть содержащая	1	1
действительность являющаяся в то	1	1
есть ни схема ни	2	1
хода явлений и стало	1	1
принципиальную закономерность и структуру	1	1
обычного хода явлений и	1	1
с одной стороны и	2	1
ни схема ни аллегория	2	1
то это значит что	1	1
и ни на что	1	1
и в частности примитивно-научное	2	1
ни на что не	2	1
не есть фантастический вымысел	1	1
это не значит что	1	2
быть содержащая в себе	1	1
необходимая категория сознания и	1	2
миф не есть ни	2	1
в то же время	4	3
одна и та же	2	4
никто никогда не воспринимает	1	1
миф не есть метафизическое	2	1
мне и я –	1	1
научное и в частности	2	1
в разных религиях и	1	1
не есть выдумка или	1	1
выдумка или фикция не	1	1
так что в нем	1	1
себе разную степень иерархийности	1	1
в каком случае не	2	1
– сам по себе	1	1
что она нисколько не	1	1
и в то же	2	1
мифология не есть ни	1	1
иерархийности разную степень отрешенности	1	1
ощущаемая и творимая вещественная	1	1
во мне и я	1	1
сознания и бытия вообще	1	1
живое субъект-объектное взаимообщение содержащее	1	1
есть не больше как	1	1
субъект-объектное взаимообщение содержащее в	1	1
содержащая в себе разную	1	1
миф не есть научное	2	1
т д и т	2	2
это значит? это значит	1	1
не потому что он	1	1
явлений и стало быть	1	1
частности примитивно-научное построение но	1	1
ни в каком смысле	1	1
в том что именно	1	1
или фикция не есть	1	1
об отношении мифологии и	1	1
не есть ни схема	2	1
т е прежде всего	4	1
ни с какой стороны	4	1
может быть и схемой	1	1
схемы аллегории и символа	1	1
сама по себе не	3	2
диалектически необходимая категория сознания	1	2
и т д все	1	1
что одна и та	1	1
или по крайней мере	2	2
отрешенной от обычного хода	1	1
и можно сказать что	1	2
содержащее в себе свою	1	1
совершенно не зависит от	1	1
та или иная степень	1	1
ни аллегория но символ	1	1
итак миф не есть	1	1
то мифология не есть	1	1
иметь в виду что	1	2
же время отрешенной от	1	1
и чувственно творимая действительность	1	1
по крайней мере в	1	2
в себе свою собственную	1	1
е прежде всего диалектически	1	1
прежде всего диалектически необходимая	1	1
мы уже знаем что	1	1
и то и другое	2	1
с какой стороны не	3	1
в себе разную степень	1	1
фикция не есть фантастический	1	1
стало быть содержащая в	1	1
чувственно творимая действительность являющаяся	1	1
есть выдумка или фикция	1	1
не есть научное и	2	1
