2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_2gram
и сами	1	1
все же	5	4
его в	4	3
огромное значение	1	1
не мир	1	2
подобно тому	3	2
идеи в	7	5
героем достоевского	1	1
романа который	2	1
в развитии	1	2
кроме того	3	1
его творчества?	1	1
художественной мысли	1	2
только чисто	1	1
и у	4	2
то что	18	5
творчества в	1	2
здесь никогда	1	1
и изображающего	1	1
бытия в	1	2
замыкается в	2	1
его как	5	1
героя между	1	1
наряду с	1	1
весь роман	1	1
все его	1	3
исторической поэтики	1	2
несмотря на	6	1
становится человеком	1	1
то время	2	1
как не	4	5
его характер	1	1
нет надобности	1	1
он является	1	1
уже и	1	1
зрения третьего	1	1
для автора	3	4
сливается с	2	4
в авторском	3	1
нам кажется	4	1
из которых	2	2
и устойчивые	1	1
достоевского а	1	1
не есть	1	2
диалогические отношения	3	3
те же	1	2
твердым и	1	1
понятно что	1	1
могут быть	1	4
замысла и	1	1
радикально новую	1	1
нет твердых	1	1
дано в	2	1
рядом в	1	1
не слово	1	1
сознания и	3	6
и одновременно	3	2
принцип изображения	1	1
окружающий его	1	1
в его	24	22
все равно	2	1
художественного видения	12	1
объективном мире	1	1
художественного задания	2	1
она может	1	1
отношение к	1	8
который мы	1	1
во всей	2	1
да и	2	1
закрыт и	1	1
мире достоевского	5	6
есть только	1	4
не темперамент	1	1
идея как	2	2
природе своей	1	2
одного куска	2	2
т.п все	1	1
одном сознании	1	1
сам достоевский	2	2
и входит	1	1
были бы	4	2
сознании и	1	2
вовсе не	8	7
романа не	3	2
свое объективное	1	1
позиция автора	1	4
здесь нет	1	2
за собой	1	2
в особом	1	2
его художественного	4	4
роман достоевского	11	2
бы в	3	5
и нет	1	1
три плана	2	2
сравнению с	1	2
у толстого	2	1
достоевского и	12	2
романов и	4	1
достоевский категорически	1	1
ведь эти	1	1
героя самосознание	1	1
входят в	2	1
в каждой	2	1
ответ на	1	1
и сознает	1	1
другой стороны	2	1
так сказать	3	7
отношению к	11	8
идет о	3	2
которые он	2	1
его с	1	2
и сделать	1	1
к этому	2	4
но для	2	1
эта форма	2	2
нет ни	2	3
и не	34	42
лежит в	1	2
таким образом	11	11
авторском кругозоре	1	3
идее он	1	2
не он	1	1
в художественной	2	2
время не	2	1
тогда когда	1	1
тем что	3	2
сознаний с	4	1
не согласиться	1	1
смысле этого	1	2
иван и	2	1
все эти	8	4
и идеи	1	5
есть он	1	1
в данном	2	1
первом произведении	1	1
и диалог	1	1
в литературе	3	6
с самого	2	1
все стороны	1	1
особого типа	1	1
в кругозор	6	2
мира и	7	1
основе этого	1	1
на его	2	5
герои достоевского	3	2
личности в	4	3
дмитрия и	1	1
мы считаем	1	2
значит конечно	2	1
не оставляет	1	3
перед нами	4	4
слово о	2	6
достоевского нет	3	1
почти никогда	1	1
сами по	3	1
до конца	5	7
отличается от	2	1
в первом	2	1
подчеркнуть что	1	3
романа как	1	2
самое слово	1	1
стороны самого	1	1
иван карамазов	1	1
есть без	1	1
и художественно	1	2
в русской	1	2
нам важно	1	2
дело в	1	1
поэтому и	2	3
словом героя	1	1
в своем	8	5
героем и	1	2
в нашем	1	2
достоевским в	1	2
по крайней	2	2
творческий замысел	1	1
единство художественного	1	1
них в	1	2
как и	8	14
на котором	2	1
все возможные	3	2
же время	7	3
в мир	3	1
героев и	6	1
идей а	1	1
действительности то	1	1
действующими лицами	1	2
лучшем случае	2	1
и в	23	45
особенность его	3	1
предполагает и	1	1
но не	8	6
если оно	1	1
зрения и	2	1
не была	1	1
помимо его	1	1
мы сказали	1	3
по существу	4	1
бы он	1	2
авторский мир	1	1
о своем	1	1
с этим	1	1
объективный мир	1	1
и глубоко	1	1
но это	5	2
друг другу	2	1
наконец на	1	1
ее в	1	2
же в	2	1
здесь достоевский	1	1
конечно не	1	6
по ту	1	1
это не	10	3
между людьми	1	1
здесь в	1	2
в разгаре	1	1
но он	2	1
идеалистическое сознание	1	1
должно быть	1	4
личной жизни	1	1
бы быть	1	2
не предопределен	1	2
то лишь	1	1
казалось бы	1	1
прежде всего	7	11
героя но	1	1
него как	1	1
своих героев	3	2
принципом видения	1	1
знает и	1	1
литературы в	1	1
же авторской	1	1
сочетается с	3	4
в зависимости	3	3
построения его	1	1
автора в	2	3
достоевского для	2	1
достоевского которые	1	1
у шекспира	1	1
героя и	5	7
не видим	1	1
в результате	4	3
и наконец	5	1
по достоевскому	2	3
к творчеству	1	1
нести в	1	2
перестает быть	1	3
достоевского так	1	1
в письме	1	1
все что	3	3
как вы	2	2
и целостной	1	1
об этом	1	3
он считал	1	1
одного сознания	4	6
в лучшем	2	1
и художественной	1	1
автора по	1	2
леонид гроссман	1	1
а только	1	2
художественный метод	2	1
совпадает с	2	1
значение для	1	3
проникнуть в	1	1
и есть	5	1
самом деле	5	4
братьях карамазовых	1	2
хотя и	1	2
что может	2	1
изображают и	1	1
например в	3	2
форму и	1	1
из подполья	11	4
то же	10	5
к окончательному	1	1
функция этого	1	1
свои мысли	1	1
могло бы	1	1
о достоевском	12	1
нельзя сказать	1	1
неотделима от	1	1
к отдельным	2	1
человеком идеи	1	2
с собою	2	1
в свете	3	1
на ее	1	1
в последний	2	1
сознания героя	1	1
истину в	1	1
с авторским	2	4
мы видим	3	2
сознания как	1	1
и еще	1	1
точку зрения	4	5
почти не	1	1
а и	1	1
романа достоевского	14	1
он воспринимает	1	1
чтобы в	1	1
живет идея	1	1
подчеркивает что	1	1
не совпадает	1	1
один из	2	2
отношения к	2	2
с точки	15	9
же и	1	1
к этим	1	1
этих монологических	1	1
как раскольников	1	1
органическое единство	2	1
плоскости с	1	3
но в	4	6
сих пор	2	2
со всем	1	1
если и	1	1
не значит	2	2
определяет все	1	1
его мире	2	1
другими людьми	1	1
достоевского все	1	1
завершающих авторских	1	1
раскрыты и	1	1
автора и	5	2
идей в	1	5
этой особенности	1	1
в котором	2	7
творчество достоевского	3	1
для него	15	9
целое романа	2	1
творческого процесса	3	2
большого диалога	1	6
не о	1	2
лишь один	1	1
возможные чужие	1	1
его произведениях	2	1
понимания и	1	1
разрушила бы	1	1
можно было	3	2
видел и	1	1
и человек	1	1
жизнь в	1	1
может служить	1	1
и герой	1	2
нескольких сознаний	1	1
строится на	1	2
этого кругозора	1	2
автора голос	1	1
становится предметом	1	1
менее всего	4	1
делая его	2	1
полифонический роман	9	2
даже там	1	1
принцип то	1	1
сталкиваются в	1	1
и другом	1	1
действительно в	1	1
так определяет	1	1
как одно	1	2
предисловии к	1	1
не обычные	1	1
своей эпохи	1	2
и от	1	3
в пределы	1	3
в одном	9	6
можно найти	1	2
той же	6	1
лишь для	1	1
от себя	1	1
прямо не	1	1
построения все	1	1
лежат в	1	1
в начале	1	2
а как	6	4
него нет	1	3
мыслится и	1	1
друг с	3	2
карамазова и	4	1
с его	6	8
как только	1	1
что дело	1	1
бы и	4	3
в той	6	3
событийна и	1	1
сознание не	1	1
и все	3	1
монологического романа	1	3
с героем	1	2
на этот	2	1
человеческой жизни	2	2
как свой	1	1
мире он	1	1
вы действительно	1	1
и о	3	2
точке зрения	2	3
жизни и	6	15
к человеку	2	1
найти в	1	1
как можно	2	1
в них	3	4
не кто	1	1
для понимания	3	2
может стать	1	2
их мирами	4	3
в чужих	1	2
там где	6	6
нескольких индивидуальных	1	1
как большой	1	1
в том	11	8
герои как	1	2
входящий в	1	1
раскольникова ивана	3	1
на почве	1	4
и т.п	3	6
бы как	1	1
достоевский прежде	2	2
от того	2	2
герой и	1	3
и острой	1	1
именно этот	1	1
не все	1	1
как мы	5	8
заключенных в	1	1
новое отношение	1	2
и взаимно	1	2
пределах монологического	1	1
в сфере	2	2
как его	1	2
в отношении	2	1
герою в	1	3
на мир	8	2
изображения и	4	2
себя самого	4	1
есть не	2	1
повести но	1	1
хоть и	1	3
человека а	1	1
что герой	2	1
личности это	1	1
главное внимание	1	1
достоевского мы	4	1
здесь не	1	2
а о	1	3
каждая мысль	2	1
стороны его	1	2
тот же	2	2
и герои	1	1
со стороны	2	4
как он	2	4
одно из	1	1
об обычной	1	1
всех элементов	1	2
из самого	1	1
авторскому сознанию	2	1
и окружающий	1	1
к слову	1	1
например у	1	1
в своих	2	4
братья карамазовы	1	2
его героев	5	1
достоевский сумел	1	1
о тех	1	1
и мировой	1	1
ибо не	2	1
романа в	4	5
форма его	1	1
из авторского	2	1
бедных людях	1	1
от этого	1	1
с достоевским	1	1
уже в	5	4
в жизни	6	3
это и	9	1
своего осознания	1	1
героя он	1	1
наконец в	2	1
монологическом художественном	1	1
следовательно что	1	1
в истории	2	2
и потому	3	6
самом и	3	1
и он	1	3
и другими	4	2
как на	2	2
мир достоевского	11	1
с их	5	4
достоевского дано	1	1
не давая	1	1
как у	2	2
на этих	1	1
слово автора	2	4
из них	2	9
с другом	3	2
времени в	1	1
месте и	1	1
в области	3	2
сам он	3	2
достоевский обладал	1	1
не исчерпывается	2	2
в настоящем	3	1
в вас	3	1
него не	2	3
вполне понятно	1	1
для достоевского	6	4
своеобразие достоевского	1	1
свобода героя	1	1
не менее	1	2
переходит к	1	1
еще не	5	9
на первом	1	1
он сам	3	6
к его	1	1
но на	1	2
в конце	5	4
кто он	2	1
бы тот	1	1
все еще	1	1
единства произведения	1	1
героя герой	1	1
души достоевский	1	1
тех или	1	1
нужно сказать	1	1
несколько подробнее	1	2
достоевский с	1	1
положения в	1	1
авторского кругозора	1	3
такие герои	1	1
мы условно	1	1
и на	10	7
всегда и	1	2
диалог и	1	1
достоевского в	19	4
к другу	1	3
есть то	3	1
достоевский был	4	1
вообще не	1	1
есть а	1	1
и всякой	1	1
для того	2	1
художественной воли	3	1
тому как	3	2
конечно и	4	2
в самом	8	13
полифонического замысла	1	1
в то	10	5
всегда лежит	1	1
в напряженном	1	1
никогда не	5	17
достоевского но	8	3
с чужим	1	1
так же	6	5
чужой личности	1	1
так что	1	2
мысль не	1	3
а на	1	2
внешний мир	1	1
думает о	1	2
не в	6	8
иваном карамазовым	1	1
есть в	3	8
же по	2	1
героя как	1	1
нашего тезиса	8	1
раз и	3	1
нами в	1	4
авторской художественной	1	1
отношении к	2	1
преступления и	1	1
лишь в	3	2
но сколько	1	1
характерно для	1	1
изображения героя	1	3
авторским словом	1	2
является одним	1	1
для этого	1	3
есть они	1	2
слово в	2	3
был не	1	1
принадлежит к	1	1
в речах	1	1
далеко не	1	4
которой можно	1	1
как бы	28	15
его полифонического	1	1
в процессе	4	2
все остальное	1	1
от других	1	1
идеи у	1	3
а с	1	3
особенности его	5	1
едином объективном	1	1
тем или	1	1
же что	2	3
он может	3	2
нет и	1	3
достоевского всегда	1	1
идеологической позиции	1	2
идея здесь	1	1
героя с	2	2
только при	2	1
голосов в	3	1
или точнее	1	1
этой точки	1	2
не способны	2	1
его собственную	1	1
в целом	4	5
что не	1	5
некоторых из	1	1
и пр	1	2
а не	20	10
этот вопрос	2	4
вся действительность	1	1
время как	1	1
превращается в	1	4
к идее	1	3
тотчас же	1	2
была для	1	2
одним из	8	3
противоречивые акценты	1	1
как же	3	2
людей и	1	2
твердую оправу	2	1
слово героя	6	1
сознания но	1	2
ведет к	1	2
романы и	1	1
высшей степени	1	1
на своем	1	1
случайно и	1	1
и ивана	1	1
он и	5	4
его творчестве	2	3
герой достоевского	6	5
с ее	2	3
они не	3	2
он есть	3	2
что оно	1	1
из романов	2	1
