3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_3gram
мы имеем и	1	2
не только в	4	1
в этом мифе	1	1
видели выше таким	1	1
можно было бы	3	1
в лес к	2	1
русской сказке в	1	1
где-то в другом	1	1
то же можно	1	1
здесь можно было	2	1
в сказке мы	1	1
пляскам и песням	1	1
уже видели выше	1	2
друг с другом	1	1
на то что	2	1
мы видим в	1	1
о том что	2	2
еще не все	1	3
что иное как	2	3
в этом случае	5	5
вместе с тем	5	1
в сказке она	1	4
на одной и	1	1
то же имеем	1	2
на самом деле	2	1
это так то	1	1
образом мы видим	1	1
яги и ее	1	1
говорят о том	1	1
не только не	1	2
это и есть	1	1
и вместе с	2	1
имеем и в	1	3
друг от друга	1	1
книге мертвых можно	1	1
спросим себя где	1	1
в запретном чулане	3	2
пока они не	1	1
в сказке в	1	1
с ягой но	1	1
связан с мотивом	3	1
в лесу на	2	1
мы видели что	1	3
здесь можно бы	1	1
тех случаях когда	1	1
мы имеем в	5	2
как мы увидим	1	1
церемонии состояла в	1	1
составить предмет особого	1	1
если это наблюдение	1	1
в доме разбойников	1	2
о связи с	1	2
попадает в дом	1	4
мы здесь не	1	1
но и в	2	1
это далеко не	1	1
на своем пути	1	1
а именно на	1	1
подробнее мы это	1	1
одной и той	1	1
в лесном доме	1	3
нам важно установить	1	2
ему и говорит	1	1
и т д.<неи	1	1
мать и хозяйка	1	1
через некоторое время	1	2
и в сказке	2	1
своего коня аф	1	1
см ниже гл	1	1
после некоторых приключений	1	1
не что иное	2	3
такой же случай	1	1
и здесь мы	1	2
но и яга	1	1
в том что	5	5
попадает в учение	1	1
в книге мертвых	1	1
типа синяя борода	1	1
в лесу это	1	1
сказках типа синяя	1	1
по английской терминологии	1	1
в вятской сказке	4	4
попадают в дом	1	2
в земле и	1	1
роль в жизни	1	1
не совсем удачно	2	1
он находится в	1	1
в северной сказке	2	2
во всем мире	1	1
образом яги и	1	1
мы это увидим	1	1
предмет особого исследования	1	1
сына в ученье	1	2
в иное царство	4	1
того что им	1	1
уже знаем что	2	1
в лес и	4	2
тем не менее	1	5
в русской сказке	5	2
но вместе с	1	1
на столе и	1	1
и прежде всего	1	1
так же как	4	1
в связи с	4	3
есть случаи когда	1	2
главная часть церемонии	1	1
дело происходит иначе	1	1
случаи когда герой	1	1
изрубил его на	1	1
мы увидим ниже	4	2
мы здесь стоим	1	1
во время обряда	1	1
этого мотива с	1	1
по отношению к	3	2
уже потому что	1	1
с другой стороны	2	7
в лесу или	1	2
герой отправляется в	1	1
с этим в	1	1
достаточно указать что	1	1
в лесную избушку	1	1
часть церемонии состояла	1	1
в предыдущую ночь	1	1
в тех случаях	1	1
в других сказках	1	1
что и здесь	1	2
в сказке о	1	3
это наблюдение верно	1	1
необходимо указать что	1	1
но они не	2	1
и и толстым	1	1
мы должны поставить	1	1
можем предположить что	1	4
или по английской	1	1
смысле этого слова	1	1
выше таким образом	1	1
они еще не	1	1
посвящаемого который таким	1	1
в другом царстве	2	1
мы можем предположить	1	4
же имеем и	1	1
в другой версии	1	2
магической властью над	1	1
эти случаи показывают	1	2
формы этой смерти	1	1
в себя и	1	1
и хозяйка зверей	1	1
в этих случаях	8	7
говорят что он	1	1
но все же	4	2
руки и ноги	2	1
встречается в сказках	1	1
есть не что	1	1
с миром мертвых	1	1
так в сказке	1	1
в царство мертвых	5	2
мы здесь имеем	3	1
данных материалов достаточно	1	1
можно установить несколько	1	1
в лесной дом	1	2
он все же	1	1
с одной стороны	3	2
в самых разнообразных	1	1
в немецких сказках	2	2
в дом разбойников	1	2
египетской книге мертвых	1	1
с переходом на	1	1
в немецкой сказке	2	3
живет в лесу	1	1
видно что яга	1	1
превращается в животное	1	1
к тому же	2	2
в лес на	2	1
точно так же	6	2
так как в	2	1
в египетской книге	1	1
в сказке герой	1	1
мы знаем что	10	1
связь сказки с	1	1
в его работе	1	1
в этнографических материалах	1	1
детей в лес	6	1
таким образом мы	1	2
мы уже видели	3	3
с самого начала	2	1
и той же	1	1
в русских сказках	2	2
в лесной избушке	3	1
связь с обрядом	1	1
т д здесь	1	1
мы еще познакомимся	1	1
в лес в	1	1
в других случаях	2	1
не будем здесь	1	2
с тем что	3	1
до сих пор	6	5
быть и так	1	1
к заключению что	1	1
так или иначе	1	1
некоторую роль в	1	1
том что в	1	2
случай мы имеем	2	2
в течение месяца	1	1
в лесу в	1	2
и говорит если	1	1
frazer неи мы	1	1
однако надо сказать	1	1
после того как	2	1
часто встречается в	1	1
т е с	1	1
совершенно то же	1	1
выше мы видели	1	3
случай когда герой	1	1
это может быть	1	1
в сказках о	2	1
в сказках типа	2	4
то что происходило	1	1
в белорусской сказке	1	1
можно установить что	1	1
может быть разрешен	1	1
состояла в умерщвлении	1	1
пермской сказке зп	1	1
иное царство и	2	1
т е мы	1	1
е мы имеем	1	1
мы не будем	2	1
встречается и вне	1	1
и в русской	1	1
подобно тому как	3	1
ни один из	1	2
соответствии с этим	1	1
в нашей сказке	2	1
то мы можем	1	1
то что было	1	1
не может быть	2	1
что происходило с	1	1
с обрядом посвящения	1	1
в обрядах посвящения	1	2
выше указывалось что	1	1
связи с изучением	1	2
уменье превращаться в	1	1
мы уже знаем	3	2
в пермской сказке	2	6
установить что она	1	1
на мелкие части	1	1
по женской линии	1	1
не только на	1	1
его на мелкие	1	1
яга связана с	1	1
и т д	18	15
в некоторых случаях	2	3
мы видим что	5	4
в сказке можно	1	1
связи с затронутым	1	1
бы составить предмет	2	1
в разбойничьем доме	2	1
один из них	1	1
который таким образом	1	1
если это так	1	1
женщинам и непосвященным	1	1
что в сказке	1	3
таким образом эта	1	1
надо сказать что	1	1
длинными волосами и	1	1
купеческий сын и	1	1
