2gram	Losev_DialektikaMifa_partition_part1_wordlist_2gram	Losev_DialektikaMifa_partition_part4_wordlist_2gram
диалектики и	1	1
процесс и	1	1
все же	2	5
его в	1	1
и самостоятельно	1	1
на какие-нибудь	1	2
себе не	2	5
обычного хода	1	1
но об	1	1
как формы	3	1
в одну	3	3
все реальное	2	1
для меня	2	4
его смысл	1	1
тут именно	1	1
она есть	10	5
творимая вещественная	1	1
непосредственное и	2	1
никакого самостоятельного	1	2
в состоянии	1	1
общего с	3	5
итак миф	1	2
даже в	1	3
основные и	1	1
не отвлеченная	2	1
первую голову	1	1
мы имеем	5	2
это или	2	2
к другому	1	1
виду что	1	1
от этих	2	1
и оно	1	1
заставляло многих	1	1
в наших	1	1
реальное и	2	3
как о	2	2
того и	1	1
кроме того	2	1
закон падения	1	1
сама жизнь	1	1
самое это	1	1
то мы	3	2
так и	5	9
сознание и	1	1
чем не	1	1
вещи и	2	2
января г	1	1
– ничего	1	1
не является	1	3
и т	17	21
как одно	2	1
при таком	2	1
падения тел	1	1
когда мы	1	1
и у	1	2
у них	1	3
в которые	1	1
или другой	3	4
есть нечто	2	10
поэтому все	1	1
д в	1	1
из указанных	1	1
я с	1	1
мы с	1	1
но как	2	2
мифе как	2	1
то что	16	13
не как	4	2
действительности и	1	3
не наука	1	2
этой идее	1	1
что тут	7	2
в каком	5	8
и от	1	2
всякой науки	1	1
пожалуй даже	1	1
материи и	1	1
из того	1	2
мифе и	1	1
диалектика мифа	1	1
никак не	2	6
и жизни	2	4
его как	2	1
бы это	1	1
конечно тут	1	1
наряду с	1	1
в особенности	4	5
возникает вопрос	1	1
самый факт	1	2
– она	1	1
не будучи	1	2
и склонность	1	1
миф же	1	1
встреча двух	1	1
должна быть	7	3
подставлять под	1	1
того что	13	2
которую я	1	1
все его	1	1
а главное	1	2
степень иерархийности	1	1
иное как	8	1
можно найти	1	2
которой уже	1	1
явлениями и	1	1
нет никакой	1	1
убежден в	1	1
отвлеченной идеей	1	2
кто же	1	1
мифология а	1	1
речь об	1	1
той же	5	1
же есть	3	1
в таковой	1	1
в я	1	1
та же	3	3
от себя	2	1
вполне убежден	1	1
это уже	1	1
говорим мы	1	1
говорил о	2	1
связи с	1	1
же деле	1	1
если бы	6	12
в мифе	6	12
ни в	8	15
между мифологией	2	1
и той	3	1
как не	2	2
что в	7	13
– итак	1	2
имеет никакого	2	3
отрешенной от	1	1
них и	1	1
