3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_3gram
другой стороны она	1	1
приведем еще один	1	1
не только в	2	5
и что здесь	1	1
вопрос о связи	1	1
все же еще	1	1
герой по дороге	1	1
никогда не говорит	1	1
что в данном	1	1
здесь можно еще	1	1
то что она	1	1
еще другим они	1	1
на заре земледелия	1	1
о том что	2	5
в другой сказке	1	1
вместе с тем	1	1
и может быть	1	1
в этом случае	3	1
углах снег лежит	1	1
имеющихся в репертуаре	1	1
в большинстве случаев	1	1
мы опять видим	1	1
видеть в нем	1	1
как и в	1	2
здесь мы имеем	1	2
в сказке сказать	1	1
как в сказке	1	1
таким образом и	1	1
сказка показывает что	1	2
в наши задачи	1	1
интересен тем что	1	1
они представляют собой	1	1
здесь мы видим	1	1
в сказке в	1	1
остыла а в	1	1
раньше чем дать	1	1
что и в	1	2
в иных случаях	1	1
сказка знает и	2	1
мы видели что	3	1
тех случаях когда	2	3
в баню в	1	1
же еще не	1	1
как мы увидим	1	1
мы имеем в	2	4
уже дает нам	1	1
к тому что	1	1
в зависимости от	1	1
начинается с того	2	3
в тридесятое царство	3	3
на том что	1	1
происхождение этого мотива	1	1
но и в	1	2
вар совершенно то	1	1
аф таким образом	1	1
ключа к их	1	1
и в сказке	1	6
баню в угол	1	1
поставить вопрос о	2	1
угол дунул в	1	1
мы видим и	1	3
же как и	4	1
но он не	1	1
что мы видим	1	1
мотив трудных задач	1	1
потому что у	1	2
же она не	1	1
но в чем	1	1
в то время	1	2
т д но	1	1
вар об этом	1	1
отсюда видно что	1	3
вскочил в баню	1	1
него есть помощник	1	1
должен доказать что	1	1
именно так как	1	1
животными и что	1	1
аф вар совершенно	1	1
на земле в	1	1
во время посвящения	1	2
в своей работе	1	1
т д имеют	1	1
в иное царство	6	1
тем не менее	2	4
в русской сказке	2	5
в таких случаях	2	1
целющей и живущей	1	3
мере того как	1	1
так же как	12	4
в связи с	2	1
в специальной работе	1	1
этот случай показывает	2	2
то чего не	1	1
это не совсем	1	1
героя в тридесятое	2	1
мы увидим ниже	1	1
и живущей воды	1	3
в сказке он	3	1
с другой стороны	4	8
приводят к тому	1	1
на передний план	1	1
в некотором царстве	1	1
т д в	1	2
остановимся только на	1	1
сказка никогда не	1	1
из царства мертвых	2	1
дает ключа к	1	1
мы и здесь	1	1
эти две стороны	1	1
сказка начинается с	2	2
в тех случаях	2	4
в сказке о	3	1
за тридевять земель	1	5
отсюда понятно почему	1	1
дунул в другой	1	1
в сказке как	1	2
и хотят его	1	1
эти случаи показывают	1	1
мы уже установили	1	1
в данном случае	3	3
в сказке помощник	1	1
он показывает что	1	2
в этих случаях	7	10
но все же	4	2
одну ночь см	1	1
видим и в	1	2
с этой стороны	2	3
и в особенности	1	1
что у него	1	4
живо вскочил в	1	1
мы здесь имеем	1	2
всех этих случаях	1	6
во всех этих	1	6
но так как	1	1
о том чтобы	1	1
переходим теперь к	1	1
так и в	2	2
предположить что и	1	1
основана на том	1	1
в этой связи	1	1
мы увидим что	2	2
можно предположить что	3	2
а в углах	1	1
и пр аф	1	1
т е в	3	2
рода своей жены	1	1
вступлением в брак	1	1
берет с собой	1	1
как мы видели	3	1
точно так же	5	2
уже выше мы	1	1
потому что я	1	1
мы имеем здесь	1	1
в сказке герой	2	1
мы знаем что	7	1
репертуаре русской сказки	1	1
не говорит о	1	1
очень близок к	1	1
предположить что здесь	1	1
он делает это	1	1
таким образом мы	1	2
приводит нас к	4	1
от своего отца	1	1
в русских сказках	2	2
с золотыми яблоками	1	1
все же она	1	1
до сих пор	5	2
два вопроса первый	1	1
в репертуаре русской	1	1
между прочим и	1	2
в афанасьевской сказке	1	1
то же происходит	2	1
в главе о	2	1
он не мог	1	1
неимы переходим теперь	1	1
случай мы имеем	1	3
так как он	2	2
баня остыла а	1	1
мы не можем	1	2
о чем речь	2	1
после того как	2	2
но уже в	1	1
совершенно то же	1	2
этот мотив не	1	1
в одну ночь	1	1
выше мы видели	2	1
независимо от того	1	1
вся баня остыла	1	1
имеет отношение к	1	1
т д или	1	2
что он не	1	1
на этот вопрос	2	2
хотя бы гипотетически	1	1
и здесь герой	1	2
образом и здесь	1	1
нас к пониманию	1	1
и в других	1	2
тогда как в	1	1
друг на друга	1	1
мы должны признать	1	1
совершенно так же	6	1
интересны еще другим	1	1
то же самое	2	1
то время как	1	2
т е мы	1	1
так раньше чем	1	1
по мере того	1	1
в углах снег	1	1
здесь перед нами	1	1
своей работе о	1	1
своего отца он	1	1
американских мифах герой	1	1
таких случаев можно	1	1
уже в качестве	1	1
и в русской	1	2
можно найти много	1	1
и говорит ему	1	1
другой плюнул вся	1	1
в американских мифах	2	1
нет необходимости повторять	1	1
можем здесь входить	1	1
случаев можно указать	1	1
он взял ее	1	1
не может быть	4	3
в лесу с	1	1
в тридесятое государство	1	1
мы уже знаем	1	3
превращаться в животное	1	1
здесь вспоминается и	1	1
дело не только	1	1
примеры показывают что	1	1
герой попадает в	1	1
на небо и	1	1
в угол дунул	1	1
в северной америке	1	1
по женской линии	1	1
о том как	1	1
в сказке это	2	1
у него есть	1	2
при помощи которых	1	1
и т д	24	16
не можем здесь	1	1
мы видим что	1	3
в некоторых случаях	3	1
в другой плюнул	1	1
не дает ключа	1	1
на том свете	1	1
с собой в	2	1
плюнул вся баня	1	1
но мы уже	1	1
то что он	2	1
одна из них	1	1
с того что	2	3
в иной мир	6	1
что в сказке	4	2
ничего не говорится	1	1
