3gram	Bakhtin_ProblemyTvorchestvaDostoevskogo_partition_part2_wordlist_3gram	Bakhtin_ProblemyTvorchestvaDostoevskogo_partition_part3_wordlist_3gram
уже говорили что	2	2
при этом каждое	1	1
но при этом	1	2
и заставляет его	1	1
как к другому	1	1
и сам знаю	3	3
герой из подполья	4	1
как мы уже	1	1
то ни было	4	1
особенно там где	1	1
его внутренний диалог	3	1
в той или	2	3
во всяком случае	5	1
во внутреннем диалоге	2	2
реального другого в	1	1
иногда до жиль-блаза	1	1
в одном сознании	1	1
носит чрезвычайно напряженный	1	1
далеко не исчерпали	1	1
о том что	2	1
на то что	1	2
друг с другом	2	4
как бы беспрерывно	1	1
мы можем сказать	1	1
этих двух голосов	1	1
его за живое	2	1
что может быть	1	1
с самим собой	6	3
он только так	1	2
из подполья и	1	1
только себя и	1	1
чужого слова с	1	2
на самом деле	10	1
и что он	1	1
слово о себе	4	3
и не хочет	1	1
не то чтоб	2	1
в большей или	1	1
в большинстве случаев	2	8
не только не	1	1
как и в	1	3
не исчерпали всех	1	1
себе и своему	4	1
точки зрения он	1	1
как раз и	2	2
в себе его	1	1
не скупясь на	1	1
слова и мысли	1	2
а вовсе не	2	1
в высшем смысле	1	1
а что если	1	1
о себе героя	1	1
в одном голосе	1	1
может быть и	1	2
диалога с самим	2	1
той или иной	2	3
не входит в	2	1
героя к себе	1	1
прежде всего в	1	1
этими двумя пределами	1	1
в одном романе	1	1
в отношении к	7	2
к своему предмету	1	1
в чужих устах	2	1
он надо мной	1	1
героя и слово	2	1
себе самому он	1	1
для него значит	1	1
как и все	2	4
слово как бы	1	1
боится чтобы не	1	1
прямое интенциональное слово	1	2
что в нем	2	1
цельный и уверенный	1	1
точки зрения его	1	1
свой последний смысл	1	1
в чермашню и	1	1
в его внутренний	2	1
резко отличается от	1	1
и не может	2	4
на свой предмет	1	6
как чужой голос	1	2
ведь и сам	2	3
и резко слово	1	1
его отношения к	1	1
диалог ивана с	3	1
в том и	1	1
за редчайшими исключениями	1	1
в другом человеке	1	2
в пределах одного	2	9
для него и	1	1
налегли друг на	1	1
в том что	1	1
в позднейшем творчестве	1	1
может быть даже	3	1
со смердяковым до	2	1
слова у достоевского	1	1
и в тоне	1	1
голосов и их	1	1
в еще более	1	1
слово с оглядкой	1	2
и не в	3	1
то же время	12	5
авторское слово не	1	2
приносит с собою	1	1
в сущности не	2	1
хотя и не	1	2
того же принципа	1	1
и т п	6	9
дело идет о	1	1
у достоевского нет	2	1
о себе не	1	1
тем не менее	2	2
его второй голос	1	2
и наконец в	2	1
среди них он	1	1
кажется что в	1	1
я ведь и	3	4
достоевского как мы	1	2
и его слово	1	1
и то же	1	2
те же явления	1	1
не может найти	1	1
по крайней мере	3	1
в том же	1	1
бы то ни	4	1
по отношению к	5	5
тему о себе	1	1
с другой стороны	3	3
освободиться от власти	1	1
стиль и тон	3	1
в отличие от	2	4
не подумали что	1	1
двойника т е	1	1
у него нет	1	1
а между тем	3	1
вот как он	1	1
и не принимает	1	1
другие реальные голоса	1	1
себе и не	1	1
смысле этого слова	2	1
можем сказать что	1	1
чрезвычайно напряженный характер	1	1
обращен к герою	1	1
он не принимает	1	1
слова т е	1	2
в нем не	1	1
но все же	1	2
к другому и	2	1
отношение к чужому	1	1
предвосхищаемые чужие реплики	1	1
того и другого	1	2
самим собою и	3	1
диалог с самим	2	1
как бы уже	2	1
еще более резкой	1	1
не в монологическом	1	1
как мы сказали	1	2
что второй голос	1	1
это вовсе не	1	2
его внутреннего диалога	3	1
принцип сочетания голосов	1	1
в узком смысле	1	2
так и в	2	1
мира ибо и	1	1
или иной степени	1	1
можно сказать что	1	1
большей или меньшей	1	1
по замыслу достоевского	7	1
авторское слово или	1	1
или иной форме	1	1
как бы не	1	1
реплики внутреннего диалога	1	2
каждый из них	2	1
но тем не	1	1
подумали что он	1	1
мы увидим что	2	1
в то же	12	5
себя сам и	1	1
так же не	1	1
к тому же	2	3
человека с человеком	2	1
диалогически обращен к	1	2
прежде всего как	1	1
друг к другу	1	2
голосов в одном	1	2
этот тон и	1	1
о себе самом	5	3
оглядкой и с	1	1
между этими двумя	1	1
произведениях достоевского нет	1	1
ни в одном	1	2
не в личном	1	1
по себе и	1	1
оно должно быть	1	2
я как все	1	1
вполне понятно что	2	1
характерный для всего	1	1
обращается к себе	2	1
тон и свой	1	1
его диалог с	1	1
в самом деле	3	4
нет к нему	1	1
в каждом романе	1	1
двух голосов в	2	1
чтобы не подумали	1	1
внутреннего диалога в	1	1
человека из подполья	13	1
на этот раз	1	1
слово героя и	2	1
до сих пор	1	7
так что он	1	1
среди которых он	1	1
сама по себе	2	4
и свой предмет	1	1
в произведениях достоевского	2	3
для него в	1	1
сплошь да рядом	1	1
в творчестве достоевского	3	2
с точки зрения	4	8
может до конца	2	1
сам знаю что	2	3
к себе самому	14	3
мы уже говорили	3	3
среди других слов	1	1
в романах достоевского	3	2
а что он	1	1
не может до	2	1
в этом смысле	4	2
почти никогда не	1	1
в бедных людях	1	3
если бы он	1	1
или меньшей степени	1	1
что он не	1	1
же время не	2	1
свой предмет и	1	1
и со всею	1	1
если б я	1	1
его собственные слова	1	1
остается той же	1	1
в каждом своем	1	1
как мы знаем	2	1
рассказчика и в	1	1
как бы в	1	4
с чужим словом	1	4
чужого слова как	1	1
отношением его к	1	1
и своему предмету	5	1
рано или поздно	1	1
уже сама по	1	1
я вам скажу	1	1
и в других	1	1
себя и свой	1	1
глубины души человеческой	1	3
друг на друга	2	2
никогда не бывает	2	1
но в то	3	3
отношению к чужому	1	2
интенциональное слово слово	1	1
в конце концов	3	2
и свой последний	1	1
и в нем	3	1
в слове рассказчика	1	1
к одному знаменателю	1	2
действующими лицами являются	1	1
с самим собою	7	5
в значительной степени	1	1
и слово рассказа	1	1
что у достоевского	2	1
вы говорите что	1	1
одно и то	1	2
но она не	1	1
в сущности в	1	1
ни одного слова	1	1
ибо и в	1	1
и со всеми	1	1
как если бы	1	2
эта оглядка на	1	1
установка по отношению	1	1
не может быть	6	4
сухость рассказа иногда	1	1
а может быть	2	1
пределах одного сознания	1	1
свой тон и	1	1
на тему о	2	1
независимость от чужого	1	1
и т д	2	4
напряженный характер в	1	1
уст в уста	1	1
за живое и	1	1
и в том	1	1
в самые атомы	1	1
хотя бы и	2	1
с человеком а	1	1
то что он	1	1
оно стремится быть	1	1
рассказа иногда до	1	1
диалог у достоевского	2	1
том и в	1	1
и в другом	1	1
в личном смысле	1	1
как нам кажется	1	2
из уст в	1	1
да что же	1	1
слово рассказа в	1	1
но в этом	1	1
