3gram	Vygotskiy_Psychologia_partition_part5_wordlist_3gram	Vygotskiy_Psychologia_partition_part3_wordlist_3gram
все то что	6	2
мы говорили выше	1	2
мы будем иметь	1	1
а когда он	1	1
и показывают что	1	1
можно было бы	1	3
в противоположном направлении	1	1
всякое художественное произведение	1	1
о которых мы	5	2
в том чтобы	1	2
возьмем ли мы	1	1
время как бы	2	1
для того чтобы	8	19
на этом противоречии	1	1
о том что	3	6
этой точки зрения	1	1
как это мы	1	1
на то что	12	16
вместе с тем	2	3
и то что	3	3
мы видим в	2	2
в себе непременно	1	1
с с этим	1	1
никогда еще не	1	1
мы имеем налицо	1	1
не только то	1	1
так как они	1	1
на самом деле	2	2
образом мы видим	2	2
совершенно прав когда	2	2
стоит только обратиться	1	1
могли бы сказать	1	2
если мы рассмотрим	1	1
не только не	1	4
в трагедии мы	1	4
вступить в противоречие	1	1
не есть еще	1	1
потому что в	1	2
для нас совершенно	2	1
потому что они	2	1
более или менее	1	1
замечательно и то	1	2
совпадает с тем	1	1
таким образом что	1	3
обратить внимание на	1	2
никак не может	1	3
в двух противоположных	2	2
именно на этом	1	1
секрет художника заключается	1	1
может быть и	1	2
указывает нам на	1	1
о чем идет	1	1
в басне мы	1	1
мы видели что	2	1
мы могли бы	3	4
к тому что	2	6
в зависимости от	1	6
тот факт что	1	4
и в этом	3	1
в том смысле	2	1
достигает своего апогея	1	2
мы перейдем к	1	1
должен был бы	2	3
имеет дело именно	1	1
той точки зрения	1	1
одной и той	1	2
и в сущности	1	1
которая все время	1	1
в русском языке	1	1
то значение которое	1	1
которых мы говорили	2	1
но он был	1	1
от всех прочих	1	1
в двух планах	5	3
по сравнению с	1	4
двух планах в	1	1
том что оно	1	1
казалось бы если	1	1
в том и	1	2
нам кажется что	1	1
самое видим мы	1	1
что это есть	1	2
том что она	1	1
в том что	11	14
в то время	2	1
в евгении онегине	1	1
и если мы	1	4
одной стороны это	1	1
все время говорим	1	1
и все же	1	1
в целом ряде	1	1
то что тут	1	1
в самом стихе	1	1
и т п	5	3
свое действие и	1	1
показывает что в	1	2
вызывает в нас	1	3
с таким образом	1	2
так сказать в	1	1
для нас важно	1	1
с и в	3	1
то для того	1	1
не кажется ли	1	1
и как бы	2	4
и то же	2	3
в свою очередь	2	1
и мы вправе	1	1
таким образом все	1	2
как раз обратным	1	1
его ни в	1	1
с другой стороны	5	5
читатель все время	1	1
совершенно очевидно что	1	2
вызывая в нас	1	1
в отличие от	1	2
то что в	2	2
по его мнению	1	2
один из критиков	2	2
самом деле если	1	2
прав когда указывает	1	1
что и здесь	1	1
достаточно того что	1	1
мы сейчас увидим	1	2
сейчас увидим что	1	2
смысле этого слова	2	1
бы перед нами	1	1
в данном случае	2	2
в себя и	1	1
время вызывает в	1	1
эти два противоположных	1	1
в основе своей	1	1
он говорит что	2	2
или вернее сказать	1	2
можно сделать чрезвычайно	1	1
что у него	2	1
если мы перейдем	1	2
он указывает что	1	1
можно сказать что	1	2
смерти то есть	1	1
по его словам	2	1
с одной стороны	5	12
аффективное противоречие и	1	1
в противоречие с	1	1
в применении к	1	1
и тот же	1	1
мы увидим что	7	6
в этом отношении	1	3
того чтобы увидеть	2	1
басни и до	1	1
и при этом	1	1
и мы никогда	1	1
это имеет место	2	1
все дано в	1	1
мы не имеем	1	1
то это еще	1	1
мы знаем что	1	2
того или иного	1	1
же самое в	5	1
в силу того	1	1
художника заключается в	1	1
и той же	1	2
таким образом мы	1	2
только обратиться к	1	1
с самого начала	6	3
в том виде	1	1
в самом деле	18	5
потому что он	1	2
же самое видим	1	1
к тому чтобы	1	1
в нас два	1	1
с тем что	1	3
до сих пор	5	5
прав когда видит	1	1
если бы мы	1	2
с точки зрения	9	2
речь идет о	3	1
лучше и отчетливее	1	1
мы не можем	2	1
и мы увидим	2	2
сам собой напрашивается	1	1
было бы назвать	1	1
трудно не заметить	1	1
тенденцию к тому	1	1
и в самом	10	2
и ни о	1	1
один и тот	1	1
в сущности говоря	7	8
противоречие которое существует	1	1
что он не	1	1
обратиться к самому	1	1
мы никогда не	1	2
что в этом	1	6
в том именно	1	1
все время вызывает	1	1
ничего не может	2	2
как бы в	1	2
мы все время	2	1
в лучшем случае	2	3
все время как	2	1
двух противоположных направлениях	1	2
что мы воспринимаем	1	1
если мы припомним	1	1
том и заключается	1	2
которых мы все	1	1
то же самое	8	3
то время как	2	1
по самому существу	1	1
и что в	1	3
никак не могут	1	1
что герой есть	1	1
сохранены и в	1	1
одно и то	2	3
том чтобы формой	1	1
а в том	1	1
совершенно ясно что	5	5
могла бы дать	1	1
сих пор не	1	1
по этому поводу	1	4
указывает на то	3	2
с этой точки	1	1
как если бы	3	1
не может быть	1	2
для эстетической реакции	1	1
другой стороны мы	1	1
ссылается на то	1	1
и заключается что	1	1
не мог бы	1	1
что в этой	2	1
элементов из которых	1	1
в том случае	1	1
том что всякое	1	1
как один из	1	1
может помочь нам	1	1
подготовлен к тому	1	1
состоит в том	1	2
и совершенно ясно	1	1
потому что она	1	1
бы дать повод	1	1
и т д	4	3
мы уже указывали	1	1
это на примере	1	1
во все время	1	1
мы видим что	7	3
мы все же	1	3
легко показать что	3	2
в коротком замыкании	3	1
заключается в том	6	6
не то что	2	1
это только в	1	1
как раз противоположный	1	1
басни и в	2	1
если обратиться к	1	1
настоящий секрет художника	1	1
заключает в себе	1	4
и что все	1	1
все эти три	1	1
и в другом	2	1
он как бы	1	1
чтобы увидеть что	5	2
а с другой	1	4
то что он	2	3
только то что	2	1
в басне и	2	1
одна из двух	1	1
