3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_3gram
должны перейти к	1	1
все то что	2	3
до достоевского с	1	1
особенности творчества достоевского	1	1
как мы уже	3	2
типа а не	1	2
значение для понимания	1	1
можно было бы	1	3
чтобы убедиться в	1	1
во всяком случае	1	3
дело идет именно	1	1
он ни был	1	1
всех произведениях достоевского	1	1
о том что	2	2
и то что	1	1
свое последнее слово	1	1
а вместе с	1	1
и заключается в	1	1
в большинстве случаев	4	2
в его целом	1	5
со всею отчетливостью	1	1
сам с собою	1	1
таким образом и	1	1
достоевского мы остановимся	1	1
видения мира и	1	1
как у достоевского	3	1
в этом произведении	2	1
линии развития европейской	1	1
прямо сказать что	1	1
в братьях карамазовых	2	1
может быть и	2	1
творчестве достоевского мы	1	1
записок из подполья	1	3
и в то	2	3
но ее нельзя	1	1
в зависимости от	2	3
идет именно об	1	1
мы должны перейти	1	1
и у достоевского	1	1
личности в этом	1	1
что и достоевский	1	1
той линии развития	1	1
во всех произведениях	1	1
том что все	1	1
и в двойнике	1	1
так как только	1	1
и не может	1	2
по сравнению с	4	1
и на его	2	1
при всей их	1	1
в своей совокупности	1	1
тем или иным	1	1
в том что	3	7
идеи у достоевского	1	1
то же время	5	7
но они уже	1	1
к творчеству достоевского	1	1
хотя и не	1	1
бы он ни	1	1
было бы дать	1	1
и наконец в	2	1
новое отношение к	1	1
находим у достоевского	1	1
именно потому что	1	2
по крайней мере	1	2
равно как и	1	1
то есть в	2	3
его творчества и	1	1
что они не	1	1
по отношению к	1	11
с другой стороны	1	2
что дело идет	1	1
стиль и тон	1	1
в отличие от	1	2
а потому и	1	1
и обнаженной форме	3	1
мы уже отмечали	2	1
в нем и	1	1
европейской литературы в	1	1
здесь мы должны	1	1
странника макара долгорукого	1	1
как и его	1	1
смысле этого слова	1	1
мы остановимся в	1	1
нельзя правильно понять	1	1
позиции по отношению	1	1
почти во всех	2	1
но во всех	1	1
обычной то есть	1	1
один миг не	1	1
достоевского и в	2	1
как бы он	1	1
в той же	1	3
произведений достоевского мы	1	2
как мы сказали	1	1
так и в	2	1
можно сказать что	4	2
разумеется все эти	1	1
есть все то	1	1
здесь конечно не	1	1
в то же	5	7
в этом отношении	1	5
в этих романах	1	1
друг к другу	1	1
его творчества так	1	1
можно даже сказать	1	1
но вовсе не	1	1
с самого начала	3	2
и никогда не	1	1
в его творчестве	2	2
да и не	1	1
тех или иных	1	1
человека из подполья	1	3
творчестве достоевского в	1	1
до сих пор	5	2
в сущности только	2	2
той же основной	1	2
в мире а	1	1
и он остается	1	1
в произведениях достоевского	1	2
в творчестве достоевского	5	4
с точки зрения	2	15
к себе самому	6	1
то что я	1	1
даже сказать что	1	1
мы уже говорили	2	1
может быть только	1	1
и т.п все	1	1
в этом смысле	1	9
достоевский как художник	1	1
но именно этот	1	1
является одним из	1	1
но в то	1	2
описательная характеристика жанровых	1	1
в конце концов	1	4
и в нем	1	1
то же самое	1	1
нужно сказать что	2	1
с самим собою	4	1
не может сосредоточиться	1	1
и даже не	1	1
но не может	1	1
все в нем	1	1
то что было	1	3
теперь мы должны	2	1
не может быть	1	3
то есть все	1	1
со всеми ее	1	1
себе самому и	1	1
мы видим что	1	1
все романы достоевского	1	1
творчества достоевского и	1	1
