4gram	Vinokur_KulturaYazyka_partition_part2_wordlist_4gram	Vinokur_KulturaYazyka_partition_part3_wordlist_4gram
заключается в том что	1	1
и что на самом	1	1
стоит в прямой связи	1	1
здесь можно было бы	2	1
и т п но	3	2
одно то обстоятельство что	1	1
с этой точки зрения	1	2
что на самом деле	1	1
не только в том	1	1
эта будет тем более	1	1
строить свою речь в	1	1
что целый ряд таких	1	1
т п и т	2	1
для того чтобы яснее	1	1
после того что сказано	2	1
есть целый ряд случаев	1	1
и т д и	1	1
я имею в виду	2	1
синтаксические штампы не изнашиваются	1	1
и тем не менее	3	4
и т п т	1	1
в той мере в	1	1
примеров можно было бы	1	1
и пр ср также	1	1
и т п все	2	1
п и т п	2	1
можно было бы привести	2	2
но также и в	1	1
только в том случае	1	1
до сих пор еще	3	1
в самом деле так	1	1
сих пор еще не	1	1
нас творится настоящее столпотворение	1	1
однако в том что	1	1
только для того чтобы	1	1
т п все эти	1	1
что изношенный словарный штамп	1	1
и пр и пр	1	1
того чтобы яснее стало	1	1
речи эта установка на	1	1
и т п а	2	2
одной и той же	1	1
и т п в	3	2
но для того чтобы	1	1
совершенно ясно что в	1	1
у нас творится настоящее	1	1
не говоря уже о	2	2
беда однако в том	1	1
т д и т	1	1
того что сказано выше	2	1
лишь до тех пор	1	1
в зависимости от того	3	1
и в самом деле	3	2
в то же время	1	3
с другой стороны есть	1	1
по отношению же к	1	1
и т п и	4	2
до тех пор пока	4	1
лишь в том случае	2	1
говоря уже о том	1	1
можно было бы сказать	3	1
т п т е	1	1
творится настоящее столпотворение вавилонское	1	1
газетной речи эта установка	1	1
уже о том что	1	1
в самом деле трудно	1	1
здесь я имею в	1	1
что дело не в	1	1
в газетной речи эта	1	1
это и в самом	1	1
той мере в какой	1	1
