2gram	Vinokur_KulturaYazyka_partition_part3_wordlist_2gram	Vinokur_KulturaYazyka_partition_part2_wordlist_2gram
п и	2	4
все же	7	5
одних и	1	1
ведь только	1	1
речи и	5	1
в область	1	2
так например	1	1
нашего языка	1	2
сплошь да	2	2
русским языком	2	2
и непосредственно	1	1
в одну	2	1
письменная речь	1	1
для меня	1	2
она есть	1	2
трудно убедиться	1	1
языка можно	1	1
известном смысле	1	2
слова и	5	7
даже в	1	1
в прямой	1	1
это вовсе	1	1
лишь до	1	2
здесь я	1	1
мы имеем	5	2
и к	1	3
нашей прессе	1	4
конечном счете	2	1
но здесь	2	1
независимо от	1	5
же на	1	1
в газетном	2	2
материал для	2	2
кроме того	1	2
вещи которые	1	1
иначе как	1	1
на язык	1	1
то мы	1	3
так и	4	6
стилистические навыки	1	2
в иных	2	1
общем случае	1	1
точно таким	1	1
и т	39	54
языком в	1	1
как нельзя	1	2
эти могут	1	2
когда мы	1	3
еще и	2	2
без особого	1	1
одного слова	1	1
у них	1	1
придаточными предложениями	3	1
более сложных	1	1
в известном	1	2
в известиях	1	1
новую свежую	1	1
тем самым	2	4
то что	9	4
имеют все	1	1
но как	1	3
не как	2	2
в каком	4	3
настоящее столпотворение	1	1
крестьянин не	1	1
и от	2	1
имеет смысл	1	3
никак не	3	2
языковых фактов	1	2
один только	1	1
наряду с	1	1
совершенно иную	1	1
в особенности	4	2
следовало бы	2	1
должна быть	5	3
бы то	1	1
язык нашей	1	2
лишь по	1	1
в свою	2	1
первая половина	1	1
лингвистическое воспитание	2	2
языка так	1	1
в одном	1	2
пр ср	1	1
тому же	1	3
творчества и	1	1
прямой связи	1	1
несмотря на	5	1
той же	2	3
а скорее	1	1
значение этого	1	1
если бы	12	8
выражений представляющих	1	1
непонятное арго	1	1
связи с	3	6
может иметь	1	3
и такие	1	2
такой смысл	1	1
ни в	4	3
себе цели	3	1
они будут	1	1
лежат в	1	1
и той	1	1
то время	1	1
ничтожным привилегированным	1	1
как не	3	1
только после	1	3
что в	10	13
всякий грамматический	1	1
речи к	1	1
этой цели	2	1
все подобного	1	1
однако в	1	2
нас в	1	3
что целый	1	1
смысле в	1	1
письменный язык	1	2
языка не	2	1
нас творится	1	1
в своей	2	4
как раз	3	4
газетной речи	14	21
того кто	1	1
случаи как	1	1
русской классической	1	2
но дело	1	1
не должно	2	1
не отмечено	1	1
речевого процесса	4	1
на ряду	1	1
не выходит	1	1
отношению же	1	1
разговорной речи	2	2
дискуссией о	1	1
нужно будет	1	2
этом случае	2	4
что она	3	5
что дело	1	2
разговорного языка	1	1
в той	2	4
обратить внимание	2	1
бы и	4	3
что если	2	2
зависимости от	5	8
и что	8	7
данного слова	1	1
его значении	1	1
всего этого	1	3
беда однако	1	1
удобной и	1	1
само слово	1	1
что самое	1	1
то только	2	1
к языку	1	4
в период	1	1
столпотворение вавилонское	1	1
мы скажем	2	1
мы говорим	2	4
о языковой	1	1
которое мы	1	1
на этот	2	2
в нынешних	1	1
указать на	1	2
представляет собою	1	1
газетного языка	6	5
или иные	1	1
помощью которого	1	1
что на	4	3
ряд случаев	1	1
и о	4	4
придаточного предложения	2	2
после того	2	6
эта фраза	2	1
из которых	3	1
как можно	2	1
в прессе	1	1
указать что	1	1
вопросе о	2	2
качестве живого	1	1
уже прочно	1	1
мы приходим	1	1
на деле	1	1
язык дворянской	1	1
не есть	1	3
деле так	1	1
те же	3	7
слово а	1	1
не то	2	2
что все	5	2
или иное	3	2
понятно что	1	1
не может	9	6
могут быть	4	6
привести сколько	1	1
несоответствие между	1	2
если не	1	1
язык и	2	2
там где	5	3
можно убедиться	1	1
сказать что	4	7
лишь с	2	4
мы видели	2	3
литературный язык	2	4
примеров можно	1	2
себе уже	1	1
отнюдь не	4	3
того или	2	3
за ними	2	1
быть без	1	1
слово это	6	2
вместе с	5	2
это между	1	1
например для	1	1
опасность эта	1	1
словарный штамп	1	1
особо значительным	1	1
языка с	1	1
мы знаем	4	1
в том	19	22
такие случаи	3	1
в его	5	11
все равно	2	1
только у	1	1
оттенки в	1	2
она может	1	2
е к	1	2
языка это	1	1
одно то	1	1
элементов речи	1	1
приводит к	5	1
от того	4	5
речи в	6	7
о том	1	6
которые хотя	1	1
между тем	6	4
поучиться и	1	1
дела так	1	1
на месте	1	1
отношение к	1	3
возможно что	1	1
что раз	1	1
речи как	1	3
на вопрос	1	3
то обстоятельство	7	3
в виду	3	8
ряду с	1	1
бы к	1	1
который мы	2	1
в самой	2	1
с помощью	7	6
случае гораздо	1	1
случаи когда	3	2
уже о	3	2
эта установка	1	1
должны быть	2	1
мы и	1	1
при отсутствии	2	1
видеть что	1	1
природе своей	1	1
лингвистического сознания	2	1
для этой	2	1
бы может	1	1
быть не	2	2
в особую	1	1
не все	3	2
главным образом	3	2
а потому	1	2
как мы	3	5
этим вопросом	1	1
лингвистических форм	1	1
лингвистического воспитания	1	8
относится к	1	2
же к	1	1
этой следует	1	1
не должен	1	1
может быть	15	14
в каких	1	1
то в	1	3
что значит	2	4
и его	3	1
известно что	1	1
так мы	2	1
его распоряжении	1	1
в сфере	3	1
что как	1	3
только тогда	1	4
мы получаем	1	1
в отношении	2	3
на это	3	1
давно уже	1	1
вовсе не	9	5
она не	2	3
никакого реального	1	1
легко догадаться	1	1
есть не	1	3
словарном материале	1	1
его от	1	1
приемов и	2	2
поставить вопрос	2	1
в виде	1	1
ли не	2	1
на западе	1	2
с тем	2	6
я не	5	5
