4gram	Vygotskiy_Psychologia_partition_part4_wordlist_4gram	Vygotskiy_Psychologia_partition_part3_wordlist_4gram
заключается в том что	4	2
в этом рассказе а	1	1
с этой точки зрения	1	1
и что в этом	1	1
и в сущности говоря	1	1
в то время как	2	2
не то что в	1	1
для того чтобы увидеть	2	1
когда он говорит что	1	1
обратите внимание на то	1	2
и стоит только обратиться	1	1
очень много света на	1	1
а на самом деле	1	1
в самом деле если	1	1
и здесь мы видим	1	1
вступить в противоречие с	1	1
ни в какой мере	1	1
то же самое в	3	1
или во всяком случае	1	1
только для того чтобы	1	1
очень легко показать что	3	2
в том что они	1	1
стоит только обратиться к	1	2
в сущности говоря мы	1	2
одной и той же	1	2
в самом деле она	1	1
для того чтобы довести	1	1
что до сих пор	1	1
в точном смысле этого	1	1
и в самом деле	9	2
в самом деле нам	1	1
совершенно очевидно что в	1	1
одна и та же	1	2
то время как все	1	1
точном смысле этого слова	1	2
окончание на неустойчивом моменте	1	1
здесь мы видим что	1	1
и вместе с тем	2	1
мы никогда не можем	1	1
и мы вправе сказать	1	1
и той же фразе	1	1
в самом деле здесь	1	1
исследования мы остановились на	1	1
на самом деле он	1	1
заключается в том чтобы	1	1
того чтобы увидеть что	2	1
в одной и той	1	1
прибавим к этому что	1	1
прав когда указывает на	1	1
и мы никогда не	1	1
мы вправе сказать что	1	1
