4gram	Vygotskiy_Psychologia_partition_part3_wordlist_4gram	Vygotskiy_Psychologia_partition_part1_wordlist_4gram
заключается в том что	3	4
указывает на то что	3	3
смысле этого слова это	1	1
в полном согласии с	1	1
с этой точки зрения	4	1
образом совершенно ясно что	1	1
в то время как	5	2
этой точки зрения становится	1	1
есть в сущности говоря	1	1
состоит в том что	1	1
склонны утверждать что в	1	1
были вступить в противоречие	1	1
положен в ее основу	1	1
с и в самом	1	2
когда он говорит что	1	1
и т п то	1	1
в том что она	2	1
образом мы видим что	1	2
указывал на то что	1	1
в какой мере не	1	1
с здесь совершенно ясно	1	1
все больше и больше	1	2
а если так то	1	1
вынуждены были вступить в	1	1
и есть в сущности	1	1
вступить в противоречие с	1	1
ни в какой мере	2	1
этого слова это есть	1	1
только в том случае	1	1
таким образом мы видим	1	1
не в том что	1	1
в сущности говоря это	1	1
одной и той же	3	1
который положен в ее	1	1
таким образом совершенно ясно	1	1
и в полном согласии	1	1
одно и то же	1	2
сама собой бросается в	1	1
и в самом деле	2	9
для того чтобы с	1	1
один и тот же	1	1
точном смысле этого слова	1	1
точки зрения становится совершенно	1	1
и т п с	1	1
в такой же мере	1	1
в том случае если	1	1
о чем идет речь	1	1
заключается в том чтобы	3	1
собой бросается в глаза	1	1
прибавим к этому что	1	1
