2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_2gram
доме разбойников	1	2
все же	9	5
его в	10	3
и предок	1	1
в царство	7	4
в область	4	1
в место	1	1
и давай	1	1
плаха и	1	1
к тем	1	1
неи итак	3	1
связь с	4	6
теперь к	1	2
так например	1	1
этих случаях	10	7
отца или	1	1
подобно тому	3	1
дело происходит	1	1
типа синяя	1	1
было тайной	1	1
в состоянии	3	1
уменье превращаться	1	1
за него	2	2
некоторых случаях	2	3
даже в	1	2
ни один	2	2
что им	2	2
стал ходить	1	1
коня аф	1	1
от обряда	1	2
из него	2	1
мы имеем	15	19
в иное	5	1
и к	1	3
право на	3	1
этом мифе	1	1
имеется одна	1	1
время обряда	1	1
в северной	2	3
является и	1	1
вот он	2	1
кроме того	2	1
что при	5	1
народов у	1	1
мы здесь	6	4
увода или	1	1
то мы	2	2
чтобы я	1	1
его и	4	4
связан с	5	2
так и	5	2
сестру и	1	1
данном обряде	1	1
в другой	4	4
избушке и	1	1
и т	19	16
книге мертвых	2	2
при таком	1	1
всем что	1	1
ранних стадиях	1	1
говорит если	2	1
и воробей	1	1
и шурц	1	1
то что	12	7
но как	1	1
на землю	1	2
в каком	1	1
аф итак	1	1
женщинам и	1	2
жениться и	1	1
с наступлением	3	1
имеем и	2	3
вне дома	1	2
тогда она	1	1
см крестный	1	1
на смерть	2	3
каждый в	1	1
в особенности	2	2
самый факт	2	1
в русских	3	3
в одном	5	2
в свою	1	4
палец на	2	1
иное как	2	3
можно найти	5	4
тому же	2	2
заключению что	1	1
попадают в	4	2
ей в	1	1
той же	2	2
и пляски	3	1
в ученье	1	3
мальчик до	1	1
связи с	8	6
часть церемонии	1	2
ни в	2	2
человеческого тела	2	1
нигде не	2	1
и той	1	1
что в	12	15
них и	1	1
или она	1	1
лесного дома	1	1
герой попадает	1	3
случаях мы	1	2
в сказке	21	50
друг от	1	1
знаешь не	1	1
союзы играли	1	1
а как	1	1
идти на	1	1
и и	1	2
за ним	1	3
в своей	1	1
ниже в	1	1
у австралийцев	1	1
но если	3	1
вход в	6	1
у племени	2	1
случаев в	2	1
друг с	1	1
женской линии	1	1
на острове	2	3
лесной дом	1	3
же эта	1	1
как только	1	2
этом случае	5	5
можно усмотреть	2	1
что она	5	5
она дает	2	1
ко мне	2	2
очень часто	4	3
о чем	1	1
себе в	1	2
но часто	1	1
и что	6	2
запретном чулане	3	2
и оставили	1	1
умирает и	1	1
пермской сказке	2	6
приема в	1	1
еще одну	1	2
лесу это	1	1
в стране	1	2
никто не	1	2
с изучением	1	2
указать на	1	2
детей в	8	2
они дарят	1	1
на лавке	2	1
переносится на	1	2
что на	1	4
предыдущую ночь	1	1
и о	1	2
стабильная связь	1	1
три девицы	1	1
но когда	1	1
спросим себя	1	1
ему и	1	1
хлеба и	1	1
себя и	2	1
после того	3	2
уже видели	4	3
некоторую роль	1	1
указать что	3	3
как можно	1	1
кровавый таз	1	1
в них	1	6
только не	1	2
можно возразить	1	1
и так	2	2
с миром	1	2
не то	1	1
о мотиве	1	1
а он	1	5
дома но	1	1
более позднюю	1	1
с обрядом	4	2
выше таким	1	1
не может	5	4
кто из	1	1
могут быть	2	5
следующим образом	1	3
о связи	2	4
и за	1	1
интересный случай	1	1
из которого	1	2
обрядов посвящения	1	1
в несколько	1	1
там где	1	7
мы видели	2	13
формы этой	2	1
отнюдь не	1	1
дом разбойниками	1	1
древнейшая форма	1	1
свое имя	1	1
в бывшей	1	1
в пермской	2	6
вместе с	7	9
говорит ему	1	1
это всегда	1	1
еще познакомимся	1	1
кровь гримм	1	1
как живые	1	1
постепенно выясняется	1	1
в лесу	15	26
непременное условие	2	1
в лесной	4	4
мы знаем	11	2
матери и	1	2
герой уходит	1	1
здесь говорится	1	1
обряде инициации	1	2
посвящаемый а	1	1
происходит в	2	2
в том	6	9
стадию когда	1	1
в его	6	3
только у	2	1
животный вид	1	2
ему путь	2	1
мертвецами мы	1	1
животный облик	3	1
надо сказать	1	1
только самый	1	1
о том	3	3
посвящаемого который	1	1
русских сказках	2	2
лес к	2	1
живет в	2	5
см в	2	2
лесу на	2	1
в избушке	9	3
возможно что	2	6
этот мотив	4	5
его не	2	3
есть ли	2	2
формы родства	1	1
на то	3	1
происходит иначе	1	1
в животное	2	3
хозяйка зверей	1	1
в разбойничьем	3	2
да и	2	2
случаи когда	1	4
или встречает	1	1
и вебстер	1	1
имеется в	2	1
материалов по	1	1
сказках о	2	1
есть некоторые	1	2
типичная черта	1	2
детей и	1	3
стоял в	1	1
лежит лежит	1	1
церемонии состояла	1	1
в некоторых	2	5
что ее	3	1
в особую	1	1
