3gram	Losev_DialektikaMifa_partition_part2_wordlist_3gram	Losev_DialektikaMifa_partition_part4_wordlist_3gram
ощущаемая и творимая	1	1
не только в	1	2
себя себе же	1	1
она не есть	3	2
необходимая категория сознания	1	2
не есть ни	9	6
будет содержать в	1	1
т е как	1	1
есть всегда то	2	1
не может не	1	3
что она есть	4	1
не есть специально	3	2
той или другой	3	3
ни аллегория но	1	1
не есть сама	1	2
не есть догмат	1	4
но он всегда	1	1
и то что	1	1
о том что	1	4
с научной точки	1	1
мы можем сказать	1	1
поэзия и искусство	1	1
что иное как	8	3
выдумка или фикция	1	1
в вечности хотя	1	1
не есть бытие	1	1
диалектически необходимая категория	1	2
мы должны сказать	1	1
а не только	1	1
нет ни чисто	1	1
в обоих случаях	1	1
в виду что	1	2
в одинаковой мере	1	1
утверждение в вечности	1	1
вопрос о том	1	1
кто же не	1	1
это и есть	4	1
она есть всегда	1	2
и вместе с	1	1
есть бытие идеальное	1	1
прежде всего это	1	1
и это нисколько	1	1
самого по себе	1	1
не говоря уже	3	2
которые могут быть	1	1
может быть без	2	1
то и другое	2	1
за пределы мира	2	2
не есть выдумка	1	1
той или иной	1	1
ни на что	2	1
не только его	1	1
и в то	2	1
содержать в себе	1	4
не входя в	1	1
хода явлений и	1	1
на самом же	1	1
в жизни и	1	1
потому что здесь	2	1
в зависимости от	1	2
мы только что	1	1
есть метафизическое построение	1	1
по себе а	1	1
путем отграничения от	1	1
в себе черты	1	1
совершенно не ставится	1	1
вовсе не есть	1	2
ни с чем	1	1
личности в ее	1	1
как и все	2	2
говорить не о	1	1
тех или других	3	2
в это время	1	1
и есть мифология	1	1
личность сама по	1	1
в подлинном смысле	1	1
и бытия вообще	1	1
не только о	1	1
просто вещь или	1	1
в себе и	1	1
сказать что миф	1	1
и не может	1	1
по сравнению с	2	1
и в частности	2	2
жизненно ощущаемая и	1	1
не что иное	8	3
же как и	1	1
то что мы	2	1
на своем месте	1	1
что не есть	1	1
в том что	9	6
но это не	1	2
себе не есть	1	1
себе свою собственную	1	1
имеется в виду	3	2
то же время	6	4
и тех же	2	1
и творимая вещественная	1	1
в каком смысле	1	1
что это только	1	2
в душе и	1	1
уже в предыдущем	1	1
таким образом есть	1	1
можно только тогда	1	1
только так и	1	1
одних и тех	2	1
тем не менее	2	2
я думаю что	2	1
и прежде всего	1	2
души и тела	1	1
есть прежде всего	3	1
схема ни аллегория	1	1
и как бы	1	1
в связи с	1	4
иметь в виду	2	2
между мифологией и	2	5
содержащая в себе	1	1
по крайней мере	7	9
научной точки зрения	1	1
есть все что	1	1
равно как и	2	1
она еще не	1	1
с другой стороны	1	4
ни в каком	4	3
энергийное феноменальное самоутверждение	1	1
же и вообще	1	1
сам по себе	2	3
личность миф есть	1	1
связи с этим	1	1
т д в	1	1
сознания и бытия	2	3
точки зрения чисто	1	1
никогда не будет	1	1
так что уже	1	1
я же утверждаю	1	1
и все на	2	2
разных планов действительности	1	1
сам не может	1	1
как только мы	2	1
я не стану	1	2
являющаяся в то	1	1
она есть по	1	1
можем сказать что	1	1
вовсе не в	2	3
в данном случае	1	2
в нем не	1	1
во внимание что	1	1
что в мифе	1	1
т е прежде	1	1
но все же	1	1
выйти за пределы	3	1
аллегория но символ	1	1
как и вообще	1	1
в вечности в	1	1
есть не что	5	2
того и другого	1	1
не есть религия	2	2
всегда есть слово	1	1
личности в вечности	1	2
каком смысле не	1	1
не есть поэтическое	1	2
не есть только	1	3
мешает тому чтобы	1	1
и все его	1	1
и то и	1	1
я не могу	1	1
можно сказать что	1	3
изолированных функциях и	1	1
в некоем неделимом	1	1
может и не	1	1
от всего прочего	1	1
или по крайней	3	2
что именно становится	3	1
в то же	6	3
вызывает никаких сомнений	1	1
т д тут	2	1
разную степень иерархийности	1	1
т е в	2	3
и при этом	1	1
ни схема ни	1	1
совершенно не зависит	1	1
точно так же	2	1
в предыдущем изложении	1	1
и можно сказать	2	2
только потому что	1	1
но жизненно ощущаемая	1	1
как бы только	1	1
это нисколько не	1	1
то в чем	1	1
в каком случае	1	2
ни чувство ни	1	1
всякому ясно что	1	1
категория сознания и	1	2
и личность есть	1	1
это не мешает	1	1
есть сама личность	1	3
не значит что	1	3
и вообще искусство	1	2
это и понятно	1	1
это было бы	1	1
д все это	1	1
в своем инобытийном	1	1
по себе не	1	3
не есть метафизическое	1	1
сама по себе	5	7
обычного хода явлений	1	1
не было и	1	1
что же будет	1	1
и не только	1	5
так или иначе	1	2
осуществленность интеллигенции и	1	2
субстанциальное самоутверждение личности	1	3
стало быть если	1	1
не есть просто	3	1
новой точки зрения	1	1
в себе свою	1	1
с точки зрения	9	8
конечно не есть	1	1
речь идет о	1	1
только лишь как	1	1
как бы ни	1	2
эти два плана	1	1
может быть в	1	3
то или иное	3	4
творимая вещественная реальность	1	1
говоря уже о	3	2
может быть только	1	2
или другой ее	1	1
есть мифология но	1	1
тогда когда есть	1	1
в этом смысле	4	1
субъект и объект	1	1
не есть мифология	1	1
е прежде всего	1	1
что она не	1	1
же утверждаю что	1	1
но это значит	1	1
мифологии и поэзии	1	2
содержит в себе	1	3
метафизическое построение но	1	1
и с ними	1	1
есть поэтическое произведение	1	2
отрешенной от обычного	1	1
и его границу	1	1
специально религиозное создание	2	1
есть ни схема	1	1
мы отнюдь не	1	1
есть выдумка или	1	1
ни с какой	1	1
что он есть	4	1
что одна и	1	1
– вовсе не	1	1
личности и –	1	1
субъекта и объекта	4	4
в конце концов	1	1
– все это	1	1
ни воля ни	1	1
могут быть в	1	1
а не просто	1	1
и что же?	1	1
и даже не	1	1
та или иная	2	2
личности с ее	3	1
и в этом	3	1
что личность есть	1	1
без религии но	1	1
мифологии и религии	1	3
одна и та	1	4
подобно тому как	4	1
о котором неизвестно	1	1
личности т е	1	1
логически т е	1	1
миф есть не	1	1
это значит что	7	8
все на свете	3	4
с какой стороны	1	1
и их и	1	1
не вызывает никаких	1	1
что лучше говорить	1	1
и та же	1	4
не может быть	6	3
не в том	4	1
самом же деле	1	1
у достоевского в	1	1
идеальное но жизненно	1	1
само по себе	4	2
самоутверждение личности она	1	1
не имеет значения	1	1
построение но –	1	2
от того что	2	2
д и т	2	2
о том как	2	1
и т д	15	15
итак личность есть	1	1
тем или другим	2	2
по смыслу своему	2	1
но только не	2	1
начинаем говорить о	1	1
есть специально религиозное	2	1
или иная степень	1	1
ту или иную	2	1
религия не есть	1	1
в сущности это	1	1
только тогда когда	4	4
бытие идеальное но	1	1
от обычного хода	1	1
миф не есть	8	19
т д все	2	1
быть так но	1	1
все это не	1	1
и стало быть	4	4
т е что	2	1
всегда то или	2	1
мы будем говорить	1	1
т д и	3	2
того или другого	2	1
и это значит	1	1
