3gram	Vygotskiy_Psychologia_partition_part2_wordlist_3gram	Vygotskiy_Psychologia_partition_part1_wordlist_3gram
может быть дано	1	2
в первом случае	1	1
ровно столько же	1	3
не могут быть	1	1
силу того что	2	1
никогда не может	2	3
то что она	1	3
во всяком случае	6	2
в том чтобы	7	3
и того же	1	1
и в процессе	1	2
для того чтобы	5	13
к одному и	1	1
о том что	7	4
этой точки зрения	5	2
в том как	1	1
на то что	8	6
к произведению искусства	1	1
и то что	1	2
вместе с тем	2	1
звуков в стихе	1	2
может быть признано	1	1
что иное как	1	1
по тому же	1	1
из этих частей	1	1
приходит к выводу	1	1
и в этих	1	1
же точке зрения	1	1
действие художественной формы	1	4
если мы примем	1	1
на самом деле	2	5
легко заметить что	1	1
когда говорит что	3	2
исходной точкой для	1	1
не только не	3	1
как и в	4	2
те же самые	1	2
и тем не	1	1
потому что в	1	1
прибегать к помощи	1	1
рассматриваемой нами теории	1	1
когда она является	1	1
более или менее	2	1
никак не может	2	1
объясняется то что	1	1
же точно и	1	2
на то чтобы	2	1
что и в	2	3
точки зрения искусство	1	1
мы примем во	1	1
художественное наслаждение и	1	1
только при помощи	1	1
того что они	1	1
в зависимости от	5	1
от того что	2	1
по себе а	2	1
одного и того	1	1
одного и другого	1	1
что в таком	1	1
бы утверждать что	1	1
искусства иначе говоря	1	1
одной и той	3	4
в русском языке	2	1
совершенно понятно что	1	1
этого слова есть	1	1
и так как	3	1
так как она	1	1
с исчерпывающей ясностью	1	2
примере легче всего	1	1
по сравнению с	1	2
на художественное произведение	1	1
и в частности	1	1
при этом он	1	1
не что иное	1	1
должны рассматриваться как	1	1
так же точно	3	7
же как и	1	1
в том и	2	2
беда в том	1	1
же точно нельзя	1	1
как нельзя лучше	1	1
том что она	3	3
в том что	9	17
лежит в основе	1	1
в то время	5	3
не потеряет в	1	1
и вот это	1	1
в художественном произведении	3	5
не потому что	1	1
к выводу что	1	1
больше и больше	1	1
к психологии искусства	1	1
то что форма	1	1
время в виду	1	1
и т п	15	8
выходит за пределы	1	1
всего показать как	1	1
с таким образом	8	8
дело идет о	1	1
дело с фактами	1	1
тем не менее	2	4
том что по	1	1
в совершенно другую	1	1
в связи с	1	1
и то же	1	1
приводит к тому	1	1
сами нуждаются в	1	1
в свою очередь	1	2
искусства в конце	1	1
все больше и	1	1
те же явления	1	1
чтобы показать что	3	1
бьет мимо цели	1	1
именно потому что	1	1
с другой стороны	5	2
в конечном счете	3	3
совершенно очевидно что	2	1
ни в каком	1	2
с тем чтобы	1	1
формы то есть	1	1
быть дано только	1	1
в отличие от	3	1
психологические теории искусства	1	1
может быть объяснено	1	1
только на почве	2	1
он не может	1	2
в процессе творчества	1	1
она начинает с	1	1
искусства потому что	1	1
для социальной психологии	1	1
в согласии с	1	2
как совершенно правильно	2	1
с достаточной ясностью	1	1
к нему и	1	1
и что следовательно	2	1
лучше всяких теоретических	1	1
иметь дело с	1	3
и при помощи	1	1
ясно что и	2	1
том что он	1	3
же самое и	1	1
то что при	2	1
благодаря тому что	2	1
формы и содержания	1	1
до тех пор	1	1
простого к более	1	1
зрения социальной психологии	1	1
на тех практических	1	1
во внимание что	1	1
смыслу этого слова	1	1
такие исследователи как	1	1
бросается в глаза	1	1
речь идет не	1	1
к которым она	1	1
точкой для анализа	1	1
то что и	1	1
того и другого	1	2
в основе своей	1	1
он говорит что	1	1
случае не может	2	1
тот и другой	1	1
но так как	1	2
можно сказать что	1	1
совершенно верно что	1	1
с одной стороны	5	1
и во всех	1	1
не было бы	2	1
если же мы	1	2
в противоречие с	2	1
и тот же	1	1
мы увидим что	2	1
с конца с	1	1
т п в	1	1
леонардо да винчи	1	1
в этом отношении	2	5
вместо того чтобы	1	1
самому смыслу этого	1	1
когда он говорит	1	1
что психология искусства	2	1
и как он	1	1
приходится иметь дело	1	3
ясностью показать что	1	1
и других психологов	1	1
как раз обратное	1	2
точно так же	3	3
принять во внимание	1	1
же как в	1	1
ясно что при	1	1
так как в	1	2
если мы не	1	1
с на такой	1	1
что при помощи	1	1
