4gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_4gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_4gram
заключается в том что	4	5
кто не знает ни	1	1
понятий в школьном возрасте	3	2
звучащей стороны речи и	1	1
отношение к другим понятиям	1	3
одновременно из действия и	1	1
в том числе и	1	1
объекту и иной акт	1	1
что он упал и	1	1
и мышления и не	1	1
вокруг оси основных новообразований	1	1
к мысли взрослого которая	1	1
то что он должен	1	1
состоит в том что	3	2
в силу одного того	1	1
но вместе с тем	1	1
чем к мысли взрослого	1	1
всем протяжении школьного возраста	1	1
относится всецело и к	1	1
отдает себе отчета в	1	1
оси основных новообразований школьного	1	1
слово цветок чем слово	1	1
его отношение к другим	1	1
друг от друга процесса	1	1
можно сказать что усвоение	2	1
в школьном возрасте и	1	1
не что иное как	1	1
общности между понятиями и	1	1
ребенок приходит к осознанию	1	1
от того что ребенок	1	1
его отношение к объекту	1	1
между обучением и развитием	11	5
отчета в том какие	1	1
не совпадает с кривой	1	1
мы могли бы установить	1	1
иностранного языка тот не	1	1
совокупности установок проистекающих одновременно	1	1
что усвоение иностранного языка	1	2
ребенка в школьном возрасте	1	2
в своем развитии и	1	1
развития в школьном возрасте	2	1
к совокупности установок проистекающих	1	1
и по отношению к	1	1
что обучение и развитие	2	2
независимых друг от друга	1	1
зоны ближайшего развития и	1	1
ребенка от того что	1	1
ни одного иностранного языка	1	1
влияние обучения на развитие	1	2
в том смысле что	1	2
одного и того же	3	4
в том что в	2	1
с этой точки зрения	4	1
с самого начала что	2	2
оказывается не в состоянии	2	1
есть не что иное	1	1
совершенно так же как	1	1
в тот момент когда	2	1
в то время как	4	5
есть в сущности говоря	1	1
раньше усваивает слово цветок	1	1
по самой своей природе	2	4
является то что ребенок	1	1
житейских и научных понятий	1	5
пункт за пунктом уже	1	1
ребенок усваивает иностранный язык	1	1
упал с велосипеда потому	2	1
на всем протяжении школьного	1	1
мы поясним это на	1	1
он склоняет и спрягает	2	1
мы видели на примере	1	1
осознанные и произвольные функции	1	1
то же самое что	2	1
свою очередь не может	1	1
не знает ни одного	1	1
языка тот не знает	1	1
развитие тех и других	1	1
друг с другом но	1	1
том какие звуки он	1	1
одной и той же	1	3
отношений общности между понятиями	1	9
не отдает себе отчета	1	1
как это часто бывает	1	1
именно в школьном возрасте	1	1
анализа иначе говоря мысль	1	1
один и тот же	3	1
силу одного того что	1	1
новый и высший план	1	1
на примере письменной речи	1	1
в свою очередь не	2	1
закон повторения или воспроизведения	1	1
в частности научных понятий	1	1
к объекту и иной	1	1
одного иностранного языка тот	1	1
сказывается в том что	1	1
в голове каждого отдельного	1	1
наши исследования показали что	1	1
иначе говоря мысль ребенка	1	1
в ином отношении к	1	1
в том какие звуки	1	1
но с точки зрения	1	1
то время как в	1	1
системе отношений общности между	1	1
мы могли бы сказать	2	2
и иной акт схватывания	1	1
но он оказывается не	1	1
установок проистекающих одновременно из	1	1
склоняет и спрягает но	1	1
на высшую ступень в	2	1
от известного к неизвестному	1	1
отношение между обучением и	1	1
закон сдвига или смещения	1	1
голове каждого отдельного ученика	1	1
отношения между обучением и	2	1
мы видим таким образом	1	1
как мы показали выше	1	1
ребенок раньше усваивает слово	1	1
какие звуки он произносит	1	1
в собственном смысле слова	1	1
отношение к объекту и	1	1
по сравнению с устной	1	1
с велосипеда потому что	2	1
всех высших психических функций	2	1
путем проб и ошибок	1	1
на данной ступени развития	1	1
по своей психологической природе	2	1
так же как и	1	1
смысле можно сказать что	1	1
и в другом случае	1	1
высшая ступень в развитии	1	1
с точки зрения обоих	1	1
в этом и заключается	1	1
научные понятия по самой	1	1
понятия по самой своей	1	1
знает ни одного иностранного	1	1
между развитием научных и	1	1
чтобы ответить на этот	1	1
усваивает слово цветок чем	1	1
путь от известного к	1	1
обучением и развитием не	1	1
что кто не знает	1	1
удалось установить в отношении	1	2
как показывает исследование не	1	1
только в школьном возрасте	1	1
поясним это на примере	1	1
исследование показывает что в	1	1
так же как алгебра	1	1
спонтанные и научные понятия	1	1
устной и письменной речи	2	2
он оказывается не в	2	1
в сущности говоря только	1	1
понятий и их развития	1	1
это сказывается в том	1	1
мы могли бы сейчас	1	2
научными и житейскими понятиями	2	1
прежде чем перейти к	1	1
проблема обучения и развития	1	1
частный случай более общего	1	1
научных и житейских понятий	4	5
два независимых друг от	1	1
только в том что	1	1
развития мы не станем	1	1
от звучащей стороны речи	1	1
старая психология исходила из	1	1
цветок чем слово роза	1	1
видим таким образом что	1	1
в процессе обучения и	1	1
проистекающих одновременно из действия	1	1
основных новообразований школьного возраста	1	1
и развития мы не	1	1
сказать что усвоение иностранного	1	1
но мы знаем что	1	1
иное отношение к объекту	2	1
ребенок к этому возрасту	1	1
это не имеет места	1	1
усвоение иностранного языка в	1	1
обучения и развития мы	1	1
и образования научных понятий	1	1
в силу одного этого	1	1
между собой ничего общего	1	1
вперед по сравнению с	2	1
спонтанных и неспонтанных понятий	1	1
себе отчета в том	1	1
именно в этом возрасте	1	1
понятий для того чтобы	1	1
что именно в этом	1	1
ответить на этот вопрос	1	1
могли бы сказать что	1	2
но в этом случае	1	1
