2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_2gram
эпопее трагедии	1	1
им не	1	1
а напротив	1	1
его в	3	2
они здесь	1	1
в область	1	1
все позволено	1	2
глубины души	2	1
слов о	1	3
так например	1	2
себе не	1	1
связь с	2	2
моменты этого	1	1
если нет	2	1
идеи в	5	2
в жанре	2	1
менее всего	1	2
за него	1	2
и над	1	1
европейской художественной	2	1
слова и	1	3
мысли о	1	2
даже в	6	1
не хочу	2	1
человека нет	1	1
жанровой традиции	1	7
мы имеем	2	1
и к	2	5
значение имеют	1	1
основные жанровые	2	1
но здесь	1	2
для раскольникова	1	1
в единство	3	1
своего отца	1	1
независимо от	1	1
в развитии	2	3
кроме того	1	3
платона и	1	1
даже когда	1	1
впервые появляется	1	1
от автора	4	1
сюжета который	1	1
так и	3	6
связан с	2	1
и карнавального	1	2
дело идет	6	1
вся область	1	1
вовлекается в	1	1
широкое значение	1	1
эти жанры	2	1
и у	2	7
за пределы	5	1
идея в	4	1
конечно в	2	2
предисловии к	1	1
есть нечто	1	1
последнее слово	1	1
до нас	1	2
композиционно выраженных	2	1
то что	5	9
тем самым	2	1
не как	6	1
что тут	1	1
в более	1	4
появляется и	1	1
и от	3	3
художественное открытие	1	1
как для	1	1
герои романа	1	1
всей их	1	1
его как	1	1
достоевский постоянно	1	1
отлично понимает	1	1
условия для	1	1
наряду с	1	5
в особенности	2	2
и смешного	1	1
можно выразить	1	1
напомним что	1	1
потому может	1	1
подход к	2	1
направления и	1	1
от всякого	1	1
все его	3	2
можно найти	2	1
в чисто	2	2
тому же	1	2
нам по	1	2
исторической поэтики	2	2
степана трофимовича	1	1
несмотря на	1	2
той же	1	5
характерное для	1	2
от себя	1	1
для правильного	2	2
вовлекает в	1	1
прозы в	1	1
это уже	1	1
и главное	1	1
связи с	1	1
о диалогической	2	1
типа в	1	3
и той	3	2
что в	6	2
нет надобности	1	1
это особое	1	1
ивана карамазова	4	4
диалог это	1	1
протяжении всего	2	1
друг от	2	1
в начале	2	2
и они	1	2
диалогической природы	4	1
в своей	6	3
уже и	1	1
но если	1	1
полемики с	1	2
все в	1	1
и правд	1	1
мироощущения здесь	1	1
карамазова и	1	1
в основе	2	5
помнит свое	1	1
с его	8	2
как только	1	1
что дело	1	1
что она	4	1
в той	3	2
внешней наглядностью	1	1
очень часто	1	1
о чем	1	1
над которым	1	1
зависимости от	3	2
карнавализации литературы	1	3
и что	2	1
что если	3	1
всего этого	3	1
этом мы	1	1
и все	1	10
или менее	1	3
к достоевскому	3	1
особенно у	1	1
сюжета и	1	1
в глубины	1	1
человеческой жизни	2	3
они все	1	1
уж не	1	1
что на	1	1
в жизнь	1	1
жизни и	15	9
характерны для	1	4
себя и	2	2
к человеку	1	2
и притом	1	1
из которых	2	1
как можно	1	1
мысли как	1	1
в них	4	2
это внутренне	1	1
это положение	1	1
или нет	1	1
достоевского а	1	1
место в	1	2
для понимания	2	2
но тем	1	1
что все	3	1
и так	1	3
образов идей	7	1
и ни	1	1
раскрыться и	2	1
сохраняется и	1	1
не может	24	2
могут быть	4	4
глубокой и	1	1
более широкое	1	1
или косвенно	1	1
там где	6	1
сказать что	5	10
позиция по	1	1
мы видели	3	2
ко всем	2	2
то есть	50	48
прозаической и	1	1
но тут	1	1
души человеческой	2	1
вместе с	1	2
сознания и	6	1
братьев карамазовых	1	1
и одновременно	2	4
в братьях	2	2
в том	8	14
представлений о	1	1
из своей	1	1
правильнее понять	1	1
к героям	1	1
раз подчеркнуть	2	1
в его	22	8
все равно	1	4
на почве	4	1
и т.п	6	31
происходит не	1	1
это просто	1	1
даже прямо	1	1
стихотворной речи	1	1
этот образ	1	1
форме но	1	1
смешение прозаической	1	1
очень существенное	1	1
произведений достоевского	3	2
самой своей	1	1
всего творчества	1	2
о том	3	2
меня не	1	1
живет в	1	2
отношение к	8	6
жанры как	1	1
на некоторых	1	2
единство и	1	1
в самой	3	1
к самому	1	4
во всей	1	4
да и	1	2
с помощью	1	1
большинстве случаев	2	4
должны быть	1	1
мы и	3	2
сократическом диалоге	1	6
художественной прозы	4	4
речей и	1	1
в некоторых	2	4
и острой	1	1
в литературном	1	1
именно этот	1	1
как мы	8	5
а потому	2	1
т.п все	1	1
не все	1	1
свидригайлова и	2	1
истина по	1	1
относится к	2	1
может быть	18	12
ивана федоровича	1	1
бы из	1	1
и его	8	10
в одной	5	2
новое отношение	2	1
правда в	2	2
произведения и	1	1
школ и	1	1
философских школ	1	1
в сфере	2	1
уже говорили	2	2
как его	2	1
сознании и	2	1
атмосферы в	1	1
вовсе не	7	3
развиваться и	1	1
они могут	3	1
равных правах	3	2
раскрывает в	1	1
и строго	1	1
произведениях достоевского	4	3
для всей	1	1
земле и	1	2
себя самого	1	3
есть не	1	1
положений в	1	1
к ним	3	1
человека а	1	1
в бесах	1	2
про себя	3	1
другими образами	1	1
возрождается и	1	2
я не	6	4
здесь нет	2	1
только один	1	1
области серьезно-смехового	5	2
федора павловича	1	1
в особом	2	1
чисто осведомительного	1	1
достоевского мы	1	4
здесь не	2	4
друг в	3	1
о себе	3	2
каждый из	1	1
и вступает	1	1
той или	3	1
ее нельзя	1	1
писателя в	1	1
идея о	1	1
а о	3	1
мениппова сатира	1	5
будем называть	1	1
самой жизни	1	2
можем сказать	2	1
отличие от	1	1
нем нет	1	3
сравнению с	2	4
достаточно чтобы	1	1
и прежде	2	6
жанрам эпопее	1	1
тот же	2	2
достоевского и	2	6
на пороге	4	10
вовсе еще	1	1
зоне фамильярного	1	1
и действительно	2	1
для них	3	1
его характера	1	2
и других	3	9
это конечно	1	2
и самое	2	1
всю эту	1	1
сущности почти	1	1
как он	4	2
контакта с	3	1
уже на	2	2
и оценить	2	2
достоевского как	5	1
есть с	2	2
их здесь	2	1
последних жизненных	1	1
именно как	1	1
в таком	3	2
повторяем достоевский	1	1
и ксенофонта	1	1
и истины	1	1
в каждой	1	1
к самой	1	1
и даже	3	2
к слову	1	1
не было	2	4
но ведь	3	1
о жизни	1	1
xix веке	2	1
еще раз	3	5
идеи которая	1	1
почти вовсе	3	4
например у	1	3
других идей	1	1
смерть в	1	1
он умел	1	2
в своих	4	2
только в	9	4
в смысле	2	2
в произведениях	3	1
о тех	1	1
с ними	4	1
другой стороны	1	1
так сказать	7	5
в этой	1	1
достоевского с	1	3
братья карамазовы	2	1
на равных	2	2
отношению к	8	1
по последним	1	1
и никогда	1	1
еще вернемся	1	3
все то	2	3
которые он	1	1
героев достоевского	4	2
ибо не	1	1
самим собою	1	4
к этому	4	4
романа в	5	1
подчеркиваем что	2	1
и какое	1	1
бессмертия души	1	3
литературы и	1	2
карнавального фольклора	1	2
мир в	2	1
ведущих героев	4	2
они и	2	2
