2gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram
свою силу	2	1
как функция	1	2
развития понятий	13	2
звеном между	2	1
применительно к	1	1
все же	5	3
качестве понятия	1	1
развития эта	1	1
мышление в	4	4
в виду	3	1
речи и	1	28
в область	1	1
среднее место	1	1
эпоху в	1	1
их развитие	1	1
из основных	4	3
теоретической и	1	1
по нашему	2	1
ко всей	2	2
настоящая работа	1	1
с полным	2	1
то сейчас	1	1
что говоря	1	2
мышления на	2	2
пиаже не	2	4
мышления значительно	1	1
в собственном	7	5
эти понятия	3	2
пиаже что	1	1
исследований что	1	1
что развитие	6	1
чтобы определить	1	1
реального хода	1	1
в состоянии	1	2
хода развития	5	1
ребенка к	3	3
бы назвать	2	1
слова и	5	5
связанных между	1	1
к какому	1	1
даже в	2	2
готово когда	1	1
из него	2	1
его взрослых	1	1
и к	5	4
к известному	2	4
правильно указывает	1	1
в наших	2	3
привел к	1	2
в традиционной	1	1
независимо от	1	6
как о	1	1
в развитии	25	12
всегда готово	1	1
это понятие	1	2
мышлением и	4	3
что при	2	1
иначе как	2	1
заключающийся в	1	1
самой себе	1	1
нашего исследования	4	8
том виде	2	1
его самых	1	2
так и	5	5
ключом к	4	2
не является	5	9
существующих между	1	1
итак мы	1	1
мы наблюдаем	2	1
когда мы	2	1
и у	2	1
один и	7	1
у них	1	1
самых существенных	1	1
исследования не	1	1
эксперимент мы	1	1
находит свое	2	1
в известном	2	2
тем самым	7	5
всем их	2	1
то что	15	17
действительности и	1	1
более ранней	1	1
рассматривается как	1	2
исследования в	2	4
ситуации и	1	1
связи в	1	1
и от	3	3
как слово	1	1
основной вывод	1	1
в каком	2	3
никак не	2	1
этих данных	1	1
впервые с	1	1
между звуком	1	1
мышление принимает	1	1
наряду с	3	1
по которым	1	1
возникает вопрос	1	1
очень рано	2	2
принципиально нового	2	1
переходе от	2	2
все его	1	1
в одном	1	4
понятия которое	2	1
в свою	2	4
тот факт	1	1
к все	1	1
мышления что	2	3
в высшей	2	4
на отдельные	1	3
всегда оказывается	1	1
спонтанными понятиями	1	1
той же	6	2
мышления и	14	40
не иначе	1	1
та же	1	1
гласящее что	1	1
объединения этих	1	1
непременно требует	1	2
новых свойств	1	1
и детской	1	1
может иметь	1	1
связи с	3	3
от мышления	2	1
что перед	1	2
ни в	3	4
же точно	1	9
к одному	6	1
это построение	1	1
нигде не	1	2
и той	4	2
между собой	5	5
то время	1	5
лежат в	1	1
что в	19	14
мы указывали	3	1
психологической природы	1	4
решение этой	1	1
мы поэтому	1	1
нас в	3	1
он является	1	1
ребенка может	1	1
друг от	1	3
и iv	1	1
для объяснения	2	1
пиаже в	1	6
в своей	7	4
слов развиваются	3	1
как раз	1	4
положения пиаже	1	1
научных понятий	28	2
но если	1	1
друг с	7	4
на первый	4	2
этого мышления	1	1
когда оно	2	1
в основе	17	8
что можно	1	1
стороны как	1	1
совершенно иначе	1	1
этих двух	1	3
отрывается от	1	2
как только	2	1
настоящее исследование	1	1
мы пытались	2	5
и больше	1	1
стороны не	1	1
что она	1	4
между мышлением	1	2
все более	2	3
собой обобщение	1	1
о чем	1	2
когда готово	1	1
зависимости от	2	2
и что	8	5
что если	2	2
показал что	1	1
и высшими	1	1
эти три	1	2
какой-либо другой	1	2
