4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_4gram
привезла их к большой	1	1
с переходом на земледелие	1	1
в книге мертвых я	1	1
представлений о пути умершего	1	1
штернберг говорит так как	1	1
с этой точки зрения	1	1
в индии в китае	1	1
в том числе и	1	1
только после этого мы	1	1
героем и змеем есть	1	1
вспомним что и в	1	1
в то время как	3	1
и т д все	1	1
при встрече с ягой	1	1
но вместе с тем	1	3
и русская сказка знает	1	1
и тем не менее	1	1
по мере того как	1	1
пущенная привезла их к	1	1
неи в этом случае	2	3
или далеко за горизонтом	1	1
распространенная связь кристаллов кварца	1	1
здесь как и в	1	1
это происходит потому что	1	1
и мигом словно стрела	1	1
встречаются не только в	1	1
к большой каменистой горе	1	1
вдруг лодка поднялась по	1	1
о чем речь будет	1	1
точно так же как	1	1
в землю т е	1	1
мы имеем и в	3	1
чем речь будет ниже	1	1
что египтяне представляли себе	1	1
с одной стороны и	1	1
приходит к заключению что	3	1
т е у народов	1	1
знает что он погибнет	1	1
словно стрела из лука	1	1
так же как и	1	2
стрела из лука пущенная	1	1
лодка поднялась по воздуху	1	1
случай интересен тем что	1	1
на том свете не	1	1
играет ту же роль	1	1
мы уже видели как	1	1
в ином мире и	1	1
самых ранних известных нам	1	1
в царство мертвых это	1	1
широко распространенная связь кристаллов	1	1
к заключению что оно	1	1
в приведенных случаях мы	1	1
мы видим в сказке	1	1
от земли до неба	1	1
поднялась по воздуху и	1	1
ту же роль что	1	1
заключению что оно означает	1	1
связь кристаллов кварца с	1	1
мы уже знаем что	2	1
и вместе с тем	1	1
и по всей австралии	1	1
что он погибнет от	1	1
по воздуху и мигом	1	1
имеется широко распространенная связь	1	1
не в стиле сказки	1	1
и действительно миф о	1	1
их к большой каменистой	1	1
может быть рассмотрен как	1	1
этот случай интересен тем	1	1
между героем и змеем	1	1
это не в стиле	1	1
воздуху и мигом словно	1	1
